Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Panjang,2015,2,1,0,0,0,0,27,30.7,24.6,14.3,44.6
Pasir Panjang,2015,2,2,0.8,0.8,0.8,0.8,26.3,27.6,25.2,10.8,34.9
Pasir Panjang,2015,2,3,0,0,0,0,26.7,29.5,25.2,12.6,33.8
Pasir Panjang,2015,2,4,0.4,0.4,0.4,0.4,26,28,24.2,12.7,35.6
Pasir Panjang,2015,2,5,0,0,0,0,27.1,30.1,25.4,15.3,44.6
Pasir Panjang,2015,2,6,3.8,2.6,3,3.4,26.2,30,24.1,12.9,40.3
Pasir Panjang,2015,2,7,0,0,0,0,26.8,29.6,25,14.7,47.9
Pasir Panjang,2015,2,8,0,0,0,0,26.9,30.8,24.6,14.5,42.5
Pasir Panjang,2015,2,9,0,0,0,0,27,30.7,25.2,17.3,45
Pasir Panjang,2015,2,10,0,0,0,0,—,—,—,—,—
Pasir Panjang,2015,2,11,0,0,0,0,—,—,—,—,—
Pasir Panjang,2015,2,12,0,0,0,0,—,—,—,—,—
Pasir Panjang,2015,2,13,0,0,0,0,—,—,—,15.8,—
Pasir Panjang,2015,2,14,0,0,0,0,27.1,31,24.5,11.8,32.8
Pasir Panjang,2015,2,15,0,0,0,0,27.4,30.8,24.6,11.4,31.3
Pasir Panjang,2015,2,16,0,0,0,0,28.2,32.9,25.1,12.1,32
Pasir Panjang,2015,2,17,0,0,0,0,27.9,32.7,25.1,12.4,33.1
Pasir Panjang,2015,2,18,0,0,0,0,27.5,33,25.2,12.1,37.4
Pasir Panjang,2015,2,19,27.2,12.8,21,25,26.8,31.4,23.3,13.3,57.2
Pasir Panjang,2015,2,20,0,0,0,0,27.7,31.7,25.6,12.9,35.6
Pasir Panjang,2015,2,21,0,0,0,0,27.6,31.6,24.9,10.7,28.1
Pasir Panjang,2015,2,22,1.8,1.8,1.8,1.8,27.6,32.1,25.2,13,39.2
Pasir Panjang,2015,2,23,0.2,0.2,0.2,0.2,27.7,32.9,25.5,12.8,36.4
Pasir Panjang,2015,2,24,0,0,0,0,27.8,30.8,25.4,12.3,37.4
Pasir Panjang,2015,2,25,0.6,0.6,0.6,0.6,27.6,30.7,25.3,11.3,37.8
Pasir Panjang,2015,2,26,0.6,0.6,0.6,0.6,27.9,32.1,25.4,10.3,31.7
Pasir Panjang,2015,2,27,0,0,0,0,28.4,33.2,25.5,11.6,35.3
Pasir Panjang,2015,2,28,0,0,0,0,28.8,34.1,25.6,13.5,33.1
