Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tanjong Katong,2016,8,1,11.4,9.6,10.8,10.8,—,—,—,—,—
Tanjong Katong,2016,8,2,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,3,11.2,9.2,9.8,10.4,—,—,—,—,—
Tanjong Katong,2016,8,4,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,5,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,6,16.4,14,15.8,16.4,—,—,—,—,—
Tanjong Katong,2016,8,7,0.2,0.2,0.2,0.2,—,—,—,—,—
Tanjong Katong,2016,8,8,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,9,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,10,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,11,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,12,3.4,2,2.2,3.4,—,—,—,—,—
Tanjong Katong,2016,8,13,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,14,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,15,0.2,0.2,0.2,0.2,—,—,—,—,—
Tanjong Katong,2016,8,16,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,17,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,18,0.4,0.4,0.4,0.4,—,—,—,—,—
Tanjong Katong,2016,8,19,15.6,12,12.8,14.4,—,—,—,—,—
Tanjong Katong,2016,8,20,6.6,6.6,6.6,6.6,—,—,—,—,—
Tanjong Katong,2016,8,21,15.8,9.6,14.4,15.6,—,—,—,—,—
Tanjong Katong,2016,8,22,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,23,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,24,16,8.6,12.6,14.6,—,—,—,—,—
Tanjong Katong,2016,8,25,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,26,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,27,3.6,3.4,3.4,3.4,—,—,—,—,—
Tanjong Katong,2016,8,28,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,29,0,0,0,0,—,—,—,—,—
Tanjong Katong,2016,8,30,10,5.6,6.8,7.4,—,—,—,—,—
Tanjong Katong,2016,8,31,4.4,4.2,4.4,4.4,—,—,—,—,—
