Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Botanic Garden,2014,5,1,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,2,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,3,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,4,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,5,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,6,0.4,0.4,0.4,0.4,—,—,—,—,—
Botanic Garden,2014,5,7,17.6,13.2,14.2,17.2,—,—,—,—,—
Botanic Garden,2014,5,8,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,9,0.4,0.4,0.4,0.4,—,—,—,—,—
Botanic Garden,2014,5,10,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,11,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,12,1,1,1,1,—,—,—,—,—
Botanic Garden,2014,5,13,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,14,6.6,6,6.2,6.6,—,—,—,—,—
Botanic Garden,2014,5,15,2.2,2.2,2.2,2.2,—,—,—,—,—
Botanic Garden,2014,5,16,19.6,13.8,19,19.6,—,—,—,—,—
Botanic Garden,2014,5,17,20.4,11.2,20.2,20.4,—,—,—,—,—
Botanic Garden,2014,5,18,67.2,30.4,34.2,36.2,—,—,—,—,—
Botanic Garden,2014,5,19,33.6,16.4,17,17,—,—,—,—,—
Botanic Garden,2014,5,20,4,1.2,2.2,3.4,—,—,—,—,—
Botanic Garden,2014,5,21,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,22,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,23,4.4,3.6,3.8,4.2,—,—,—,—,—
Botanic Garden,2014,5,24,0.2,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2014,5,25,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,26,0,0,0,0,—,—,—,—,—
Botanic Garden,2014,5,27,0.2,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2014,5,28,1.8,0.8,1,1,—,—,—,—,—
Botanic Garden,2014,5,29,0.8,0.6,0.8,0.8,—,—,—,—,—
Botanic Garden,2014,5,30,40.6,15.8,16,16,—,—,—,—,—
Botanic Garden,2014,5,31,1,0.8,0.8,0.8,—,—,—,—,—
