Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (West),2014,8,1,0.4,0.2,0.4,0.4,—,—,—,—,—
Choa Chu Kang (West),2014,8,2,9.2,6.8,8.6,9.2,—,—,—,—,—
Choa Chu Kang (West),2014,8,3,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2014,8,4,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2014,8,5,24,12.8,15.8,22.8,—,—,—,—,—
Choa Chu Kang (West),2014,8,6,14.6,6.8,11.4,14,—,—,—,—,—
Choa Chu Kang (West),2014,8,7,6.2,6.2,6.2,6.2,—,—,—,—,—
Choa Chu Kang (West),2014,8,8,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2014,8,9,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2014,8,10,32,23.8,27.4,31.8,—,—,—,—,—
Choa Chu Kang (West),2014,8,11,—,—,—,—,—,—,—,—,—
Choa Chu Kang (West),2014,8,12,1,0.8,0.8,0.8,—,—,—,—,—
Choa Chu Kang (West),2014,8,13,0.4,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (West),2014,8,14,2,1,1.2,1.2,—,—,—,—,—
Choa Chu Kang (West),2014,8,15,59.6,26.4,27.8,34.2,—,—,—,—,—
Choa Chu Kang (West),2014,8,16,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2014,8,17,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2014,8,18,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2014,8,19,9.8,9.2,9.2,9.4,—,—,—,—,—
Choa Chu Kang (West),2014,8,20,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (West),2014,8,21,9.8,8.2,9.2,9.4,—,—,—,—,—
Choa Chu Kang (West),2014,8,22,0.4,0.4,0.4,0.4,—,—,—,—,—
Choa Chu Kang (West),2014,8,23,25.2,10,10.2,11,—,—,—,—,—
Choa Chu Kang (West),2014,8,24,5.6,5.6,5.6,5.6,—,—,—,—,—
Choa Chu Kang (West),2014,8,25,0.4,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (West),2014,8,26,0.8,0.8,0.8,0.8,—,—,—,—,—
Choa Chu Kang (West),2014,8,27,12,4.8,5.6,6,—,—,—,—,—
Choa Chu Kang (West),2014,8,28,6,2.6,3.6,5,—,—,—,—,—
Choa Chu Kang (West),2014,8,29,—,—,—,—,—,—,—,—,—
Choa Chu Kang (West),2014,8,30,18.8,17.6,18.8,18.8,—,—,—,—,—
Choa Chu Kang (West),2014,8,31,2,1.6,1.6,2,—,—,—,—,—
