date,latitude,longitude,numberofcases,comments
2016-03-29,1.368174,103.867378,1,Hythe Road
2016-03-29,37.9135916,-122.2799804,5,Kensington Park Drive (Kensington Park Condominium)
2016-03-29,1.3647945,103.8661301,2,Kensington Park Road
2016-03-29,1.3710446,103.8702609,3,Serangoon North Avenue 1 (Blk 101)
2016-03-29,1.3707407,103.8702316,3,Serangoon North Avenue 1 (Blk 103)
2016-03-29,1.3702578,103.8709107,1,Serangoon North Avenue 1 (Blk 106)
2016-03-29,1.3699293,103.8700793,3,Serangoon North Avenue 1 (Blk 107)
2016-03-29,1.3699247,103.8709335,2,Serangoon North Avenue 1 (Blk 108)
2016-03-29,1.3694273,103.8703434,8,Serangoon North Avenue 1 (Blk 109)
2016-03-29,1.3693503,103.8712042,2,Serangoon North Avenue 1 (Blk 110)
2016-03-29,1.369162,103.870437,7,Serangoon North Avenue 1 (Blk 111)
2016-03-29,1.369137,103.871433,2,Serangoon North Avenue 1 (Blk 112)
2016-03-29,1.3687574,103.8703705,8,Serangoon North Avenue 1 (Blk 113)
2016-03-29,1.3688288,103.8713082,4,Serangoon North Avenue 1 (Blk 114)
2016-03-29,1.3681605,103.8705868,3,Serangoon North Avenue 1 (Blk 115)
2016-03-29,1.3685007,103.871396,7,Serangoon North Avenue 1 (Blk 116)
2016-03-29,1.3679402,103.8707246,4,Serangoon North Avenue 1 (Blk 117)
2016-03-29,1.3676462,103.8708586,8,Serangoon North Avenue 1 (Blk 118)
2016-03-29,1.3671612,103.8709081,1,Serangoon North Avenue 1 (Blk 120)
2016-03-29,1.3669004,103.871001,1,Serangoon North Avenue 1 (Blk 121)
2016-03-29,1.3668347,103.8720707,2,Serangoon North Avenue 1 (Blk 123)
2016-03-29,1.3662507,103.8714928,2,Serangoon North Avenue 1 (Blk 124)
2016-03-29,1.3660299,103.871674,1,Serangoon North Avenue 1 (Blk 126)
2016-03-29,1.368218,103.8727457,1,Serangoon North Avenue 1 (Blk 146)
2016-03-29,1.3686424,103.873622,3,Serangoon North Avenue 1 (Blk 148)
2016-03-29,1.3694055,103.8725843,1,Serangoon North Avenue 1 (Blk 152)
2016-03-29,1.3685125,103.875019,1,Serangoon North Avenue 2 (Blk 140)
2016-03-29,1.3682261,103.8679385,5,Worthing Road
2016-03-29,1.31433,103.9200577,14,Bowmont Gardens
2016-03-29,1.3125262,103.9220962,1,Burnfoot Terrace
2016-03-29,1.3162154,103.9206249,2,Carlton Avenue
2016-03-29,1.3164158,103.9212303,1,Dryburgh Avenue
2016-03-29,1.3141099,103.9182794,2,Dunbar Walk
2016-03-29,1.3130306,103.9217973,2,Ettrick Terrace
2016-03-29,1.3151185,103.9193434,6,Frankel Avenue
2016-03-29,1.313106,103.91784,1,Greenfield Drive
2016-03-29,1.314281,103.920697,16,Jedburgh Gardens
2016-03-29,1.3185882,103.9191248,1,La Salle Street
2016-03-29,1.3180259,103.9206618,3,Siglap Bank
2016-03-29,1.3160206,103.9194403,4,Siglap Drive
2016-03-29,1.3180708,103.9162044,1,Siglap Plain
2016-03-29,1.317491,103.919961,4,Siglap Rise
2016-03-29,1.317491,103.919961,1,Siglap Walk
2016-03-29,1.314051,103.92018,6,Wilton Gardens
2016-03-29,1.3152788,103.9218985,1,Yarrow Gardens
2016-03-29,1.3255613,103.8238228,1,Berrima Road
2016-03-29,1.3238951,103.8261523,3,Merryn Drive
2016-03-29,1.325204,103.826459,4,Merryn Terrace
2016-03-29,1.3261362,103.8240107,1,Trevose Crescent
2016-03-29,1.352083,103.819836,1,Trevose Crescent (The Glyndebourne)
2016-03-29,1.352083,103.819836,5,Trevose Crescent (The Trevose)
2016-03-29,40.1318596,-75.0003787,22,Trevose Crescent (Trevose Park)
2016-03-29,1.322958,103.869896,1,Geylang Bahru (Blk 57)
2016-03-29,1.3229578,103.8698962,1,Geylang Bahru (Blk 59A)
2016-03-29,1.3222207,103.8682738,3,Geylang Bahru (Blk 59B)
2016-03-29,1.322958,103.869896,1,Geylang Bahru (Blk 59C)
2016-03-29,1.3229581,103.8698959,1,Geylang Bahru (Blk 60)
2016-03-29,1.3229577,103.8698961,3,Geylang Bahru (Blk 62)
2016-03-29,1.322958,103.869896,6,Geylang Bahru (Blk 68)
2016-03-29,1.3219939,103.870953,1,Geylang Bahru (Blk 72)
2016-03-29,1.322632,103.870598,3,Geylang Bahru (Blk 73)
2016-03-29,1.322709,103.870818,1,Geylang Bahru (Blk 95)
2016-03-29,1.321032,103.868501,4,Kallang Bahru (Blk 63)
2016-03-29,1.321032,103.868501,4,Kallang Bahru (Blk 64)
2016-03-29,1.3179742,103.8665875,4,Kallang Bahru (Blk 65)
2016-03-29,1.321032,103.868501,2,Kallang Bahru (Blk 66)
2016-03-29,1.3179742,103.8665875,1,Kallang Bahru (Blk 67)
2016-03-29,1.377278,103.944097,9,Elias Road
2016-03-29,1.3774909,103.9414184,1,Elias Road (Blk 605)
2016-03-29,1.3774909,103.9414184,1,Elias Road (Blk 615)
2016-03-29,1.352083,103.819836,2,Elias Road (Oasis @ Elias)
2016-03-29,1.3798133,103.9409349,1,Pasir Ris Drive 3 (Blk 626)
2016-03-29,1.3821712,103.9416833,2,Pasir Ris Heights
2016-03-29,1.3796591,103.944325,1,Pasir Ris View
2016-03-29,1.3788938,103.9450076,9,Riverina View
2016-03-29,1.3788016,103.9440555,7,Riverina Walk
2016-03-29,1.426159,103.828705,1,Yishun Street 71 (Blk 721)
2016-03-29,1.426015,103.82975,1,Yishun Street 71 (Blk 723)
2016-03-29,1.4262746,103.830956,3,Yishun Street 71 (Blk 727)
2016-03-29,1.4259116,103.8316516,2,Yishun Street 71 (Blk 729)
2016-03-29,1.4271747,103.8315206,2,Yishun Street 71 (Blk 730)
2016-03-29,1.427632,103.8340275,1,Yishun Street 72 (Blk 751)
2016-03-29,1.427065,103.832583,10,Yishun Street 72 (Blk 755)
2016-03-29,1.4266468,103.8331547,6,Yishun Street 72 (Blk 756)
2016-03-29,1.4266122,103.8340556,1,Yishun Street 72 (Blk 757)
2016-03-29,1.426276,103.833059,4,Yishun Street 72 (Blk 759)
2016-03-29,1.3055846,103.9012819,2,Fowlie Road
2016-03-29,1.3053275,103.9029071,2,Ceylon Road
2016-03-29,1.352083,103.819836,3,Haig Avenue (Esterina)
2016-03-29,1.3123569,103.8964002,1,Haig Road
2016-03-29,1.3094596,103.8977235,2,Haig Road (Haig Court)
2016-03-29,1.3081146,103.8980414,2,Haig Road (Haig Lodge)
2016-03-29,1.3051117,103.8987869,1,Jalan Beringin
2016-03-29,1.3104174,103.90176,2,Joo Chiat Road
2016-03-29,1.3071204,103.9009519,3,Marshall Road
2016-03-29,1.3111315,103.9003912,6,Onan Road
2016-03-29,1.352083,103.819836,1,Onan Road (Malvern Springs)
