date,latitude,longitude,numberofcases,comments
2016-08-16,1.3141099,103.9182794,11,Dunbar Walk
2016-08-16,1.352083,103.819836,1,East Coast Road (Ocean Park)
2016-08-16,1.313106,103.91784,2,Greenfield Drive
2016-08-16,1.3117906,103.9137921,2,Jalan Baiduri
2016-08-16,1.3119023,103.915054,8,Kurau Grove
2016-08-16,1.3118488,103.914504,6,Kurau Place
2016-08-16,1.3120044,103.9155887,7,Kurau Terrace
2016-08-16,1.352083,103.819836,2,Lorong J Telok Kurau (Canary Ville)
2016-08-16,1.352083,103.819836,2,Lorong J Telok Kurau (Jersey Lodge)
2016-08-16,1.352083,103.819836,1,Lorong K Telok Kurau (La Vida @ 130)
2016-08-16,1.352083,103.819836,1,Lorong K Telok Kurau (Silahis Apartments)
2016-08-16,1.352083,103.819836,1,Lorong K Telok Kurau (Sunny Parc)
2016-08-16,1.352083,103.819836,1,Lorong K Telok Kurau (The Vesta)
2016-08-16,1.314924,103.914933,3,Lorong J Telok Kurau
2016-08-16,1.3138939,103.9154442,2,Lorong K Telok Kurau
2016-08-16,1.3128119,103.9157912,14,Lorong L Telok Kurau
2016-08-16,1.3107682,103.9115566,6,Lorong M Telok Kurau
2016-08-16,1.352083,103.819836,2,Lorong L Telok Kurau (Blu Coral)
2016-08-16,1.352083,103.819836,1,Lorong L Telok Kurau (Heritage Residences)
2016-08-16,1.352083,103.819836,14,Lorong L Telok Kurau (Pinehurst Condominium)
2016-08-16,1.352083,103.819836,3,Lorong L Telok Kurau (The Cherrywood)
2016-08-16,1.352083,103.819836,4,Lorong L Telok Kurau (The Espira)
2016-08-16,1.352083,103.819836,1,Lorong M Telok Kurau (Gold Leaf Mansions)
2016-08-16,1.352083,103.819836,1,Lorong M Telok Kurau (The Seawind)
2016-08-16,1.352083,103.819836,1,Lorong N Telok Kurau (The Ambrosia)
2016-08-16,1.352083,103.819836,2,Lorong N Telok Kurau (The Lucent)
2016-08-16,1.352083,103.819836,3,Lorong N Telok Kurau (The Nclave)
2016-08-16,1.3150295,103.9179912,1,Roseburn Avenue
2016-08-16,1.4507412,103.8175455,2,Admiralty Drive (Blk 357)
2016-08-16,1.4507412,103.8175455,2,Admiralty Drive (Blk 357A)
2016-08-16,1.4504073,103.8165404,1,Admiralty Drive (Blk 357B)
2016-08-16,1.4504073,103.8165404,1,Admiralty Drive (Blk 359)
2016-08-16,1.4496255,103.8155091,1,Admiralty Drive (Blk 359A)
2016-08-16,1.4507412,103.8175455,3,Admiralty Drive (Blk 359C)
2016-08-16,1.4507412,103.8175455,1,Admiralty Drive (Blk 360C)
2016-08-16,1.4504073,103.8165404,2,Admiralty Drive (Blk 467)
2016-08-16,1.4504073,103.8165404,5,Admiralty Drive (Blk 467A)
2016-08-16,1.4504073,103.8165404,1,Admiralty Drive (Blk 467B)
2016-08-16,1.4507412,103.8175455,1,Admiralty Drive (Blk 468A)
2016-08-16,1.4504073,103.8165404,2,Admiralty Drive (Blk 468B)
2016-08-16,1.4507861,103.8176185,5,Admiralty Drive (Blk 468D)
2016-08-16,1.4507412,103.8175455,2,Admiralty Drive (Blk 469)
2016-08-16,1.4507412,103.8175455,7,Admiralty Drive (Blk 469A)
2016-08-16,1.4504073,103.8165404,3,Admiralty Drive (Blk 469B)
2016-08-16,1.453814,103.8156039,1,Admiralty Link (Blk 402)
2016-08-16,1.4533699,103.8160018,3,Admiralty Link (Blk 405)
2016-08-16,1.4544789,103.818324,1,Canberra Road (Blk 420)
2016-08-16,1.4544789,103.818324,1,Canberra Road (Blk 423)
2016-08-16,1.449071,103.818779,1,Sembawang Drive (Blk 406)
2016-08-16,1.4527337,103.8179431,2,Sembawang Drive (Blk 410)
2016-08-16,1.452532,103.8169815,1,Sembawang Drive (Blk 411)
2016-08-16,1.451585,103.8185477,1,Sembawang Drive (Blk 415)
2016-08-16,1.451642,103.8150676,2,Sembawang Drive (Blk 470)
2016-08-16,1.4512177,103.8163786,1,Sembawang Drive (Blk 473)
2016-08-16,1.45189,103.8157049,1,Sembawang Drive (Blk 471)
2016-08-16,1.4514387,103.8169661,2,Sembawang Drive (Blk 476)
2016-08-16,1.449071,103.818779,1,Sembawang Drive (Blk 478)
2016-08-16,1.4525068,103.8158229,1,Sembawang Drive (Blk 479)
2016-08-16,1.4522363,103.8151565,9,Sembawang Drive (Blk 480)
2016-08-16,1.4527645,103.815155,3,Sembawang Drive (Blk 481)
2016-08-16,1.3521682,103.9315291,2,Tampines Avenue 8 (Blk 878)
2016-08-16,1.3520624,103.9308493,3,Tampines Avenue 8 (Blk 879)
2016-08-16,1.3513453,103.9314158,2,Tampines Avenue 8 (Blk 880)
2016-08-16,1.352011,103.931962,1,Tampines Avenue 8 (Blk 880A)
2016-08-16,1.3491298,103.9310667,1,Tampines Avenue 8 (Blk 891)
2016-08-16,1.348862,103.92954,1,Tampines Avenue 8 (Blk 892A)
2016-08-16,1.349914,103.932728,1,Tampines Street 81 (Blk 827A)
2016-08-16,1.3503718,103.9320276,4,Tampines Street 81 (Blk 887)
2016-08-16,1.3508579,103.931033,2,Tampines Street 81 (Blk 888)
2016-08-16,1.3505433,103.9308719,1,Tampines Street 81 (Blk 888A)
2016-08-16,1.3488346,103.9320276,2,Tampines Street 81 (Blk 894)
2016-08-16,1.347971,103.9318569,1,Tampines Street 81 (Blk 894A)
2016-08-16,1.3482947,103.9339607,1,Tampines Street 81 (Blk 895)
2016-08-16,1.3508704,103.9343843,2,Tampines Street 83 (Blk 837)
2016-08-16,1.351419,103.933555,1,Tampines Street 83 (Blk 882A)
2016-08-16,1.3515762,103.9326168,4,Tampines Street 83 (Blk 884)
2016-08-16,1.3511359,103.932798,1,Tampines Street 83 (Blk 885)
2016-08-16,1.3510301,103.9321182,3,Tampines Street 83 (Blk 886)
2016-08-16,1.3530793,103.9322089,2,Tampines Street 84 (Blk 874A)
2016-08-16,1.3527154,103.9318463,1,Tampines Street 84 (Blk 875)
2016-08-16,1.353021,103.931271,5,Tampines Street 84 (Blk 876)
2016-08-16,1.3525711,103.9314837,3,Tampines Street 84 (Blk 877)
2016-08-16,1.3521961,103.9330246,2,Tampines Street 84 (Blk 881)
2016-08-16,1.3519738,103.9334779,2,Tampines Street 84 (Blk 882)
2016-08-16,1.351868,103.932798,4,Tampines Street 84 (Blk 883)
2016-08-16,1.352083,103.819836,1,Beatty Road (Wu De Building)
2016-08-16,1.3118771,103.8572139,3,Flanders Square
2016-08-16,1.3086167,103.857297,3,Jalan Besar
2016-08-16,1.352083,103.819836,7,Kitchener Link (City Square Residences)
2016-08-16,1.3127877,103.8574917,1,Marne Road
2016-08-16,1.352083,103.819836,2,Marne Road (Studios @ Marne)
2016-08-16,1.3121536,103.8581934,2,Petain Road
2016-08-16,1.312968,103.8584371,1,Sturdee Road
2016-08-16,1.3132789,103.8579597,5,Sturdee Road (Kerrisdale)
2016-08-16,1.352083,103.819836,2,Sturdee Road North (Sturdee View)
2016-08-16,1.3236096,103.9560325,6,Eastwood Drive
2016-08-16,1.3228287,103.9561278,9,Eastwood Green
2016-08-16,1.3221361,103.9562672,1,Eastwood Place
2016-08-16,1.3224981,103.9567406,3,Eastwood Walk
2016-08-16,1.3112417,103.8926889,1,Eastwood Green (Eastwood Green Terrace)
2016-08-16,1.352083,103.819836,1,Eastwood Road (Eastwood Centre)
2016-08-16,1.3247161,103.954121,1,Taman Bedok
2016-08-16,1.326289,103.949658,1,Bedok Close
2016-08-16,1.3263497,103.94844,4,Bedok Rise
2016-08-16,1.3254162,103.9479906,5,Bedok Terrace
2016-08-16,1.3267773,103.9510555,2,Jalan Langgar Bedok
2016-08-16,1.324314,103.9457148,1,Jalan Limau Kasturi
2016-08-16,1.3241112,103.9480038,2,Jalan Limau Manis
