date,latitude,longitude,numberofcases,comments
2016-06-19,1.3117342,103.8756637,2,Geylang Road
2016-06-19,1.3096,103.8784776,8,Guillemard Road
2016-06-19,1.352083,103.819836,4,Guillemard Road (Guillemard View)
2016-06-19,1.3115722,103.882711,1,Jalan Molek
2016-06-19,1.3121943,103.8824062,7,Jalan Suka
2016-06-19,1.3122157,103.8833463,5,Lorong 24 Geylang
2016-06-19,1.3109173,103.8840484,3,Lorong 24A Geylang
2016-06-19,1.313615,103.884772,2,Lorong 26 Geylang
2016-06-19,1.3135932,103.8862916,2,Lorong 30 Geylang
2016-06-19,1.311914,103.886988,11,Lorong 32 Geylang
2016-06-19,1.3132409,103.8878271,4,Lorong 34 Geylang
2016-06-19,1.352083,103.819836,1,Lorong 24 Geylang (Edenz Loft)
2016-06-19,1.352083,103.819836,1,Lorong 26 Geylang (28 Imperial Residences)
2016-06-19,1.352083,103.819836,1,Lorong 26 Geylang (Blossom View)
2016-06-19,1.352083,103.819836,2,Lorong 26 Geylang (Casa Aerata)
2016-06-19,1.31215,103.8846,1,Lorong 26 Geylang (Guilin Court)
2016-06-19,1.352083,103.819836,1,Lorong 27 Geylang (Excellence Mansions)
2016-06-19,1.352083,103.819836,1,Lorong 27A Geylang (Balmy Court)
2016-06-19,1.352083,103.819836,3,Lorong 28 Geylang (Atrium Residences)
2016-06-19,1.352083,103.819836,2,Lorong 30 Geylang (Cosy 23)
2016-06-19,1.352083,103.819836,8,Lorong 30 Geylang (Guillemard Edge)
2016-06-19,1.312513,103.886321,3,Lorong 30 Geylang (Suites 28)
2016-06-19,1.352083,103.819836,4,Lorong 30 Geylang (The Midas)
2016-06-19,1.352083,103.819836,2,Lorong 30 Geylang (Viento)
2016-06-19,1.352083,103.819836,6,Lorong 32 Geylang (Casa Emerald)
2016-06-19,1.352083,103.819836,1,Lorong 32 Geylang (Centro Mansions)
2016-06-19,1.352083,103.819836,1,Lorong 32 Geylang (Leshan Gardens)
2016-06-19,1.352083,103.819836,2,Lorong 32 Geylang (NESS)
2016-06-19,1.352083,103.819836,5,Lorong 32 Geylang (Sunflower Residence)
2016-06-19,1.3403133,103.861398,1,Lorong 34 Geylang (Central Meadows)
2016-06-19,1.352083,103.819836,1,Lorong 34 Geylang (Geylang Heritage)
2016-06-19,1.352083,103.819836,1,Lorong 36 Geylang (Evergreen View)
2016-06-19,1.4507412,103.8175455,1,Admiralty Drive (Blk 357A)
2016-06-19,1.4504073,103.8165404,1,Admiralty Drive (Blk 359)
2016-06-19,1.4507412,103.8175455,1,Admiralty Drive (Blk 360C)
2016-06-19,1.4504073,103.8165404,1,Admiralty Drive (Blk 467)
2016-06-19,1.4504073,103.8165404,4,Admiralty Drive (Blk 467A)
2016-06-19,1.4504073,103.8165404,1,Admiralty Drive (Blk 467B)
2016-06-19,1.4504073,103.8165404,2,Admiralty Drive (Blk 468B)
2016-06-19,1.4507861,103.8176185,3,Admiralty Drive (Blk 468D)
2016-06-19,1.4507412,103.8175455,2,Admiralty Drive (Blk 469)
2016-06-19,1.4507412,103.8175455,6,Admiralty Drive (Blk 469A)
2016-06-19,1.4504073,103.8165404,3,Admiralty Drive (Blk 469B)
2016-06-19,1.4533699,103.8160018,2,Admiralty Link (Blk 405)
2016-06-19,1.4544789,103.818324,1,Canberra Road (Blk 420)
2016-06-19,1.4544789,103.818324,1,Canberra Road (Blk 423)
2016-06-19,1.449071,103.818779,1,Sembawang Drive (Blk 406)
2016-06-19,1.452532,103.8169815,1,Sembawang Drive (Blk 411)
2016-06-19,1.451642,103.8150676,1,Sembawang Drive (Blk 470)
2016-06-19,1.45189,103.8157049,1,Sembawang Drive (Blk 471)
2016-06-19,1.4522363,103.8151565,3,Sembawang Drive (Blk 480)
2016-06-19,1.4527645,103.815155,1,Sembawang Drive (Blk 481)
2016-06-19,1.352083,103.819836,5,Hacienda Grove (The Hacienda)
2016-06-19,1.352083,103.819836,1,Jalan Tua Kong (Crescendo Park)
2016-06-19,1.3145096,103.9278121,8,Jalan Ulu Siglap
2016-06-19,1.315471,103.929478,1,Woo Mon Chew Road
2016-06-19,1.3521682,103.9315291,1,Tampines Avenue 8 (Blk 878)
2016-06-19,1.3491298,103.9310667,1,Tampines Avenue 8 (Blk 891)
2016-06-19,1.348862,103.92954,1,Tampines Avenue 8 (Blk 892A)
2016-06-19,1.3503718,103.9320276,2,Tampines Street 81 (Blk 887)
2016-06-19,1.3508579,103.931033,1,Tampines Street 81 (Blk 888)
2016-06-19,1.3508704,103.9343843,1,Tampines Street 83 (Blk 837)
2016-06-19,1.3510301,103.9321182,1,Tampines Street 83 (Blk 886)
2016-06-19,1.353021,103.931271,1,Tampines Street 84 (Blk 876)
2016-06-19,1.3519738,103.9334779,1,Tampines Street 84 (Blk 882)
2016-06-19,1.351868,103.932798,4,Tampines Street 84 (Blk 883)
2016-06-19,1.3246286,103.9058244,4,Jalan Ishak
2016-06-19,1.322962,103.9062243,1,Jalan Ismail
2016-06-19,1.3216359,103.9083652,3,Lorong Marican
2016-06-19,1.352083,103.819836,1,Lorong Salleh (Sunny Lodge)
2016-06-19,1.3237016,103.9068807,1,Lorong Salleh
2016-06-19,1.3747705,103.8883218,1,Hougang Avenue 8 (Blk 440)
2016-06-19,1.3747705,103.8883218,1,Hougang Avenue 8 (Blk 444)
2016-06-19,1.3738647,103.8868624,1,Hougang Avenue 8 (Blk 445)
2016-06-19,1.379134,103.895115,1,Hougang Avenue 10 (Blk 448)
2016-06-19,1.378798,103.895177,2,Hougang Avenue 10 (Blk 449)
2016-06-19,1.378504,103.8958789,1,Hougang Avenue 10 (Blk 453)
2016-06-19,1.376994,103.895989,1,Hougang Avenue 10 (Blk 457)
2016-06-19,1.3141099,103.9182794,2,Dunbar Walk
2016-06-19,1.3119023,103.915054,1,Kurau Grove
2016-06-19,1.352083,103.819836,1,Lorong K Telok Kurau (La Vida @ 130)
2016-06-19,1.3128119,103.9157912,2,Lorong L Telok Kurau
2016-06-19,1.3108403,103.9166469,1,Lorong N Telok Kurau
2016-06-19,1.4374897,103.7923736,4,Woodlands Drive 50 (Blk 891A)
2016-06-19,1.4374897,103.7923736,1,Woodlands Drive 50 (Blk 892A)
2016-06-19,1.4374897,103.7923736,1,Woodlands Drive 50 (Blk 892B)
2016-06-19,1.4374897,103.7923736,1,Woodlands Drive 50 (Blk 896B)
2016-06-19,1.32501,103.85217,1,Balestier Road (Ritz Mansions)
2016-06-19,1.3239571,103.8533912,2,Kim Keat Close
2016-06-19,1.352083,103.819836,3,Kim Keat Road (Victory Heights)
2016-06-19,1.3893732,103.8711557,5,Fernvale Lane
