date,latitude,longitude,numberofcases,comments
2016-06-09,1.3117342,103.8756637,2,Geylang Road
2016-06-09,1.3096,103.8784776,8,Guillemard Road
2016-06-09,1.352083,103.819836,4,Guillemard Road (Guillemard View)
2016-06-09,1.3115722,103.882711,1,Jalan Molek
2016-06-09,1.3121943,103.8824062,7,Jalan Suka
2016-06-09,1.3122157,103.8833463,5,Lorong 24 Geylang
2016-06-09,1.3109173,103.8840484,3,Lorong 24A Geylang
2016-06-09,1.313615,103.884772,2,Lorong 26 Geylang
2016-06-09,1.3135932,103.8862916,2,Lorong 30 Geylang
2016-06-09,1.311914,103.886988,11,Lorong 32 Geylang
2016-06-09,1.3132409,103.8878271,2,Lorong 34 Geylang
2016-06-09,1.352083,103.819836,1,Lorong 24 Geylang (Edenz Loft)
2016-06-09,1.352083,103.819836,1,Lorong 26 Geylang (28 Imperial Residences)
2016-06-09,1.352083,103.819836,2,Lorong 26 Geylang (Casa Aerata)
2016-06-09,1.31215,103.8846,1,Lorong 26 Geylang (Guilin Court)
2016-06-09,1.352083,103.819836,1,Lorong 27 Geylang (Excellence Mansions)
2016-06-09,1.352083,103.819836,1,Lorong 27A Geylang (Balmy Court)
2016-06-09,1.352083,103.819836,2,Lorong 28 Geylang (Atrium Residences)
2016-06-09,1.352083,103.819836,2,Lorong 30 Geylang (Cosy 23)
2016-06-09,1.352083,103.819836,7,Lorong 30 Geylang (Guillemard Edge)
2016-06-09,1.312513,103.886321,3,Lorong 30 Geylang (Suites 28)
2016-06-09,1.352083,103.819836,4,Lorong 30 Geylang (The Midas)
2016-06-09,1.352083,103.819836,2,Lorong 30 Geylang (Viento)
2016-06-09,1.352083,103.819836,5,Lorong 32 Geylang (Casa Emerald)
2016-06-09,1.352083,103.819836,1,Lorong 32 Geylang (Centro Mansions)
2016-06-09,1.352083,103.819836,1,Lorong 32 Geylang (Leshan Gardens)
2016-06-09,1.352083,103.819836,2,Lorong 32 Geylang (NESS)
2016-06-09,1.352083,103.819836,5,Lorong 32 Geylang (Sunflower Residence)
2016-06-09,1.3403133,103.861398,1,Lorong 34 Geylang (Central Meadows)
2016-06-09,1.352083,103.819836,1,Lorong 34 Geylang (Geylang Heritage)
2016-06-09,1.4514857,103.8205527,1,Canberra Road (Blk 300)
2016-06-09,1.4514857,103.8205527,1,Canberra Road (Blk 303)
2016-06-09,1.4514857,103.8205527,1,Canberra Road (Blk 305)
2016-06-09,1.4514857,103.8205527,1,Canberra Road (Blk 310)
2016-06-09,1.4440624,103.8149914,2,Gambas Crescent
2016-06-09,1.4447097,103.8167888,13,Sembawang Crescent
2016-06-09,1.447329,103.8176644,1,Sembawang Close (Blk 320)
2016-06-09,1.447329,103.8176644,1,Sembawang Close (Blk 323)
2016-06-09,1.44678,103.816381,1,Sembawang Close (Blk 339A)
2016-06-09,1.4447498,103.8173961,1,Sembawang Crescent (Blk 325)
2016-06-09,1.4447097,103.8167888,2,Sembawang Crescent (Blk 327)
2016-06-09,1.4447097,103.8167888,2,Sembawang Crescent (Blk 328)
2016-06-09,1.443817,103.8211843,3,Sembawang Drive (Blk 314)
2016-06-09,1.4468507,103.8206956,1,Sembawang Vista (Blk 315)
2016-06-09,1.446359,103.8209623,1,Sembawang Vista (Blk 316)
2016-06-09,1.4471448,103.8207212,1,Sembawang Vista (Blk 317)
2016-06-09,1.4507412,103.8175455,1,Admiralty Drive (Blk 357A)
2016-06-09,1.4504073,103.8165404,1,Admiralty Drive (Blk 359)
2016-06-09,1.4507412,103.8175455,1,Admiralty Drive (Blk 360C)
2016-06-09,1.4504073,103.8165404,1,Admiralty Drive (Blk 467)
2016-06-09,1.4504073,103.8165404,3,Admiralty Drive (Blk 467A)
2016-06-09,1.4504073,103.8165404,1,Admiralty Drive (Blk 467B)
2016-06-09,1.4504073,103.8165404,2,Admiralty Drive (Blk 468B)
2016-06-09,1.4507861,103.8176185,1,Admiralty Drive (Blk 468D)
2016-06-09,1.4507412,103.8175455,2,Admiralty Drive (Blk 469)
2016-06-09,1.4507412,103.8175455,6,Admiralty Drive (Blk 469A)
2016-06-09,1.4504073,103.8165404,3,Admiralty Drive (Blk 469B)
2016-06-09,1.4533699,103.8160018,1,Admiralty Link (Blk 405)
2016-06-09,1.4544789,103.818324,1,Canberra Road (Blk 420)
2016-06-09,1.449071,103.818779,1,Sembawang Drive (Blk 406)
2016-06-09,1.451642,103.8150676,1,Sembawang Drive (Blk 470)
2016-06-09,1.4522363,103.8151565,1,Sembawang Drive (Blk 480)
2016-06-09,1.4527645,103.815155,1,Sembawang Drive (Blk 481)
2016-06-09,1.310998,103.8998673,5,Carpmael Road
2016-06-09,1.312497,103.8990885,1,Crane Road
2016-06-09,1.3104174,103.90176,4,Joo Chiat Road
2016-06-09,1.3120193,103.9049941,1,Koon Seng Road
2016-06-09,1.3111315,103.9003912,7,Onan Road
2016-06-09,1.3108803,103.9024943,8,Tembeling Road
2016-06-09,1.4512804,103.8098719,18,Woodlands Link
2016-06-09,1.4536496,103.8108382,3,Woodlands Terrace
2016-06-09,1.352083,103.819836,4,Hacienda Grove (The Hacienda)
2016-06-09,1.352083,103.819836,1,Jalan Tua Kong (Crescendo Park)
2016-06-09,1.3145096,103.9278121,5,Jalan Ulu Siglap
2016-06-09,1.315471,103.929478,1,Woo Mon Chew Road
2016-06-09,1.3491298,103.9310667,1,Tampines Avenue 8 (Blk 891)
2016-06-09,1.348862,103.92954,1,Tampines Avenue 8 (Blk 892A)
2016-06-09,1.3503718,103.9320276,2,Tampines Street 81 (Blk 887)
2016-06-09,1.3508704,103.9343843,1,Tampines Street 83 (Blk 837)
2016-06-09,1.3510301,103.9321182,1,Tampines Street 83 (Blk 886)
2016-06-09,1.3519738,103.9334779,1,Tampines Street 84 (Blk 882)
2016-06-09,1.351868,103.932798,4,Tampines Street 84 (Blk 883)
2016-06-09,1.3725353,103.831873,1,Jalan Chengam
2016-06-09,1.3738826,103.8315829,1,Jalan Tarum
2016-06-09,1.3759482,103.8304284,1,Sembawang Hills Drive
2016-06-09,1.3732959,103.8327755,1,Saint Nicholas View
2016-06-09,1.3777812,103.8315084,2,Thomson Terrace
2016-06-09,1.3765497,103.8326817,4,Thomson Walk
2016-06-09,1.3809947,103.7681222,1,Fajar Road (Blk 419)
2016-06-09,1.382844,103.770085,1,Fajar Road (Blk 438)
2016-06-09,1.3829766,103.7681654,1,Saujana Road (Blk 412)
2016-06-09,1.382353,103.768682,1,Saujana Road (Blk 413)
2016-06-09,1.3832917,103.7684507,2,Saujana Road (Blk 416)
2016-06-09,1.3117342,103.8756637,1,Geylang Road
2016-06-09,1.3152493,103.8877469,1,Lorong 33 Geylang
2016-06-09,1.3153728,103.8877633,1,Lorong 33 Geylang (Chen Fang Mansions)
2016-06-09,1.352083,103.819836,1,Lorong 37 Geylang (Blossom Mansions)
