Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Yishun,2015,12,1,21.8,17.2,20.6,21,—,—,—,—,—
Yishun,2015,12,2,0.2,0.2,0.2,0.2,—,—,—,—,—
Yishun,2015,12,3,0.2,0.2,0.2,0.2,—,—,—,—,—
Yishun,2015,12,4,7,5,7,7,—,—,—,—,—
Yishun,2015,12,5,39.4,26.2,33.8,39.4,—,—,—,—,—
Yishun,2015,12,6,9.6,7.6,7.6,9.4,—,—,—,—,—
Yishun,2015,12,7,0,0,0,0,—,—,—,—,—
Yishun,2015,12,8,31,15.4,17.6,17.8,—,—,—,—,—
Yishun,2015,12,9,3.8,2.2,2.2,3.2,—,—,—,—,—
Yishun,2015,12,10,37,30,32,33.8,—,—,—,—,—
Yishun,2015,12,11,2.2,1.2,1.6,2.2,—,—,—,—,—
Yishun,2015,12,12,6.6,2.4,3.8,4.6,—,—,—,—,—
Yishun,2015,12,13,10.6,2,3.6,5.8,—,—,—,—,—
Yishun,2015,12,14,1.4,0.4,0.6,1,—,—,—,—,—
Yishun,2015,12,15,0,0,0,0,—,—,—,—,—
Yishun,2015,12,16,1.6,1.6,1.6,1.6,—,—,—,—,—
Yishun,2015,12,17,0,0,0,0,—,—,—,—,—
Yishun,2015,12,18,2.6,1.6,1.6,1.8,—,—,—,—,—
Yishun,2015,12,19,0,0,0,0,—,—,—,—,—
Yishun,2015,12,20,0,0,0,0,—,—,—,—,—
Yishun,2015,12,21,0,0,0,0,—,—,—,—,—
Yishun,2015,12,22,0,0,0,0,—,—,—,—,—
Yishun,2015,12,23,7.8,3.8,4,4,—,—,—,—,—
Yishun,2015,12,24,58.4,32,35.6,56.4,—,—,—,—,—
Yishun,2015,12,25,0.2,0.2,0.2,0.2,—,—,—,—,—
Yishun,2015,12,26,0,0,0,0,—,—,—,—,—
Yishun,2015,12,27,0,0,0,0,—,—,—,—,—
Yishun,2015,12,28,1,1,1,1,—,—,—,—,—
Yishun,2015,12,29,24,7.6,9.6,9.6,—,—,—,—,—
Yishun,2015,12,30,0,0,0,0,—,—,—,—,—
Yishun,2015,12,31,1,0.4,0.4,0.4,—,—,—,—,—
