Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty West,2015,4,1,5.2,3.8,4.6,5,—,—,—,—,—
Admiralty West,2015,4,2,21.8,19.4,21.6,21.8,—,—,—,—,—
Admiralty West,2015,4,3,10.6,9.2,10.6,10.6,—,—,—,—,—
Admiralty West,2015,4,4,58.4,20.8,33.4,44.4,—,—,—,—,—
Admiralty West,2015,4,5,8.8,4.6,5.8,5.8,—,—,—,—,—
Admiralty West,2015,4,6,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2015,4,7,0.8,0.8,0.8,0.8,—,—,—,—,—
Admiralty West,2015,4,8,0,0,0,0,—,—,—,—,—
Admiralty West,2015,4,9,0,0,0,0,—,—,—,—,—
Admiralty West,2015,4,10,0,0,0,0,—,—,—,—,—
Admiralty West,2015,4,11,46.6,33.4,46.2,46.4,—,—,—,—,—
Admiralty West,2015,4,12,30.4,25,28.6,30.4,—,—,—,—,—
Admiralty West,2015,4,13,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2015,4,14,0,0,0,0,—,—,—,—,—
Admiralty West,2015,4,15,0,0,0,0,—,—,—,—,—
Admiralty West,2015,4,16,0,0,0,0,—,—,—,—,—
Admiralty West,2015,4,17,0,0,0,0,—,—,—,—,—
Admiralty West,2015,4,18,1,1,1,1,—,—,—,—,—
Admiralty West,2015,4,19,15.6,15.4,15.6,15.6,—,—,—,—,—
Admiralty West,2015,4,20,1.6,1.4,1.4,1.4,—,—,—,—,—
Admiralty West,2015,4,21,2.8,1.6,1.8,2.2,—,—,—,—,—
Admiralty West,2015,4,22,13,8,13,13,—,—,—,—,—
Admiralty West,2015,4,23,0,0,0,0,—,—,—,—,—
Admiralty West,2015,4,24,26,16.4,16.4,26,—,—,—,—,—
Admiralty West,2015,4,25,17.6,16.2,16.8,17.6,—,—,—,—,—
Admiralty West,2015,4,26,16.4,14.4,14.4,14.6,—,—,—,—,—
Admiralty West,2015,4,27,1.4,0.6,1,1.4,—,—,—,—,—
Admiralty West,2015,4,28,42.6,28.2,31.2,40.4,—,—,—,—,—
Admiralty West,2015,4,29,0,0,0,0,—,—,—,—,—
Admiralty West,2015,4,30,29.8,27,27,27,—,—,—,—,—
