Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty West,2016,6,1,0.8,0.6,0.6,0.6,—,—,—,—,—
Admiralty West,2016,6,2,6.4,4,4.4,6.2,—,—,—,—,—
Admiralty West,2016,6,3,13,4.8,8.4,12.6,—,—,—,—,—
Admiralty West,2016,6,4,0.6,0.2,0.2,0.4,—,—,—,—,—
Admiralty West,2016,6,5,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,6,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2016,6,7,2.8,2.8,2.8,2.8,—,—,—,—,—
Admiralty West,2016,6,8,15,7.2,10,13.2,—,—,—,—,—
Admiralty West,2016,6,9,5.4,3.8,4.8,4.8,—,—,—,—,—
Admiralty West,2016,6,10,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,11,8.6,4.2,5.2,6.2,—,—,—,—,—
Admiralty West,2016,6,12,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,13,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,14,5.2,5,5,5,—,—,—,—,—
Admiralty West,2016,6,15,7.2,6.6,7.2,7.2,—,—,—,—,—
Admiralty West,2016,6,16,18.2,9,10.2,10.2,—,—,—,—,—
Admiralty West,2016,6,17,9,6.4,7,7,—,—,—,—,—
Admiralty West,2016,6,18,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2016,6,19,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,20,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,21,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,22,2.8,1.6,1.6,1.8,—,—,—,—,—
Admiralty West,2016,6,23,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,24,34,13.8,20.2,27.2,—,—,—,—,—
Admiralty West,2016,6,25,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,26,1.4,1.4,1.4,1.4,—,—,—,—,—
Admiralty West,2016,6,27,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,28,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,29,0,0,0,0,—,—,—,—,—
Admiralty West,2016,6,30,0.2,0.2,0.2,0.2,—,—,—,—,—
