Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty West,2014,12,1,9.8,7.2,7.4,7.4,—,—,—,—,—
Admiralty West,2014,12,2,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,3,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,4,46,16.6,29.4,37.8,—,—,—,—,—
Admiralty West,2014,12,5,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,6,3,1.6,2.2,2.8,—,—,—,—,—
Admiralty West,2014,12,7,3,1.8,2,2,—,—,—,—,—
Admiralty West,2014,12,8,0.6,0.4,0.4,0.4,—,—,—,—,—
Admiralty West,2014,12,9,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,10,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,11,17,11,11.6,11.6,—,—,—,—,—
Admiralty West,2014,12,12,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,13,6,5.6,6,6,—,—,—,—,—
Admiralty West,2014,12,14,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2014,12,15,1.4,1.4,1.4,1.4,—,—,—,—,—
Admiralty West,2014,12,16,2,1,1.8,2,—,—,—,—,—
Admiralty West,2014,12,17,75,50.4,69.8,73.4,—,—,—,—,—
Admiralty West,2014,12,18,49.8,40.6,49.4,49.8,—,—,—,—,—
Admiralty West,2014,12,19,22.2,7,9.6,12.4,—,—,—,—,—
Admiralty West,2014,12,20,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,21,2.2,2.2,2.2,2.2,—,—,—,—,—
Admiralty West,2014,12,22,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,23,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,24,0.6,0.6,0.6,0.6,—,—,—,—,—
Admiralty West,2014,12,25,1.2,0.8,0.8,1,—,—,—,—,—
Admiralty West,2014,12,26,37.2,14.8,22.6,26.6,—,—,—,—,—
Admiralty West,2014,12,27,20.4,10.4,10.4,10.6,—,—,—,—,—
Admiralty West,2014,12,28,1.6,1.2,1.4,1.6,—,—,—,—,—
Admiralty West,2014,12,29,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2014,12,30,0,0,0,0,—,—,—,—,—
Admiralty West,2014,12,31,0,0,0,0,—,—,—,—,—
