Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Upper Peirce Reservoir,2016,5,1,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,2,26.8,19.8,24.8,26.8,—,—,—,—,—
Upper Peirce Reservoir,2016,5,3,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,4,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,5,22,22,22,22,—,—,—,—,—
Upper Peirce Reservoir,2016,5,6,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,7,2,1.8,2,2,—,—,—,—,—
Upper Peirce Reservoir,2016,5,8,0.6,0.6,0.6,0.6,—,—,—,—,—
Upper Peirce Reservoir,2016,5,9,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,10,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,11,44.4,29.2,38.8,43.8,—,—,—,—,—
Upper Peirce Reservoir,2016,5,12,6.8,3.6,3.6,3.6,—,—,—,—,—
Upper Peirce Reservoir,2016,5,13,3.8,3.8,3.8,3.8,—,—,—,—,—
Upper Peirce Reservoir,2016,5,14,4.4,3.4,4,4.2,—,—,—,—,—
Upper Peirce Reservoir,2016,5,15,6.6,3,5,6.6,—,—,—,—,—
Upper Peirce Reservoir,2016,5,16,1.6,0.8,1.2,1.4,—,—,—,—,—
Upper Peirce Reservoir,2016,5,17,3,2.6,3,3,—,—,—,—,—
Upper Peirce Reservoir,2016,5,18,20.4,18.8,18.8,19.6,—,—,—,—,—
Upper Peirce Reservoir,2016,5,19,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,20,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,21,2.2,1.8,2,2,—,—,—,—,—
Upper Peirce Reservoir,2016,5,22,24,12.6,17.2,21.6,—,—,—,—,—
Upper Peirce Reservoir,2016,5,23,0.2,0.2,0.2,0.2,—,—,—,—,—
Upper Peirce Reservoir,2016,5,24,6,5.4,6,6,—,—,—,—,—
Upper Peirce Reservoir,2016,5,25,1,0.8,1,1,—,—,—,—,—
Upper Peirce Reservoir,2016,5,26,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,27,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,28,49.8,22.8,35.2,36,—,—,—,—,—
Upper Peirce Reservoir,2016,5,29,0,0,0,0,—,—,—,—,—
Upper Peirce Reservoir,2016,5,30,1.4,1,1,1,—,—,—,—,—
Upper Peirce Reservoir,2016,5,31,0,0,0,0,—,—,—,—,—
