Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,LocationId
 2016-3-23,35,31,27,26,26,24,89,74,53,1012,1009,1008,10,9,8,16,6,NULL,0,6,NULL,19,39
 2016-3-24,34,30,27,26,25,24,94,73,56,1012,1011,1008,10,10,8,21,11,NULL,0,6,NULL,59,39
 2016-3-25,34,30,27,26,24,21,89,72,56,1015,1013,1011,10,10,7,23,10,NULL,0,6,Rain-Thunderstorm,48,39
 2016-3-26,33,30,28,25,23,22,79,68,52,1015,1013,1011,10,10,6,24,13,NULL,0,6,NULL,54,39
 2016-3-27,33,30,28,25,24,23,84,71,59,1014,1012,1010,10,10,10,32,18,NULL,0,6,NULL,38,39
 2016-3-28,34,30,27,25,24,22,89,68,52,1014,1012,1010,10,10,10,27,16,NULL,0,6,NULL,49,39
 2016-3-29,33,30,27,25,24,23,89,70,55,1015,1013,1010,10,9,5,29,16,NULL,0,6,NULL,47,39
 2016-3-30,34,30,27,24,24,23,84,69,52,1015,1012,1010,10,9,6,26,16,NULL,0,6,NULL,46,39
 2016-3-31,33,30,27,25,24,23,84,70,55,1013,1011,1008,10,9,6,24,18,NULL,0,6,NULL,43,39
 2016-4-1,34,30,27,25,24,23,89,70,52,1011,1009,1006,10,10,10,26,14,NULL,0,6,NULL,50,39
 2016-4-2,35,30,26,25,24,23,94,70,52,1012,1010,1008,10,9,5,26,13,NULL,0,6,NULL,49,39
 2016-4-3,34,30,27,26,26,24,94,77,56,1013,1010,1009,10,9,4,19,10,NULL,0,5,Rain-Thunderstorm,50,39
 2016-4-4,34,30,27,27,26,25,100,77,63,1012,1010,1006,10,9,6,21,10,NULL,0,6,NULL,64,39
 2016-4-5,33,30,28,26,26,24,89,77,63,1012,1009,1008,10,10,8,16,10,NULL,0,5,NULL,56,39
 2016-4-6,35,31,27,26,24,23,94,70,49,1012,1010,1008,10,10,8,19,11,NULL,0,6,NULL,62,39
 2016-4-7,35,31,27,25,24,23,89,69,49,1012,1010,1007,10,9,6,19,8,NULL,0,6,NULL,59,39
 2016-4-8,35,31,27,26,25,24,89,72,56,1011,1009,1007,10,9,6,21,11,NULL,0,6,NULL,64,39
 2016-4-9,35,30,26,26,25,24,94,83,53,1012,1010,1008,10,8,1,14,8,NULL,0,5,Rain-Thunderstorm,20,39
 2016-4-10,35,31,27,26,26,25,94,75,59,1012,1009,1007,10,9,4,21,11,NULL,0,6,Thunderstorm,63,39
 2016-4-11,33,30,28,26,26,23,89,74,59,1011,1009,1006,10,9,5,14,8,NULL,0,6,Rain-Thunderstorm,104,39
 2016-4-12,35,30,26,27,26,24,94,75,56,1011,1009,1006,10,8,1,24,8,NULL,0,5,Rain-Thunderstorm,300,39
 2016-4-13,35,31,28,26,25,24,84,69,53,1010,1008,1005,10,10,10,24,11,NULL,0,5,Thunderstorm,277,39
 2016-4-14,35,31,28,28,26,24,89,77,56,1011,1009,1007,10,9,3,16,10,NULL,0,6,Rain-Thunderstorm,159,39
 2016-4-15,32,29,27,26,25,24,89,78,66,1013,1010,1008,10,10,8,16,10,NULL,0,6,Rain-Thunderstorm,188,39
 2016-4-16,35,30,26,27,26,25,94,77,59,1010,1008,1006,10,9,1,16,5,NULL,0,6,Rain-Thunderstorm,97,39
 2016-4-17,36,32,28,26,25,23,84,71,50,1011,1009,1006,10,10,10,16,6,NULL,0,6,NULL,100,39
 2016-4-18,35,31,28,26,25,22,84,67,47,1011,1009,1006,10,10,9,14,5,NULL,0,6,NULL,83,39
 2016-4-19,36,32,28,26,26,24,89,69,50,1011,1009,1007,10,9,5,21,11,NULL,0,6,NULL,54,39
 2016-4-20,35,32,29,27,26,24,84,73,56,1011,1009,1008,10,10,8,19,6,NULL,0,6,Rain-Thunderstorm,72,39
 2016-4-21,36,32,28,25,24,23,84,66,47,1011,1009,1007,10,10,7,16,11,NULL,0,5,NULL,53,39
 2016-4-22,35,31,28,27,26,24,89,77,53,1010,1009,1007,10,9,4,26,6,NULL,0,6,Rain-Thunderstorm,81,39
 2016-4-23,33,30,28,26,25,24,84,73,62,1010,1008,1006,10,10,10,16,5,NULL,0,5,Thunderstorm,111,39
 2016-4-24,32,30,28,27,26,24,94,78,66,1010,1008,1005,10,10,9,14,5,NULL,0,5,Thunderstorm,191,39
 2016-4-25,33,29,26,26,25,23,89,75,62,1011,1008,1006,10,9,5,16,5,NULL,0,5,Rain-Thunderstorm,69,39
 2016-4-26,32,29,27,26,25,24,94,76,62,1011,1009,1007,10,10,5,14,8,NULL,0,6,Rain-Thunderstorm,182,39
 2016-4-27,33,30,27,27,26,24,89,78,63,1010,1008,1006,10,9,4,19,5,NULL,0,5,Rain-Thunderstorm,157,39
 2016-4-28,33,30,27,27,26,24,94,78,63,1010,1008,1007,10,10,8,16,5,NULL,0,6,Thunderstorm,109,39
 2016-4-29,33,29,25,26,25,22,94,82,63,1010,1009,1007,10,8,0,21,6,NULL,0,6,Rain-Thunderstorm,45,39
 2016-4-30,33,30,27,26,25,24,94,79,63,1011,1008,1007,10,8,3,13,5,NULL,0,5,Rain-Thunderstorm,342,39
 2016-5-1,34,30,27,26,24,22,94,72,55,1010,1009,1006,10,9,4,14,3,NULL,0,6,Thunderstorm,95,39
 2016-5-2,34,31,28,27,26,24,89,76,59,1011,1009,1007,10,10,10,13,3,NULL,0,5,Rain-Thunderstorm,83,39
 2016-5-3,36,32,28,26,25,20,89,70,39,1010,1009,1007,10,9,6,14,5,NULL,0,6,NULL,103,39
 2016-5-4,36,32,28,27,25,23,94,66,47,1010,1008,1005,10,10,10,14,6,NULL,0,6,NULL,68,39
 2016-5-5,35,31,28,26,25,24,89,70,53,1010,1008,1006,10,10,8,14,5,NULL,0,6,Rain-Thunderstorm,46,39
 2016-5-6,34,31,28,27,26,24,89,75,59,1010,1008,1006,10,10,10,16,5,NULL,0,6,Thunderstorm,46,39
 2016-5-7,34,31,28,26,26,24,89,75,59,1010,1008,1006,10,10,7,19,3,NULL,0,5,NULL,129,39
 2016-5-8,33,30,28,26,25,24,89,72,59,1011,1009,1007,10,10,7,14,5,NULL,0,6,NULL,184,39
 2016-5-9,34,31,28,26,25,24,89,73,56,1011,1009,1007,10,9,7,14,5,NULL,0,5,Rain-Thunderstorm,89,39
 2016-5-10,35,31,28,27,26,24,89,71,59,1009,1007,1005,10,10,10,14,5,NULL,0,6,NULL,70,39
 2016-5-11,34,30,26,27,26,24,94,82,59,1009,1007,1005,10,8,0,23,5,NULL,0,5,Rain-Thunderstorm,199,39
 2016-5-12,34,31,28,27,26,25,94,76,59,1009,1006,1004,10,10,9,21,6,NULL,0,5,Thunderstorm,174,39
 2016-5-13,32,29,26,26,25,24,89,78,62,1010,1008,1005,10,9,4,24,5,NULL,0,5,Rain-Thunderstorm,253,39
 2016-5-14,32,29,26,27,26,24,100,85,66,1011,1010,1008,10,9,2,16,3,NULL,0,6,Rain-Thunderstorm,125,39
 2016-5-15,33,30,27,27,26,24,89,82,59,1010,1008,1006,10,10,5,19,6,NULL,0,5,Rain-Thunderstorm,250,39
 2016-5-16,34,29,25,26,25,24,100,81,56,1010,1008,1005,10,9,0,19,5,NULL,0,5,Rain-Thunderstorm,318,39
 2016-5-17,33,30,27,26,26,24,94,77,66,1010,1008,1006,10,9,5,13,3,NULL,0,6,Rain-Thunderstorm,194,39
 2016-5-18,32,29,26,27,26,24,94,83,66,1010,1008,1007,10,9,1,13,6,NULL,0,6,Rain-Thunderstorm,338,39
 2016-5-19,33,30,27,27,26,25,94,80,66,1010,1008,1006,10,10,8,23,5,NULL,0,5,Rain-Thunderstorm,192,39
 2016-5-20,34,31,28,27,26,24,94,73,59,1009,1007,1005,10,10,10,11,3,NULL,0,6,NULL,299,39
 2016-5-21,32,28,25,26,25,23,94,76,66,1012,1009,1008,10,10,3,14,10,NULL,0,6,Rain-Thunderstorm,284,39
 2016-5-22,34,29,25,27,25,23,94,80,63,1013,1010,1008,10,9,6,37,8,50,0,6,Rain-Thunderstorm,116,39
 2016-5-23,34,30,26,27,25,24,94,76,56,1012,1009,1008,10,9,2,39,6,NULL,0,5,Rain-Thunderstorm,145,39
 2016-5-24,33,30,28,27,25,24,84,72,59,1012,1009,1007,10,10,8,16,10,NULL,0,6,Thunderstorm,216,39
 2016-5-25,34,31,29,27,26,24,84,74,63,1010,1008,1006,10,10,10,11,6,NULL,0,5,Thunderstorm,137,39
 2016-5-26,32,30,28,26,24,23,84,73,62,1012,1009,1007,10,10,10,23,11,NULL,0,6,NULL,212,39
 2016-5-27,33,31,29,27,26,24,84,74,62,1012,1010,1008,10,10,10,23,13,NULL,0,6,NULL,186,39
 2016-5-28,32,29,26,26,26,25,94,80,66,1012,1009,1007,10,9,1,14,6,35,0,6,Rain-Thunderstorm,168,39
 2016-5-29,34,31,28,26,25,23,84,71,56,1011,1009,1006,10,10,8,14,5,NULL,0,5,Rain-Thunderstorm,207,39
 2016-5-30,33,30,27,26,25,23,89,78,66,1011,1009,1008,10,10,8,14,6,NULL,0,5,Rain-Thunderstorm,148,39
 2016-5-31,34,30,27,26,23,21,84,67,52,1012,1010,1008,10,10,8,14,6,NULL,0,6,NULL,9,39
 2016-6-1,31,29,27,27,25,23,94,81,74,1012,1010,1008,10,9,6,19,5,NULL,0,5,Rain-Thunderstorm,40,39
 2016-6-2,33,30,27,26,24,23,89,76,59,1011,1009,1007,10,10,8,16,3,NULL,0,5,Rain-Thunderstorm,199,39
 2016-6-3,33,30,27,26,24,23,89,74,55,1011,1010,1008,10,10,8,14,5,NULL,0,5,Thunderstorm,113,39
 2016-6-4,28,27,27,25,24,22,89,82,70,1012,1011,1009,10,9,6,14,3,NULL,0,6,Rain-Thunderstorm,129,39
 2016-6-5,33,29,26,26,26,25,94,80,66,1012,1010,1008,10,10,9,13,5,NULL,0,6,Rain,182,39
 2016-6-6,33,30,28,26,24,22,89,71,59,1013,1011,1009,10,10,10,16,6,NULL,0,6,Thunderstorm,141,39
 2016-6-7,33,31,29,26,24,23,84,70,55,1012,1010,1008,10,10,10,14,6,NULL,0,6,Thunderstorm,140,39
 2016-6-8,31,28,25,26,24,23,89,81,66,1013,1011,1009,10,9,5,29,5,NULL,0,6,Rain-Thunderstorm,242,39
 2016-6-9,33,29,26,27,25,23,94,81,55,1012,1011,1009,10,9,3,16,3,NULL,0,5,Rain-Thunderstorm,262,39
 2016-6-10,32,29,27,26,25,23,89,78,66,1012,1011,1009,10,8,2,23,6,NULL,0,6,Rain-Thunderstorm,198,39
 2016-6-11,32,29,27,26,25,24,94,82,62,1012,1011,1009,10,9,5,23,10,NULL,0,6,Rain-Thunderstorm,187,39
 2016-6-12,32,29,27,26,24,23,84,73,62,1012,1011,1008,10,10,10,19,8,NULL,0,6,Thunderstorm,196,39
 2016-6-13,33,30,27,25,24,23,79,70,55,1012,1010,1008,10,10,10,14,6,NULL,0,6,Thunderstorm,251,39
 2016-6-14,32,30,28,25,24,23,84,73,62,1011,1009,1007,10,10,8,19,6,NULL,0,6,Rain-Thunderstorm,199,39
 2016-6-15,31,28,25,26,24,23,94,78,62,1012,1009,1006,10,8,1,23,10,NULL,0,5,Rain-Thunderstorm,234,39
 2016-6-16,31,29,27,26,24,24,84,77,66,1009,1008,1006,10,9,4,19,6,NULL,0,5,Rain-Thunderstorm,178,39
 2016-6-17,30,28,25,26,24,23,94,86,70,1010,1009,1007,10,8,3,21,8,NULL,0,5,Rain-Thunderstorm,284,39
 2016-6-18,31,28,26,26,24,23,89,80,66,1011,1009,1007,10,10,10,8,5,NULL,0,6,Rain,5,39
 2016-6-19,31,28,26,24,23,22,89,73,62,1012,1009,1007,10,10,10,13,3,NULL,0,6,Rain-Thunderstorm,12,39
 2016-6-20,33,29,26,24,23,22,83,66,55,1010,1008,1006,10,10,10,16,5,NULL,0,6,NULL,286,39
 2016-6-21,33,30,28,25,24,23,79,71,55,1010,1008,1007,10,10,9,13,5,NULL,0,5,Rain,199,39
 2016-6-22,32,29,26,25,24,23,94,84,66,1010,1009,1008,10,10,8,16,5,NULL,0,5,Rain-Thunderstorm,131,39
 2016-6-23,32,29,27,26,25,23,89,75,62,1010,1008,1006,10,10,10,14,8,NULL,0,6,Rain,171,39
 2016-6-24,29,26,23,25,23,22,100,86,70,1011,1010,1007,10,8,1,16,8,NULL,0,6,Rain-Thunderstorm,172,39
 2016-6-25,33,30,28,26,24,23,89,72,55,1011,1010,1008,10,10,10,16,8,NULL,0,6,NULL,190,39
 2016-6-26,31,29,28,26,25,24,84,76,66,1011,1010,1007,10,10,10,23,8,NULL,0,6,Rain-Thunderstorm,174,39
 2016-6-27,31,29,28,25,24,21,84,71,55,1010,1009,1007,10,10,10,19,11,NULL,0,6,NULL,199,39
 2016-6-28,35,31,28,25,23,20,84,64,41,1011,1009,1007,10,10,10,14,10,NULL,0,6,NULL,204,39
 2016-6-29,35,31,28,26,24,21,89,64,44,1011,1009,1008,10,10,10,16,6,NULL,0,6,NULL,188,39
 2016-6-30,34,31,29,26,25,23,84,70,52,1011,1009,1007,10,10,10,11,6,NULL,0,6,NULL,126,39
 2016-7-1,33,30,27,26,25,24,89,72,59,1011,1009,1007,10,10,10,13,6,NULL,0,6,Thunderstorm,129,39
 2016-7-2,33,30,28,27,26,24,89,74,59,1012,1010,1008,10,10,10,16,8,NULL,0,6,NULL,155,39
 2016-7-3,34,31,29,26,25,24,84,72,56,1012,1010,1008,10,10,10,13,8,NULL,0,6,NULL,144,39
 2016-7-4,34,31,29,26,25,23,84,69,55,1011,1009,1007,10,10,10,14,8,NULL,0,6,NULL,154,39
 2016-7-5,34,31,29,26,24,22,84,69,49,1010,1008,1006,10,10,10,19,10,NULL,0,4,NULL,164,39
 2016-7-6,33,30,27,26,24,21,84,72,55,1011,1009,1006,10,10,3,19,8,NULL,0,5,Rain-Thunderstorm,185,39
 2016-7-7,32,29,27,25,24,23,89,74,62,1010,1009,1006,10,10,3,29,10,NULL,0,6,Rain,181,39
 2016-7-8,31,28,25,26,24,22,94,76,58,1012,1009,1007,10,9,2,23,11,NULL,0,6,Rain-Thunderstorm,201,39
 2016-7-9,33,30,28,25,24,21,84,67,49,1010,1009,1007,10,10,10,19,11,NULL,0,6,NULL,170,39
 2016-7-10,33,30,28,25,24,23,84,70,55,1010,1009,1007,10,10,10,16,8,NULL,0,6,NULL,178,39
 2016-7-11,30,28,25,26,24,24,94,83,70,1011,1009,1007,10,9,1,24,8,NULL,0,5,Rain-Thunderstorm,225,39
 2016-7-12,33,30,28,26,25,24,89,73,59,1010,1008,1006,10,10,10,13,8,NULL,0,6,NULL,166,39
 2016-7-13,31,28,26,26,24,23,89,79,70,1010,1008,1006,10,9,4,23,8,NULL,0,6,Rain-Thunderstorm,189,39
 2016-7-14,29,27,26,26,24,23,89,84,74,1010,1008,1006,10,10,5,23,6,47,0,5,Rain-Thunderstorm,198,39
 2016-7-15,30,28,26,26,24,23,94,82,74,1011,1009,1007,10,9,3,16,5,NULL,0,6,Rain-Thunderstorm,286,39
 2016-7-16,33,29,26,25,24,23,94,72,55,1012,1010,1007,10,10,10,14,5,NULL,0,6,Rain-Thunderstorm,250,39
 2016-7-17,32,29,27,26,24,23,89,78,62,1012,1010,1008,10,9,2,13,5,NULL,0,5,Rain-Thunderstorm,287,39
 2016-7-18,32,29,26,26,25,23,94,82,62,1011,1009,1007,10,8,1,21,5,NULL,0,6,Rain-Thunderstorm,310,39
 2016-7-19,33,29,25,25,24,23,89,73,59,1010,1008,1006,10,10,10,14,10,NULL,0,6,NULL,280,39
 2016-7-20,30,27,24,26,24,23,100,85,70,1010,1009,1008,10,8,1,16,8,NULL,0,5,Rain-Thunderstorm,204,39
 2016-7-21,31,28,25,25,24,23,100,82,62,1010,1009,1007,10,9,3,24,5,NULL,0,6,Rain-Thunderstorm,194,39
 2016-7-22,28,27,25,25,24,23,94,89,84,1011,1010,1008,10,9,3,19,6,NULL,0,6,Rain-Thunderstorm,167,39
 2016-7-23,32,28,25,25,24,23,94,81,62,1011,1009,1007,10,10,6,21,8,NULL,0,5,Rain-Thunderstorm,152,39
 2016-7-24,31,28,26,26,24,23,89,82,66,1011,1009,1008,10,9,3,21,8,NULL,0,5,Rain-Thunderstorm,154,39
 2016-7-25,30,28,26,25,23,22,89,76,66,1011,1009,1008,10,10,10,16,6,NULL,0,6,Rain,152,39
 2016-7-26,30,27,24,25,24,21,89,85,74,1011,1010,1008,10,9,1,27,6,NULL,0,6,Rain-Thunderstorm,193,39
 2016-7-27,32,28,25,25,24,22,94,74,58,1010,1008,1006,10,10,10,16,5,NULL,0,6,NULL,178,39
 2016-7-28,31,29,27,25,24,22,89,78,66,1011,1009,1007,10,9,3,16,6,NULL,0,5,Rain-Thunderstorm,192,39
 2016-7-29,33,30,27,25,24,22,89,71,52,1011,1009,1007,10,10,9,21,8,NULL,0,6,NULL,197,39
 2016-7-30,31,29,28,25,24,24,84,74,66,1010,1009,1007,10,10,10,11,6,NULL,0,6,NULL,162,39
 2016-7-31,33,29,25,26,24,23,89,81,59,1011,1008,1007,10,9,1,27,6,NULL,0,5,Rain-Thunderstorm,131,39
 2016-8-1,32,29,26,25,24,22,94,79,62,1011,1009,1006,10,9,1,19,6,NULL,0,6,Rain-Thunderstorm,211,39
 2016-8-2,34,31,28,25,23,22,79,67,49,1010,1007,1004,10,10,10,19,11,NULL,0,6,NULL,207,39
 2016-8-3,31,27,23,26,23,21,94,78,58,1010,1008,1006,10,9,3,35,13,58,0,6,Rain,202,39
 2016-8-4,31,29,28,25,23,22,84,70,62,1011,1009,1007,10,10,10,19,13,NULL,0,6,NULL,199,39
 2016-8-5,33,30,28,25,24,23,84,70,55,1011,1009,1007,10,10,10,19,8,NULL,0,6,Rain,167,39
 2016-8-6,33,29,26,26,24,23,94,79,59,1011,1009,1008,10,9,2,19,6,NULL,0,6,Rain-Thunderstorm-Tornado,124,39
 2016-8-7,33,30,28,26,25,24,89,75,62,1011,1009,1008,10,10,10,21,8,NULL,0,6,NULL,173,39
 2016-8-8,34,31,28,26,24,20,89,68,46,1011,1009,1007,10,10,8,14,6,NULL,0,6,NULL,189,39
 2016-8-9,33,30,28,26,25,23,89,74,55,1012,1009,1006,10,10,8,19,8,NULL,0,6,NULL,195,39
 2016-8-10,33,31,29,26,24,24,79,68,59,1011,1009,1007,10,10,10,19,11,NULL,0,6,NULL,193,39
 2016-8-11,32,30,29,26,24,23,84,71,59,1012,1010,1008,10,10,10,24,10,NULL,0,5,Thunderstorm,201,39
 2016-8-12,32,29,27,26,24,22,89,73,58,1012,1010,1008,10,9,3,26,11,NULL,0,6,Rain,199,39
 2016-8-13,33,30,28,26,24,23,84,69,55,1011,1009,1006,10,10,8,19,8,NULL,0,6,Rain,214,39
 2016-8-14,33,30,27,24,23,22,79,69,52,1011,1008,1006,10,10,9,23,10,NULL,0,6,Rain,223,39
 2016-8-15,33,30,28,26,24,23,84,73,55,1011,1008,1006,10,10,10,21,13,NULL,0,6,NULL,184,39
 2016-8-16,32,30,28,26,24,23,84,71,62,1010,1008,1006,10,10,10,21,10,NULL,0,6,NULL,184,39
 2016-8-17,33,31,29,26,25,23,84,74,62,1010,1008,1006,10,10,6,21,11,NULL,0,5,Rain-Thunderstorm,153,39
 2016-8-18,33,31,29,26,25,23,84,71,55,1009,1007,1005,10,10,10,26,13,NULL,0,6,NULL,175,39
 2016-8-19,32,27,23,26,24,22,94,79,62,1009,1008,1006,10,9,1,23,11,NULL,0,5,Rain-Thunderstorm,195,39
 2016-8-20,33,30,27,26,24,23,89,73,55,1010,1008,1005,10,9,3,19,11,NULL,0,5,Rain-Thunderstorm,190,39
 2016-8-21,30,27,24,26,24,23,94,83,74,1010,1008,1007,10,9,3,16,8,35,0,6,Rain-Thunderstorm,181,39
 2016-8-22,33,30,28,26,24,23,89,71,55,1009,1008,1006,10,10,10,14,10,NULL,0,5,NULL,213,39
 2016-8-23,33,30,27,26,25,24,94,76,59,1008,1006,1004,10,9,1,21,6,NULL,0,5,Rain-Thunderstorm,215,39
 2016-8-24,31,28,26,26,24,24,94,78,66,1009,1007,1004,10,10,7,21,10,NULL,0,6,Rain,205,39
 2016-8-25,33,30,27,25,23,22,84,65,52,1009,1007,1006,10,10,10,23,13,NULL,0,6,NULL,205,39
 2016-8-26,33,30,28,24,23,20,79,61,46,1010,1009,1007,10,7,3,23,10,NULL,0,6,Rain,233,39
 2016-8-27,34,31,28,26,24,19,89,69,41,1012,1009,1007,10,8,5,19,6,NULL,0,6,Rain-Thunderstorm,217,39
 2016-8-28,33,30,28,25,24,23,84,71,55,1012,1010,1007,10,8,5,13,5,NULL,0,6,Thunderstorm,142,39
 2016-8-29,33,30,27,26,26,24,94,74,62,1010,1008,1006,10,9,5,14,8,NULL,0,6,NULL,133,39
 2016-8-30,30,28,26,26,24,23,94,84,70,1012,1010,1008,10,8,1,21,8,NULL,0,5,Rain-Thunderstorm,191,39
 2016-8-31,33,29,26,26,24,24,89,75,63,1012,1010,1008,10,10,10,23,5,NULL,0,6,Thunderstorm,192,39
 2016-9-1,32,28,25,25,24,22,89,81,62,1012,1011,1009,10,8,5,32,6,NULL,0,6,Rain-Thunderstorm,174,39
 2016-9-2,33,29,26,25,23,21,89,68,52,1012,1010,1007,10,10,10,16,6,NULL,0,6,NULL,206,39
 2016-9-3,34,30,27,25,24,22,84,67,52,1011,1009,1007,10,10,9,19,5,NULL,0,6,NULL,178,39
 2016-9-4,33,30,28,26,24,23,89,74,59,1012,1010,1008,10,9,7,16,5,NULL,0,5,Rain-Thunderstorm,22,39
 2016-9-5,32,29,27,25,24,24,84,73,62,1013,1011,1008,10,9,5,23,6,NULL,0,6,Rain-Thunderstorm,231,39
 2016-9-6,34,30,27,25,24,22,84,69,52,1013,1010,1008,10,9,6,16,10,NULL,0,6,Rain-Thunderstorm,222,39
 2016-9-7,29,27,24,26,24,23,94,82,70,1012,1011,1009,10,8,1,32,16,52,0,6,Rain-Thunderstorm,223,39
 2016-9-8,32,30,28,26,25,24,84,73,62,1013,1011,1009,10,10,10,19,11,NULL,0,6,NULL,189,39
 2016-9-9,33,29,26,26,24,22,89,76,55,1013,1011,1009,10,10,6,21,8,NULL,0,6,Rain-Thunderstorm,147,39
 2016-9-10,31,27,24,25,24,22,94,80,66,1012,1010,1007,10,9,2,32,8,52,0,6,Rain-Thunderstorm,197,39
 2016-9-11,32,29,26,26,24,21,89,73,62,1011,1008,1006,10,10,10,26,10,NULL,0,6,NULL,193,39
 2016-9-12,29,27,26,25,25,24,94,87,79,1011,1010,1008,10,8,1,23,6,NULL,0,5,Rain-Thunderstorm,295,39
 2016-9-13,32,29,26,26,24,23,94,72,59,1011,1009,1007,10,10,10,19,8,NULL,0,6,NULL,178,39
 2016-9-14,30,27,24,25,24,22,100,88,70,1012,1010,1007,10,8,0,21,10,NULL,0,5,Rain-Thunderstorm,171,39
 2016-9-15,33,29,26,26,24,22,94,72,55,1011,1009,1007,10,10,8,16,6,NULL,0,6,NULL,179,39
 2016-9-16,34,29,24,24,23,21,94,71,52,1011,1009,1005,10,9,3,23,13,47,0,6,Rain-Thunderstorm,230,39
 2016-9-17,33,29,26,25,23,22,84,67,55,1010,1009,1006,10,10,9,11,8,NULL,0,5,Rain-Thunderstorm,276,39
 2016-9-18,34,28,23,25,24,22,100,74,52,1010,1009,1006,10,9,1,19,10,NULL,0,6,Rain-Thunderstorm,249,39
 2016-9-19,32,29,26,25,24,24,94,77,62,1010,1008,1006,10,9,4,16,10,NULL,0,6,Rain-Thunderstorm,249,39
 2016-9-20,32,28,25,24,23,22,89,70,55,1011,1008,1005,10,10,10,23,13,NULL,0,6,Rain-Thunderstorm,268,39
 2016-9-21,34,30,26,25,23,21,89,70,49,1011,1009,1008,10,10,9,24,10,NULL,0,6,Rain-Thunderstorm,306,39
 2016-9-22,33,30,27,24,23,22,84,69,55,1011,1009,1007,10,10,9,14,6,NULL,0,6,NULL,305,39
 2016-9-23,33,30,27,25,23,21,79,65,49,1010,1008,1005,10,10,10,21,8,NULL,0,6,NULL,269,39
 2016-9-24,33,30,27,25,24,23,84,69,55,1010,1007,1004,10,10,10,16,6,NULL,0,6,NULL,201,39
 2016-1-1,30,28,26,26,24,22,94,80,66,1014,1012,1011,10,10,9,32,13,NULL,0,5,Rain,4,43
 2016-1-2,28,26,24,25,24,23,100,90,79,1015,1013,1011,10,8,1,26,11,45,0,5,Rain-Thunderstorm,37,43
 2016-1-3,27,26,25,25,24,23,100,89,83,1015,1013,1011,10,9,6,14,5,NULL,0,6,Rain,352,43
 2016-1-4,31,28,26,25,24,23,94,78,62,1015,1013,1010,10,9,4,21,11,NULL,0,5,Rain,37,43
 2016-1-5,32,29,26,25,24,22,94,76,55,1014,1012,1009,10,10,10,21,13,NULL,0,5,NULL,31,43
 2016-1-6,32,29,27,25,24,23,89,76,62,1014,1012,1010,10,10,10,24,13,NULL,0,6,NULL,36,43
 2016-1-7,33,29,26,25,23,22,89,70,52,1014,1012,1010,10,10,10,26,18,NULL,0,5,NULL,23,43
 2016-1-8,32,29,26,24,23,21,89,70,52,1013,1012,1010,10,10,10,24,14,NULL,0,5,NULL,26,43
 2016-1-9,33,30,27,25,23,20,89,70,46,1013,1011,1009,10,10,10,29,16,NULL,0,5,NULL,26,43
 2016-1-10,33,30,27,24,23,22,84,68,52,1013,1011,1009,10,10,10,23,13,NULL,0,6,NULL,31,43
 2016-1-11,32,29,27,24,23,21,84,72,52,1013,1011,1009,10,10,10,16,10,NULL,0,4,Rain,21,43
 2016-1-12,33,30,27,24,23,22,84,69,52,1012,1010,1007,10,10,10,26,16,NULL,0,5,NULL,21,43
 2016-1-13,33,30,27,24,23,22,84,69,52,1012,1010,1007,10,10,10,24,13,NULL,0,5,NULL,37,43
 2016-1-14,33,29,26,25,24,21,89,71,49,1012,1009,1007,10,10,10,23,13,NULL,0,5,Thunderstorm,32,43
 2016-1-15,32,29,26,25,24,22,94,80,55,1011,1009,1007,10,9,3,14,8,NULL,0,5,Rain-Thunderstorm,330,43
 2016-1-16,32,29,26,26,24,21,94,79,52,1011,1009,1007,10,9,7,16,3,NULL,0,5,Rain-Thunderstorm,349,43
 2016-1-17,31,27,24,26,25,23,94,88,66,1011,1009,1007,10,8,1,19,5,NULL,0,5,Rain-Thunderstorm,354,43
 2016-1-18,34,29,25,25,24,21,100,76,46,1011,1009,1006,10,9,6,16,5,NULL,0,5,Rain-Thunderstorm,87,43
 2016-1-19,31,29,27,25,24,23,89,76,62,1013,1010,1008,10,10,4,26,11,45,0,5,Rain,20,43
 2016-1-20,31,29,27,25,24,22,89,75,58,1013,1011,1009,10,10,10,21,6,NULL,0,5,Rain,7,43
 2016-1-21,31,29,27,24,23,21,84,72,58,1013,1011,1010,10,10,10,21,11,NULL,0,6,Rain,13,43
 2016-1-22,32,29,27,25,24,24,84,77,62,1013,1011,1009,10,10,7,23,10,NULL,0,5,Rain-Thunderstorm,5,43
 2016-1-23,33,30,27,25,24,22,84,73,52,1014,1012,1010,10,9,5,24,13,NULL,0,5,Rain,1,43
 2016-1-24,33,30,27,25,24,22,89,72,52,1014,1012,1010,10,10,7,37,19,NULL,0,5,Rain,16,43
 2016-1-25,31,28,26,25,24,23,89,78,62,1014,1012,1010,10,9,2,42,18,60,0,6,Rain,27,43
 2016-1-26,30,28,26,25,24,23,94,77,66,1013,1012,1009,10,10,8,29,14,NULL,0,5,Rain,27,43
