Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,LocationId
 2016-1-27,33,29,26,25,24,23,94,73,55,1013,1010,1008,10,10,10,24,13,NULL,0,5,NULL,35,43
 2016-1-28,33,29,26,25,24,23,94,75,55,1012,1010,1008,10,10,10,21,10,NULL,0,5,Rain,7,43
 2016-1-29,32,29,26,25,24,23,94,76,59,1013,1011,1009,10,10,8,27,11,NULL,0,5,Rain,5,43
 2016-1-30,33,30,27,25,23,21,89,70,49,1012,1010,1008,10,10,10,26,13,NULL,0,6,NULL,3,43
 2016-1-31,33,30,27,24,23,22,84,69,52,1012,1010,1007,10,10,10,26,13,NULL,0,6,Rain,356,43
 2016-2-1,33,29,26,24,22,20,89,65,46,1012,1010,1007,10,10,10,29,16,NULL,0,6,NULL,6,43
 2016-2-2,32,28,25,25,23,21,100,77,55,1012,1010,1008,10,9,3,26,11,NULL,0,5,Rain,3,43
 2016-2-3,32,29,26,24,23,21,89,69,52,1012,1010,1007,10,10,9,24,10,NULL,0,5,NULL,22,43
 2016-2-4,31,29,27,25,24,23,84,76,62,1011,1009,1007,10,10,5,19,10,NULL,0,4,Rain,358,43
 2016-2-5,31,28,26,26,25,24,94,82,66,1011,1008,1006,10,9,3,23,6,NULL,0,4,Rain,344,43
 2016-2-6,32,29,27,26,24,23,94,77,59,1011,1009,1007,10,10,8,32,18,NULL,0,5,Rain,20,43
 2016-2-7,29,27,25,25,24,23,100,85,70,1012,1010,1008,10,8,4,37,23,NULL,0,6,Rain,22,43
 2016-2-8,30,28,26,23,22,22,83,73,66,1012,1011,1009,10,9,6,34,23,NULL,0,6,NULL,13,43
 2016-2-9,29,27,26,23,22,22,79,74,66,1013,1011,1010,10,9,7,14,8,NULL,0,6,Rain,342,43
 2016-2-10,28,27,26,24,23,22,89,80,70,1012,1011,1009,10,9,6,23,11,NULL,0,6,Rain,358,43
 2016-2-11,30,28,26,25,24,23,94,79,66,1012,1010,1008,10,10,10,19,13,NULL,0,6,NULL,24,43
 2016-2-12,33,27,22,25,24,21,100,82,59,1012,1010,1007,10,9,1,26,11,45,0,5,Rain-Thunderstorm,33,43
 2016-2-13,32,29,26,26,24,23,100,77,59,1012,1010,1008,10,9,6,24,14,NULL,0,6,NULL,53,43
 2016-2-14,33,29,26,26,24,23,94,74,59,1012,1010,1009,10,9,7,24,11,NULL,0,5,Thunderstorm,51,43
 2016-2-15,32,29,27,25,24,23,89,74,59,1013,1011,1009,10,10,7,26,13,NULL,0,6,NULL,34,43
 2016-2-16,32,29,27,25,23,19,89,70,49,1014,1012,1010,10,10,10,37,23,NULL,0,5,NULL,21,43
 2016-2-17,32,29,26,22,21,17,78,63,40,1015,1013,1011,10,10,10,32,19,NULL,0,6,NULL,19,43
 2016-2-18,32,29,26,24,23,22,84,72,58,1014,1012,1010,10,10,7,26,11,NULL,0,5,Rain,8,43
 2016-2-19,28,26,24,24,24,24,100,95,79,1014,1012,1011,10,5,3,16,8,NULL,0,7,Rain,286,43
 2016-2-20,30,28,25,25,24,23,94,82,70,1015,1013,1011,10,9,6,24,10,NULL,0,6,Rain,3,43
 2016-2-21,32,28,25,24,23,22,83,72,55,1015,1013,1011,10,10,10,29,11,NULL,0,6,NULL,8,43
 2016-2-22,32,29,26,23,22,20,83,68,49,1016,1014,1011,10,10,9,24,14,NULL,0,6,NULL,12,43
 2016-2-23,32,29,26,24,23,23,89,73,59,1014,1012,1009,10,10,10,29,16,NULL,0,5,NULL,14,43
 2016-2-24,29,27,24,25,24,23,100,87,74,1014,1012,1011,10,8,4,24,10,NULL,0,5,Rain-Thunderstorm,360,43
 2016-2-25,31,28,26,23,22,20,83,67,52,1015,1013,1011,10,10,10,39,21,NULL,0,5,NULL,12,43
 2016-2-26,32,29,26,23,22,20,83,67,49,1014,1013,1011,10,10,10,32,21,NULL,0,4,NULL,18,43
 2016-2-27,33,29,26,24,23,21,89,68,52,1014,1012,1010,10,10,10,29,14,NULL,0,5,NULL,8,43
 2016-2-28,32,29,26,24,23,22,89,71,55,1015,1013,1011,10,10,10,34,19,NULL,0,5,NULL,19,43
 2016-2-29,32,29,27,24,23,21,84,69,52,1015,1013,1011,10,10,10,35,23,NULL,0,5,NULL,18,43
 2016-3-1,32,29,26,25,23,21,89,70,52,1014,1012,1009,10,10,10,32,16,NULL,0,5,NULL,17,43
 2016-3-2,32,29,26,24,23,21,83,69,52,1014,1012,1010,10,10,10,34,19,NULL,0,6,Rain,12,43
 2016-3-3,32,29,26,24,23,21,84,68,52,1015,1012,1010,10,10,10,35,23,NULL,0,5,NULL,17,43
 2016-3-4,32,29,27,24,23,21,84,72,58,1013,1011,1009,10,10,10,32,16,NULL,0,6,Rain,10,43
 2016-3-5,33,29,26,24,23,22,89,71,52,1013,1010,1008,10,10,10,26,16,NULL,0,5,NULL,24,43
 2016-3-6,33,30,27,25,23,21,89,71,49,1013,1010,1007,10,10,10,26,18,NULL,0,6,NULL,29,43
 2016-3-7,32,29,27,25,24,22,89,74,58,1013,1010,1008,10,10,9,24,14,NULL,0,6,Rain,25,43
 2016-3-8,31,28,26,26,24,24,89,81,66,1011,1009,1007,10,9,1,21,10,NULL,0,5,Rain-Thunderstorm,39,43
 2016-3-9,34,30,27,26,24,22,94,72,52,1012,1009,1007,10,10,10,21,13,NULL,0,6,NULL,42,43
 2016-3-10,34,30,27,25,24,22,89,76,49,1013,1011,1008,10,9,1,16,8,26,0,4,Rain,5,43
 2016-3-11,33,30,27,25,24,22,89,71,52,1013,1010,1008,10,10,8,26,13,NULL,0,6,NULL,22,43
 2016-3-12,33,30,27,24,23,21,84,67,52,1012,1011,1009,10,10,10,24,16,NULL,0,6,NULL,20,43
 2016-3-13,34,29,25,26,24,21,94,75,52,1013,1011,1010,10,10,6,26,11,NULL,0,4,Rain,22,43
 2016-3-14,33,30,27,26,24,23,89,73,55,1014,1011,1008,10,9,6,19,11,NULL,0,5,Rain,32,43
 2016-3-15,34,30,26,25,23,20,94,67,46,1012,1010,1007,10,10,10,26,13,NULL,0,6,NULL,18,43
 2016-3-16,34,30,26,23,22,19,83,64,41,1013,1011,1009,10,10,10,16,8,NULL,0,6,NULL,18,43
 2016-3-17,35,30,26,24,23,20,84,66,41,1012,1010,1008,10,10,10,26,11,NULL,0,6,NULL,16,43
 2016-3-18,34,30,26,24,22,21,84,66,46,1012,1010,1008,10,10,7,21,10,NULL,0,6,NULL,35,43
 2016-3-19,33,29,26,23,23,22,83,67,52,1011,1009,1007,10,10,10,23,14,NULL,0,6,NULL,36,43
 2016-3-20,32,29,27,25,24,23,84,72,62,1012,1009,1007,10,9,6,16,11,NULL,0,6,Rain,25,43
 2016-3-21,34,30,27,26,24,22,89,76,49,1011,1009,1006,10,8,3,19,10,NULL,0,5,Rain-Thunderstorm,44,43
 2016-3-22,33,30,27,25,24,22,89,75,58,1011,1009,1006,10,9,5,14,6,NULL,0,5,Rain-Thunderstorm,312,43
 2016-3-23,34,30,27,26,24,21,89,71,46,1012,1010,1008,10,9,5,21,6,NULL,0,6,NULL,4,43
 2016-3-24,33,30,27,25,23,22,89,69,55,1012,1011,1009,10,9,5,23,13,NULL,0,5,NULL,57,43
 2016-3-25,34,29,25,24,23,20,84,69,46,1015,1013,1011,10,9,6,26,8,NULL,0,6,Rain-Thunderstorm,16,43
 2016-3-26,33,30,27,24,22,19,79,64,43,1015,1013,1011,10,10,10,27,13,NULL,0,6,NULL,28,43
 2016-3-27,33,30,27,24,23,21,84,65,49,1014,1012,1010,10,10,8,35,18,NULL,0,6,NULL,19,43
 2016-3-28,34,30,27,24,22,18,84,62,38,1014,1012,1010,10,10,10,29,19,NULL,0,6,NULL,37,43
 2016-3-29,33,30,27,24,22,20,84,65,46,1015,1013,1010,10,9,5,32,18,NULL,0,5,NULL,23,43
 2016-3-30,33,30,27,24,22,19,84,63,43,1015,1013,1010,10,8,3,27,16,NULL,0,6,NULL,22,43
 2016-3-31,33,30,27,23,22,20,79,64,46,1013,1011,1009,10,9,6,24,16,NULL,0,5,NULL,21,43
 2016-4-1,34,30,27,24,22,20,84,63,44,1012,1009,1007,10,9,5,27,14,NULL,0,5,NULL,28,43
 2016-4-2,35,30,26,24,23,20,84,63,44,1012,1010,1008,10,9,4,26,14,NULL,0,6,NULL,40,43
 2016-4-3,34,30,26,25,24,22,94,74,49,1013,1010,1009,10,9,2,23,11,NULL,0,5,Rain-Thunderstorm,58,43
 2016-4-4,34,30,27,26,24,23,94,71,52,1012,1010,1006,10,9,6,24,10,NULL,0,6,NULL,55,43
 2016-4-5,33,30,28,25,24,23,84,72,55,1012,1010,1008,10,10,7,24,10,NULL,0,5,NULL,55,43
 2016-4-6,35,31,27,25,22,20,84,63,41,1012,1010,1008,10,10,8,23,10,NULL,0,6,NULL,43,43
 2016-4-7,35,30,26,24,22,19,84,62,39,1012,1010,1007,10,9,5,19,8,NULL,0,6,NULL,22,43
 2016-4-8,35,31,27,24,23,20,84,65,41,1012,1010,1007,10,9,5,21,10,NULL,0,6,NULL,19,43
 2016-4-9,33,29,26,26,24,23,100,77,55,1012,1010,1008,10,7,3,24,8,NULL,0,6,Rain-Thunderstorm,26,43
 2016-4-10,35,30,26,26,24,22,94,71,47,1012,1010,1007,10,9,5,23,10,NULL,0,6,Thunderstorm,32,43
 2016-4-11,35,31,28,26,24,23,84,70,52,1011,1009,1007,10,9,6,16,6,NULL,0,5,Rain-Thunderstorm,236,43
 2016-4-12,35,31,28,27,24,21,94,69,44,1011,1009,1006,10,8,3,14,5,NULL,0,5,Rain,252,43
 2016-4-13,36,32,28,26,24,22,84,65,47,1010,1008,1005,10,9,6,19,8,NULL,0,6,Thunderstorm,254,43
 2016-4-14,34,31,28,26,24,22,89,68,52,1011,1009,1007,10,8,4,26,6,NULL,0,5,Rain-Thunderstorm,227,43
 2016-4-15,32,29,26,25,24,22,89,75,55,1013,1011,1008,10,9,6,14,6,NULL,0,6,Rain-Thunderstorm,209,43
 2016-4-16,35,31,28,26,24,22,89,70,47,1011,1008,1006,10,9,4,19,6,NULL,0,4,Rain-Thunderstorm,32,43
 2016-4-17,35,31,27,26,24,22,89,68,49,1011,1009,1006,10,10,8,19,10,NULL,0,6,NULL,81,43
 2016-4-18,36,31,27,26,23,18,89,64,38,1011,1009,1006,10,10,8,19,6,NULL,0,6,NULL,72,43
 2016-4-19,35,31,28,25,23,21,84,65,44,1012,1010,1007,10,9,5,23,13,NULL,0,6,NULL,35,43
 2016-4-20,33,30,28,25,24,22,84,70,52,1012,1010,1008,10,10,8,21,6,NULL,0,5,Rain,17,43
 2016-4-21,35,31,28,25,23,21,84,63,44,1011,1009,1007,10,10,8,23,13,NULL,0,6,NULL,26,43
 2016-4-22,33,30,27,26,25,23,94,77,55,1011,1009,1007,10,9,3,29,8,NULL,0,5,Rain-Thunderstorm,88,43
 2016-4-23,33,30,28,26,25,23,89,77,55,1010,1009,1007,10,9,5,16,6,NULL,0,5,Rain-Thunderstorm,38,43
 2016-4-24,33,30,27,27,25,23,89,76,55,1010,1008,1005,10,8,3,14,5,NULL,0,5,Rain-Thunderstorm,180,43
 2016-4-25,33,29,25,26,24,22,94,78,62,1011,1009,1007,10,9,3,24,6,NULL,0,4,Rain-Thunderstorm,117,43
 2016-4-26,34,30,27,26,25,24,89,76,56,1011,1009,1007,10,9,3,11,5,NULL,0,5,Rain-Thunderstorm,209,43
 2016-4-27,34,30,27,26,24,23,94,76,52,1010,1008,1006,10,7,3,23,5,NULL,0,5,Rain-Thunderstorm,110,43
 2016-4-28,34,30,27,26,25,23,94,76,56,1010,1008,1007,10,9,5,21,5,NULL,0,5,Rain-Thunderstorm,55,43
 2016-4-29,35,30,26,26,25,22,94,79,53,1011,1009,1007,10,7,3,13,5,NULL,0,6,Rain-Thunderstorm,63,43
 2016-4-30,35,30,26,25,24,22,89,77,47,1011,1009,1007,10,7,3,26,6,NULL,0,5,Rain-Thunderstorm,318,43
 2016-5-1,34,30,27,25,24,22,89,68,49,1011,1009,1006,10,9,5,16,6,NULL,0,6,NULL,91,43
 2016-5-2,34,31,28,26,24,23,84,75,56,1011,1009,1008,10,10,8,21,5,NULL,0,5,Rain-Thunderstorm,51,43
 2016-5-3,35,31,27,26,24,22,94,69,47,1010,1009,1007,10,9,5,19,8,NULL,0,6,NULL,71,43
 2016-5-4,35,31,28,26,24,22,89,67,47,1010,1008,1005,10,10,10,19,10,NULL,0,6,NULL,63,43
 2016-5-5,34,31,28,26,24,23,89,73,52,1010,1008,1006,10,9,5,26,6,NULL,0,5,Rain-Thunderstorm,359,43
 2016-5-6,35,31,28,26,24,22,89,71,47,1010,1008,1006,10,10,8,19,6,NULL,0,5,Thunderstorm,331,43
 2016-5-7,35,31,27,26,25,24,94,72,53,1010,1007,1006,10,9,5,16,5,NULL,0,6,Rain-Thunderstorm,132,43
 2016-5-8,35,31,27,26,24,22,89,70,47,1011,1009,1007,10,9,6,14,6,NULL,0,5,NULL,257,43
 2016-5-9,35,31,27,25,24,23,84,71,49,1011,1009,1007,10,9,3,24,8,NULL,0,5,Rain-Thunderstorm,63,43
 2016-5-10,35,31,28,26,24,23,89,68,52,1009,1007,1005,10,10,8,19,10,NULL,0,5,NULL,64,43
 2016-5-11,35,30,26,26,25,22,94,79,47,1009,1007,1005,10,8,1,23,6,NULL,0,5,Rain-Thunderstorm,233,43
 2016-5-12,34,30,27,26,25,24,94,76,56,1009,1006,1004,10,9,6,23,6,NULL,0,5,Thunderstorm,199,43
 2016-5-13,31,28,25,26,24,24,94,80,66,1010,1008,1006,10,8,1,35,6,42,0,5,Rain-Thunderstorm,199,43
 2016-5-14,32,29,26,26,25,24,94,84,62,1011,1010,1008,10,9,4,21,6,NULL,0,5,Rain-Thunderstorm,257,43
 2016-5-15,34,30,26,27,25,23,94,82,52,1011,1008,1006,10,8,2,16,6,NULL,0,5,Rain-Thunderstorm,261,43
 2016-5-16,34,29,25,26,24,23,94,81,52,1010,1008,1005,10,8,1,29,5,NULL,0,5,Rain-Thunderstorm,277,43
 2016-5-17,33,30,27,26,26,24,94,79,63,1010,1008,1006,10,7,4,19,5,NULL,0,6,Thunderstorm,221,43
 2016-5-18,33,29,26,27,25,23,89,82,63,1010,1009,1007,10,9,5,13,6,NULL,0,6,Rain-Thunderstorm,262,43
 2016-5-19,34,30,26,26,25,24,94,78,59,1010,1008,1006,10,9,6,23,6,NULL,0,5,Rain-Thunderstorm,49,43
 2016-5-20,35,31,28,27,25,23,89,69,49,1009,1007,1005,10,10,10,11,5,NULL,0,6,Thunderstorm,266,43
 2016-5-21,32,29,26,26,24,23,89,75,66,1012,1010,1008,10,10,9,14,10,NULL,0,6,Rain-Thunderstorm,246,43
 2016-5-22,34,29,25,26,24,23,94,77,59,1013,1010,1008,10,9,6,29,8,27,0,6,Rain-Thunderstorm,22,43
 2016-5-23,35,30,26,25,24,23,89,71,49,1011,1010,1008,10,9,4,21,6,NULL,0,5,Rain-Thunderstorm,137,43
 2016-5-24,33,29,26,26,25,24,100,75,59,1012,1010,1007,10,9,2,21,10,NULL,0,5,Rain-Thunderstorm,213,43
 2016-5-25,33,30,28,26,26,24,89,74,59,1011,1008,1006,10,9,7,19,6,NULL,0,5,Rain-Thunderstorm,106,43
 2016-5-26,33,30,27,25,23,22,84,68,55,1012,1010,1007,10,10,8,23,10,NULL,0,6,Rain,210,43
 2016-5-27,34,31,28,26,25,23,89,69,52,1012,1010,1008,10,10,10,23,10,NULL,0,6,NULL,172,43
 2016-5-28,32,28,24,25,24,23,94,80,62,1012,1010,1007,10,8,2,16,6,NULL,0,5,Rain-Thunderstorm,148,43
 2016-5-29,35,31,27,26,24,22,94,69,49,1011,1009,1007,10,9,6,11,5,NULL,0,6,NULL,275,43
 2016-5-30,33,30,27,25,24,23,84,74,59,1011,1010,1008,10,9,6,19,8,NULL,0,5,Rain-Thunderstorm,166,43
 2016-5-31,34,30,27,25,23,21,79,66,52,1012,1010,1008,10,10,10,13,8,NULL,0,6,NULL,296,43
 2016-6-1,30,28,25,26,25,23,94,84,74,1012,1011,1008,10,7,1,21,6,NULL,0,5,Rain-Thunderstorm,12,43
 2016-6-2,33,28,24,25,24,23,94,82,62,1011,1009,1008,10,8,1,21,3,NULL,0,5,Rain-Thunderstorm,273,43
 2016-6-3,33,29,26,26,24,23,94,80,59,1012,1010,1008,10,8,3,13,3,NULL,0,5,Rain-Thunderstorm,60,43
 2016-6-4,28,27,26,25,24,23,89,83,74,1013,1011,1010,10,8,5,11,3,NULL,0,6,Rain,77,43
 2016-6-5,33,29,26,26,25,24,94,78,59,1012,1010,1008,10,9,7,13,5,NULL,0,6,Rain,187,43
 2016-6-6,34,31,28,26,24,23,89,71,52,1013,1011,1009,10,10,7,16,5,NULL,0,5,Thunderstorm,118,43
 2016-6-7,33,30,28,26,24,22,89,71,52,1013,1010,1008,10,10,9,19,6,NULL,0,5,Thunderstorm,154,43
 2016-6-8,31,27,23,26,24,22,94,83,70,1013,1011,1009,10,7,1,24,6,NULL,0,6,Rain-Thunderstorm,241,43
 2016-6-9,33,29,26,26,25,23,94,79,55,1013,1011,1009,10,8,3,14,6,NULL,0,5,Rain-Thunderstorm,181,43
 2016-6-10,32,29,27,26,24,23,89,75,59,1012,1011,1009,10,9,5,19,5,NULL,0,5,Rain-Thunderstorm,193,43
 2016-6-11,33,30,27,26,25,24,89,82,59,1012,1011,1009,10,9,3,16,6,NULL,0,5,Rain-Thunderstorm,182,43
 2016-6-12,34,30,26,25,24,23,89,73,52,1012,1010,1008,10,10,8,16,5,NULL,0,5,Thunderstorm,178,43
 2016-6-13,33,29,26,25,24,23,89,72,55,1012,1010,1008,10,10,10,13,5,NULL,0,5,Thunderstorm,243,43
 2016-6-14,33,29,26,26,25,24,94,79,63,1011,1009,1007,10,9,4,16,5,NULL,0,5,Rain-Thunderstorm,240,43
 2016-6-15,32,28,25,26,25,24,94,83,62,1011,1009,1006,10,9,3,19,6,NULL,0,5,Rain-Thunderstorm,252,43
 2016-6-16,31,28,26,25,24,24,94,79,70,1009,1008,1006,10,9,5,16,6,NULL,0,5,Rain-Thunderstorm,216,43
 2016-6-17,30,28,25,26,24,23,94,88,70,1011,1009,1007,10,7,3,19,6,NULL,0,5,Rain-Thunderstorm,235,43
 2016-6-18,30,28,25,25,24,23,89,79,70,1011,1010,1007,10,10,10,10,5,NULL,0,6,Rain,321,43
 2016-6-19,30,28,26,24,23,22,89,74,62,1012,1009,1007,10,10,8,11,5,NULL,0,6,Rain-Thunderstorm,312,43
 2016-6-20,33,29,26,24,23,21,89,68,52,1009,1008,1006,10,9,6,14,6,NULL,0,5,NULL,243,43
 2016-6-21,33,30,27,25,24,23,89,73,55,1010,1008,1007,10,10,8,11,3,NULL,0,5,Rain-Thunderstorm,277,43
 2016-6-22,31,28,25,26,24,22,94,82,62,1011,1009,1008,10,9,5,16,6,NULL,0,5,Rain-Thunderstorm,54,43
 2016-6-23,33,29,26,26,24,23,94,72,55,1010,1008,1006,10,10,8,19,6,NULL,0,6,NULL,156,43
 2016-6-24,30,27,23,25,23,22,100,82,62,1011,1010,1008,10,8,3,13,8,NULL,0,6,Rain-Thunderstorm,175,43
 2016-6-25,35,31,27,25,24,22,89,69,47,1011,1010,1008,10,10,10,19,8,NULL,0,6,NULL,171,43
 2016-6-26,32,29,27,26,25,24,94,77,62,1011,1009,1007,10,10,7,19,6,NULL,0,5,Rain-Thunderstorm,120,43
 2016-6-27,32,30,28,25,23,22,79,68,55,1010,1009,1007,10,10,10,16,8,NULL,0,6,Rain,190,43
 2016-6-28,35,31,27,25,22,19,89,59,39,1011,1009,1007,10,10,10,14,6,NULL,0,6,NULL,211,43
 2016-6-29,35,31,28,26,23,19,89,61,39,1011,1009,1008,10,10,10,14,6,NULL,0,6,NULL,192,43
 2016-6-30,34,31,28,26,25,22,84,69,49,1011,1009,1007,10,10,6,14,8,NULL,0,5,Rain,90,43
 2016-7-1,33,30,27,26,25,23,94,72,55,1011,1009,1007,10,9,6,14,10,NULL,0,4,Rain-Thunderstorm,83,43
 2016-7-2,34,31,28,26,24,23,84,68,52,1012,1010,1008,10,10,10,14,10,NULL,0,5,NULL,125,43
 2016-7-3,35,32,29,25,24,22,79,67,47,1012,1010,1008,10,10,10,14,10,NULL,0,6,NULL,120,43
 2016-7-4,35,31,28,25,24,22,84,64,47,1011,1009,1007,10,10,10,14,8,NULL,0,6,NULL,125,43
 2016-7-5,35,31,28,25,23,20,84,63,44,1010,1008,1007,10,10,10,19,10,NULL,0,4,NULL,143,43
 2016-7-6,34,30,27,26,24,22,84,70,49,1010,1009,1006,10,10,7,16,6,NULL,0,5,Rain-Thunderstorm,180,43
 2016-7-7,34,30,27,25,24,23,89,67,52,1010,1008,1007,10,10,8,24,10,NULL,0,6,Rain,164,43
 2016-7-8,32,28,25,25,23,21,89,73,52,1012,1010,1007,10,9,4,14,6,34,0,5,Rain-Thunderstorm,194,43
 2016-7-9,35,31,27,25,23,20,89,64,44,1010,1009,1007,10,10,10,21,10,NULL,0,6,NULL,147,43
 2016-7-10,35,31,27,25,24,21,89,69,44,1010,1008,1007,10,10,10,21,6,NULL,0,6,NULL,148,43
 2016-7-11,32,28,25,26,24,24,94,79,62,1011,1009,1007,10,8,3,19,8,NULL,0,5,Rain-Thunderstorm,225,43
 2016-7-12,34,30,27,26,24,23,89,68,52,1010,1008,1006,10,10,8,16,6,NULL,0,6,NULL,147,43
 2016-7-13,31,28,25,26,24,23,94,81,70,1010,1008,1006,10,9,2,19,5,34,0,5,Rain-Thunderstorm,221,43
 2016-7-14,30,28,25,26,25,23,89,86,74,1010,1008,1006,10,9,5,11,5,39,0,5,Rain-Thunderstorm,217,43
 2016-7-15,32,28,24,26,24,24,100,85,62,1011,1009,1008,10,8,3,23,6,NULL,0,5,Rain-Thunderstorm,238,43
 2016-7-16,34,29,25,25,24,22,94,72,52,1011,1010,1007,10,9,7,16,3,NULL,0,6,NULL,255,43
 2016-7-17,34,30,26,25,24,22,89,77,55,1012,1010,1008,10,9,4,19,5,NULL,0,5,Rain-Thunderstorm,243,43
 2016-7-18,34,30,26,26,24,24,94,83,56,1011,1009,1007,10,9,6,19,5,NULL,0,6,Rain-Thunderstorm,234,43
 2016-7-19,33,28,24,25,24,23,94,73,59,1010,1008,1006,10,10,10,14,10,NULL,0,6,NULL,246,43
 2016-7-20,31,27,23,25,24,22,100,84,70,1010,1009,1008,10,9,3,21,8,NULL,0,6,Rain-Thunderstorm,239,43
 2016-7-21,31,28,25,25,24,23,94,79,62,1010,1009,1008,10,9,5,19,5,NULL,0,5,Rain-Thunderstorm,167,43
 2016-7-22,28,27,25,25,24,23,94,85,74,1011,1010,1008,10,9,6,14,5,NULL,0,5,Rain-Thunderstorm,158,43
 2016-7-23,32,28,25,25,24,22,94,82,58,1011,1009,1007,10,9,3,21,5,NULL,0,5,Rain-Thunderstorm,81,43
 2016-7-24,30,28,26,25,24,23,94,82,70,1011,1009,1008,10,9,4,14,5,NULL,0,5,Rain-Thunderstorm,231,43
 2016-7-25,30,28,25,25,23,22,89,76,66,1011,1009,1008,10,10,10,14,5,NULL,0,6,Rain,183,43
 2016-7-26,30,26,22,25,24,22,100,85,70,1012,1010,1008,10,9,1,23,5,40,0,5,Rain-Thunderstorm,222,43
 2016-7-27,33,29,25,25,23,22,94,70,55,1011,1009,1006,10,10,8,14,6,NULL,0,6,NULL,165,43
 2016-7-28,31,28,25,25,24,22,94,80,62,1012,1010,1007,10,8,1,21,5,NULL,0,5,Rain-Thunderstorm,231,43
 2016-7-29,34,30,26,25,23,20,89,66,44,1011,1009,1007,10,9,8,19,6,NULL,0,6,NULL,201,43
 2016-7-30,32,29,27,25,24,22,89,72,55,1010,1009,1007,10,9,8,14,6,NULL,0,6,NULL,142,43
 2016-7-31,33,29,25,25,24,22,94,80,52,1011,1008,1007,10,9,3,23,6,NULL,0,5,Rain-Thunderstorm,90,43
 2016-8-1,32,29,26,25,23,22,89,73,55,1010,1008,1006,10,9,5,14,6,NULL,0,5,Thunderstorm,239,43
 2016-8-2,34,30,27,24,22,20,84,62,44,1010,1007,1005,10,10,10,19,10,NULL,0,6,NULL,204,43
 2016-8-3,32,27,23,25,22,20,88,72,55,1010,1008,1006,10,9,3,27,14,50,0,5,Rain,203,43
 2016-8-4,33,30,28,24,23,21,79,64,49,1011,1009,1007,10,10,10,19,11,NULL,0,6,NULL,191,43
 2016-8-5,34,30,27,25,23,22,84,65,49,1011,1009,1007,10,10,10,16,10,NULL,0,6,Rain,156,43
 2016-8-6,33,29,25,25,24,22,94,75,52,1011,1009,1007,10,9,7,19,8,NULL,0,5,Rain-Thunderstorm,124,43
 2016-8-7,34,31,28,26,24,22,84,69,52,1011,1009,1007,10,10,10,19,6,NULL,0,6,NULL,183,43
 2016-8-8,34,31,28,25,23,20,84,64,49,1011,1009,1008,10,10,8,13,6,NULL,0,6,NULL,208,43
 2016-8-9,34,30,27,26,23,21,94,66,46,1012,1009,1006,10,9,6,14,6,NULL,0,6,NULL,214,43
 2016-8-10,35,31,28,25,23,22,84,61,47,1012,1009,1007,10,10,10,19,8,NULL,0,6,NULL,205,43
 2016-8-11,32,29,26,26,24,22,94,74,55,1012,1010,1008,10,10,3,23,8,NULL,0,5,Rain-Thunderstorm,223,43
 2016-8-12,33,29,26,26,23,22,94,69,55,1011,1010,1008,10,9,4,29,10,NULL,0,5,Rain,186,43
 2016-8-13,34,30,27,26,24,22,89,69,52,1011,1009,1007,10,9,5,14,6,NULL,0,6,Rain,229,43
 2016-8-14,34,30,27,23,22,21,74,63,46,1011,1008,1006,10,10,10,21,10,NULL,0,6,NULL,215,43
 2016-8-15,35,31,28,25,23,21,79,64,44,1011,1008,1006,10,10,10,19,10,NULL,0,6,NULL,191,43
 2016-8-16,34,30,27,25,23,22,79,64,52,1010,1008,1006,10,10,10,23,10,NULL,0,6,NULL,182,43
 2016-8-17,34,30,26,26,24,22,89,76,49,1010,1008,1006,10,9,6,23,11,NULL,0,5,Rain-Thunderstorm,106,43
 2016-8-18,34,31,28,26,24,22,84,65,49,1009,1007,1005,10,10,10,26,11,NULL,0,6,NULL,160,43
 2016-8-19,33,28,23,25,23,21,94,77,55,1009,1008,1006,10,8,2,21,11,NULL,0,5,Rain-Thunderstorm,179,43
 2016-8-20,34,30,26,26,24,22,94,67,49,1010,1007,1005,10,9,3,19,11,NULL,0,5,Rain-Thunderstorm,182,43
 2016-8-21,32,28,24,26,24,22,94,77,62,1010,1008,1007,10,9,3,24,10,NULL,0,5,Rain-Thunderstorm,179,43
 2016-8-22,33,30,28,25,24,22,84,69,55,1009,1008,1006,10,10,10,16,6,NULL,0,5,NULL,223,43
 2016-8-23,33,30,27,25,24,22,89,69,55,1008,1006,1004,10,9,6,23,6,NULL,0,6,Thunderstorm,245,43
 2016-8-24,32,28,25,24,24,23,94,75,59,1009,1007,1004,10,9,5,19,10,NULL,0,6,Rain,207,43
 2016-8-25,34,30,27,25,22,21,79,61,46,1009,1007,1006,10,10,10,16,11,NULL,0,6,NULL,198,43
 2016-8-26,34,31,28,23,22,19,74,60,41,1010,1009,1007,10,5,2,19,10,NULL,0,6,NULL,238,43
 2016-8-27,34,31,28,24,22,19,79,61,43,1012,1009,1007,10,6,4,14,6,NULL,0,6,Rain-Thunderstorm,239,43
