Year,WW,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,LocationId
2016,18,10.57142857,8.2,9.8,10.45714286,NULL,NULL,NULL,NULL,NULL,30
2016,19,7.257142857,6.228571429,6.971428571,7.257142857,NULL,NULL,NULL,NULL,NULL,30
2016,20,8.571428571,5.8,7.257142857,8,NULL,NULL,NULL,NULL,NULL,30
2016,21,4.828571429,3.857142857,4.285714286,4.657142857,NULL,NULL,NULL,NULL,NULL,30
2016,22,11.57142857,5.971428571,8.514285714,9.257142857,NULL,NULL,NULL,NULL,NULL,30
2016,23,3.142857143,2.2,2.8,2.914285714,NULL,NULL,NULL,NULL,NULL,30
2016,24,7.971428571,5.371428571,7.371428571,7.771428571,NULL,NULL,NULL,NULL,NULL,30
2016,25,6.657142857,2.2,3.542857143,5.314285714,NULL,NULL,NULL,NULL,NULL,30
2016,26,6.828571429,3.885714286,4.6,5.8,NULL,NULL,NULL,NULL,NULL,30
2016,27,0.171428571,0.114285714,0.114285714,0.114285714,NULL,NULL,NULL,NULL,NULL,30
2016,28,1.771428571,1.028571429,1.371428571,1.628571429,NULL,NULL,NULL,NULL,NULL,30
2016,29,8.914285714,7,8.457142857,8.714285714,NULL,NULL,NULL,NULL,NULL,30
2016,30,15.65714286,8.428571429,10.34285714,12.4,NULL,NULL,NULL,NULL,NULL,30
2016,31,8.685714286,7.114285714,7.828571429,8.085714286,NULL,NULL,NULL,NULL,NULL,30
2016,32,2.6,2.171428571,2.542857143,2.571428571,NULL,NULL,NULL,NULL,NULL,30
2016,33,2.857142857,2.6,2.857142857,2.857142857,NULL,NULL,NULL,NULL,NULL,30
2016,34,4.685714286,2.514285714,4.342857143,4.514285714,NULL,NULL,NULL,NULL,NULL,30
2016,35,5.771428571,4.028571429,4.857142857,5.4,NULL,NULL,NULL,NULL,NULL,30
2016,36,3.85,3.4,3.65,3.65,NULL,NULL,NULL,NULL,NULL,30
2016,1,15.4,NULL,NULL,NULL,26.3,28.75,23.8,8.45,39.8,33
2016,2,0.071428571,NULL,NULL,NULL,28.17142857,31.92857143,24.92857143,12.7,33.64285714,33
2016,3,7.242857143,NULL,NULL,NULL,28.2,32.71428571,25.4,10.07142857,35.22,33
2016,4,5.5,NULL,NULL,NULL,27.72857143,32.2,24.7,7.471428571,28.08333333,33
2016,5,3.571428571,NULL,NULL,NULL,28.05714286,32.14285714,24.9,11.27142857,40.8,33
2016,6,3.857142857,NULL,NULL,NULL,28.02857143,32.28571429,24.55714286,11.24285714,34.97142857,33
2016,7,8.157142857,NULL,NULL,NULL,27.17142857,30.2,24.71428571,9.814285714,26.43333333,33
2016,8,13.47142857,NULL,NULL,NULL,27.35714286,31.4,24.21428571,11.45714286,47.5,33
2016,9,0.585714286,NULL,NULL,NULL,27.61428571,31.87142857,24.24285714,12.6,37,33
2016,10,0,NULL,NULL,NULL,28.47142857,32.5,25.54285714,14.64285714,42.85,33
2016,11,4.557142857,NULL,NULL,NULL,28.52857143,33.02857143,25.72857143,11.97142857,33.32857143,33
2016,12,1.757142857,NULL,NULL,NULL,28.66666667,33.62857143,24.8,11.5,32.04285714,33
2016,13,12.67142857,NULL,NULL,NULL,28.51428571,33.1,25,9.4,30.71428571,33
2016,14,0,NULL,NULL,NULL,29.25714286,33.61428571,25.77142857,14.75714286,36.22857143,33
2016,15,6.071428571,NULL,NULL,NULL,28.82857143,33.85714286,24.64285714,5.128571429,19.11666667,33
2016,16,2.3,NULL,NULL,NULL,28.85,34.01428571,25.4,9.157142857,29.04285714,33
2016,17,4.814285714,NULL,NULL,NULL,29.41428571,34.35714286,25.47142857,9.785714286,34.35714286,33
2016,18,13.97142857,NULL,NULL,NULL,27.73333333,33.22857143,24.5,3.842857143,24.08571429,33
2016,19,1.557142857,NULL,NULL,NULL,28.68333333,34.35714286,24.71428571,8.285714286,39.18571429,33
2016,20,14.87142857,NULL,NULL,NULL,28.38571429,33.37142857,24.68571429,5.457142857,23.76,33
2016,21,6.585714286,NULL,NULL,NULL,28,33.05714286,24.82857143,7.342857143,33.05714286,33
2016,22,10.42857143,NULL,NULL,NULL,28.64285714,33.35714286,24.5,7.4,34.85714286,33
2016,23,6.614285714,NULL,NULL,NULL,27.37142857,32.08571429,24.37142857,6.071428571,30.95714286,33
2016,24,13.35714286,NULL,NULL,NULL,27.57142857,32.24285714,23.97142857,6.685714286,32.8,33
2016,25,13.24285714,NULL,NULL,NULL,26.92857143,31.32857143,23.87142857,7.5,33.57142857,33
2016,26,5.057142857,NULL,NULL,NULL,27.4,31.7,23.97142857,7.057142857,31.15714286,33
2016,27,0.128571429,NULL,NULL,NULL,29.21428571,33.32857143,25.21428571,7.414285714,29.63333333,33
2016,28,1.671428571,NULL,NULL,NULL,29.2,33.38571429,24.98571429,8.957142857,32.75714286,33
2016,29,7.342857143,NULL,NULL,NULL,27.44285714,32.04285714,24.18571429,7.771428571,42.72857143,33
2016,30,8.885714286,NULL,NULL,NULL,26.72,31.34285714,23.34285714,7.214285714,33,33
2016,31,10.95714286,NULL,NULL,NULL,27.01428571,31.24285714,23.38571429,6.371428571,31.75714286,33
2016,32,0.714285714,NULL,NULL,NULL,27.97142857,32.25714286,24.22857143,9,37.98333333,33
2016,33,1.442857143,NULL,NULL,NULL,28.34285714,32.88571429,24.78571429,6.485714286,25.92857143,33
2016,34,5.014285714,NULL,NULL,NULL,28.8,33.34285714,24.12857143,9.8,37.02857143,33
2016,35,11.7,NULL,NULL,NULL,28.41428571,32.57142857,24.61428571,7.6,37.06666667,33
2016,36,0.875,NULL,NULL,NULL,27.875,32.325,24.2,7.025,NULL,33
2016,1,9.9,5.6,8.1,8.4,NULL,NULL,NULL,NULL,NULL,34
2016,2,1.8,1.085714286,1.228571429,1.314285714,NULL,NULL,NULL,NULL,NULL,34
2016,3,1.628571429,1.428571429,1.6,1.628571429,NULL,NULL,NULL,NULL,NULL,34
2016,4,5,3.466666667,4.166666667,4.333333333,NULL,NULL,NULL,NULL,NULL,34
2016,5,0.766666667,0.4,0.4,0.566666667,NULL,NULL,NULL,NULL,NULL,34
2016,6,3.428571429,2.057142857,2.4,2.457142857,NULL,NULL,NULL,NULL,NULL,34
2016,7,5.628571429,3.114285714,3.771428571,4,NULL,NULL,NULL,NULL,NULL,34
2016,8,11.91428571,3.885714286,4.428571429,5.485714286,NULL,NULL,NULL,NULL,NULL,34
2016,9,4.314285714,1.828571429,2.257142857,2.942857143,NULL,NULL,NULL,NULL,NULL,34
2016,10,0.057142857,0.028571429,0.028571429,0.028571429,NULL,NULL,NULL,NULL,NULL,34
2016,11,1.714285714,0.857142857,1.228571429,1.257142857,NULL,NULL,NULL,NULL,NULL,34
2016,12,2.285714286,2,2.085714286,2.2,NULL,NULL,NULL,NULL,NULL,34
2016,13,1.514285714,1.314285714,1.485714286,1.485714286,NULL,NULL,NULL,NULL,NULL,34
2016,14,0.342857143,0.342857143,0.342857143,0.342857143,NULL,NULL,NULL,NULL,NULL,34
2016,15,6.514285714,4.885714286,6.371428571,6.485714286,NULL,NULL,NULL,NULL,NULL,34
2016,16,1.8,1.371428571,1.571428571,1.657142857,NULL,NULL,NULL,NULL,NULL,34
2016,17,0.885714286,0.714285714,0.771428571,0.771428571,NULL,NULL,NULL,NULL,NULL,34
2016,18,5.6,4.771428571,5.057142857,5.314285714,NULL,NULL,NULL,NULL,NULL,34
2016,19,1.685714286,1.657142857,1.685714286,1.685714286,NULL,NULL,NULL,NULL,NULL,34
2016,20,6.742857143,5.257142857,5.942857143,6.285714286,NULL,NULL,NULL,NULL,NULL,34
2016,21,8.2,6.342857143,7.057142857,8.028571429,NULL,NULL,NULL,NULL,NULL,34
2016,22,13.51428571,8.371428571,11.02857143,12.68571429,NULL,NULL,NULL,NULL,NULL,34
2016,23,1.971428571,1.114285714,1.2,1.228571429,NULL,NULL,NULL,NULL,NULL,34
2016,24,3.342857143,1.942857143,2.571428571,3.2,NULL,NULL,NULL,NULL,NULL,34
2016,25,12.94285714,7.571428571,9.742857143,10.22857143,NULL,NULL,NULL,NULL,NULL,34
2016,26,11.94285714,5.828571429,8.742857143,11.08571429,NULL,NULL,NULL,NULL,NULL,34
2016,27,0.257142857,0.142857143,0.171428571,0.228571429,NULL,NULL,NULL,NULL,NULL,34
2016,28,2.942857143,2.742857143,2.857142857,2.914285714,NULL,NULL,NULL,NULL,NULL,34
2016,29,7.314285714,6.285714286,6.857142857,7.085714286,NULL,NULL,NULL,NULL,NULL,34
2016,30,11.71428571,7.6,8.485714286,9.314285714,NULL,NULL,NULL,NULL,NULL,34
2016,31,3.142857143,2.771428571,3.085714286,3.114285714,NULL,NULL,NULL,NULL,NULL,34
2016,32,10.11428571,7.085714286,9.142857143,10.02857143,NULL,NULL,NULL,NULL,NULL,34
2016,33,0.114285714,0.114285714,0.114285714,0.114285714,NULL,NULL,NULL,NULL,NULL,34
2016,34,12.85714286,7.514285714,9,9.085714286,NULL,NULL,NULL,NULL,NULL,34
2016,35,5.742857143,3.685714286,4.942857143,5.514285714,NULL,NULL,NULL,NULL,NULL,34
2016,36,1.15,0.5,0.8,0.8,NULL,NULL,NULL,NULL,NULL,34
2016,1,15.3,8.1,12.4,14.8,NULL,NULL,NULL,NULL,NULL,36
2016,2,1.714285714,0.771428571,0.942857143,0.971428571,NULL,NULL,NULL,NULL,NULL,36
2016,3,1.685714286,1.028571429,1.171428571,1.628571429,NULL,NULL,NULL,NULL,NULL,36
2016,4,3.085714286,2.628571429,2.857142857,2.885714286,NULL,NULL,NULL,NULL,NULL,36
2016,5,1.485714286,0.771428571,0.771428571,0.828571429,NULL,NULL,NULL,NULL,NULL,36
2016,6,1.228571429,0.771428571,0.857142857,0.914285714,NULL,NULL,NULL,NULL,NULL,36
2016,7,3.028571429,1,1.085714286,1.228571429,NULL,NULL,NULL,NULL,NULL,36
2016,8,9.514285714,1.742857143,2.114285714,3.514285714,NULL,NULL,NULL,NULL,NULL,36
2016,9,7.114285714,2.742857143,4.314285714,6.028571429,NULL,NULL,NULL,NULL,NULL,36
2016,10,0.085714286,0.028571429,0.057142857,0.057142857,NULL,NULL,NULL,NULL,NULL,36
2016,11,0,0,0,0,NULL,NULL,NULL,NULL,NULL,36
2016,12,0.085714286,0.085714286,0.085714286,0.085714286,NULL,NULL,NULL,NULL,NULL,36
2016,13,3.914285714,2.742857143,3.914285714,3.914285714,NULL,NULL,NULL,NULL,NULL,36
2016,14,0,0,0,0,NULL,NULL,NULL,NULL,NULL,36
2016,15,5.4,3.257142857,4.114285714,4.4,NULL,NULL,NULL,NULL,NULL,36
2016,16,2.2,1.4,1.714285714,2.028571429,NULL,NULL,NULL,NULL,NULL,36
2016,17,0.885714286,0.685714286,0.828571429,0.828571429,NULL,NULL,NULL,NULL,NULL,36
2016,18,7.742857143,6.914285714,7.714285714,7.714285714,NULL,NULL,NULL,NULL,NULL,36
2016,19,0.028571429,0.028571429,0.028571429,0.028571429,NULL,NULL,NULL,NULL,NULL,36
2016,20,5.171428571,2.742857143,4.085714286,5.028571429,NULL,NULL,NULL,NULL,NULL,36
2016,21,8.485714286,5.6,6.914285714,8.4,NULL,NULL,NULL,NULL,NULL,36
2016,22,6.914285714,4.142857143,5.142857143,5.942857143,NULL,NULL,NULL,NULL,NULL,36
2016,23,1,0.4,0.485714286,0.714285714,NULL,NULL,NULL,NULL,NULL,36
2016,24,2.2,1.485714286,1.742857143,2.085714286,NULL,NULL,NULL,NULL,NULL,36
2016,25,8.16,5.52,7.2,8.08,NULL,NULL,NULL,NULL,NULL,36
2016,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36
2016,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36
2016,1,13.5,6.1,9.1,11.8,NULL,NULL,NULL,NULL,NULL,38
2016,2,2.342857143,1.571428571,2,2.2,NULL,NULL,NULL,NULL,NULL,38
2016,3,7.657142857,5.2,7.085714286,7.6,NULL,NULL,NULL,NULL,NULL,38
2016,4,7,4.571428571,5.057142857,5.228571429,NULL,NULL,NULL,NULL,NULL,38
2016,5,1.857142857,1.371428571,1.514285714,1.571428571,NULL,NULL,NULL,NULL,NULL,38
2016,6,2.571428571,1.171428571,1.514285714,1.628571429,NULL,NULL,NULL,NULL,NULL,38
2016,7,5.742857143,4.314285714,4.542857143,4.685714286,NULL,NULL,NULL,NULL,NULL,38
2016,8,18,4.4,6.371428571,8.6,NULL,NULL,NULL,NULL,NULL,38
2016,9,1.114285714,0.257142857,0.457142857,0.8,NULL,NULL,NULL,NULL,NULL,38
2016,10,0.057142857,0.057142857,0.057142857,0.057142857,NULL,NULL,NULL,NULL,NULL,38
2016,11,3.771428571,2.057142857,3.371428571,3.657142857,NULL,NULL,NULL,NULL,NULL,38
2016,12,3.314285714,1.457142857,1.857142857,3.171428571,NULL,NULL,NULL,NULL,NULL,38
2016,13,0.428571429,0.257142857,0.257142857,0.314285714,NULL,NULL,NULL,NULL,NULL,38
2016,14,0.028571429,0.028571429,0.028571429,0.028571429,NULL,NULL,NULL,NULL,NULL,38
2016,15,5.942857143,3.057142857,3.4,4.971428571,NULL,NULL,NULL,NULL,NULL,38
2016,16,6.485714286,5.514285714,6.257142857,6.314285714,NULL,NULL,NULL,NULL,NULL,38
2016,17,5.742857143,4.142857143,5.457142857,5.742857143,NULL,NULL,NULL,NULL,NULL,38
2016,18,8.171428571,7.314285714,7.857142857,8.085714286,NULL,NULL,NULL,NULL,NULL,38
2016,19,1.314285714,1.314285714,1.314285714,1.314285714,NULL,NULL,NULL,NULL,NULL,38
2016,20,17.48571429,10.6,14.02857143,17.34285714,NULL,NULL,NULL,NULL,NULL,38
2016,21,9.085714286,6.428571429,7.342857143,8.457142857,NULL,NULL,NULL,NULL,NULL,38
2016,22,7.457142857,4.057142857,5.171428571,6.2,NULL,NULL,NULL,NULL,NULL,38
2016,23,1.457142857,1,1.114285714,1.142857143,NULL,NULL,NULL,NULL,NULL,38
2016,24,5.657142857,4.2,4.428571429,4.542857143,NULL,NULL,NULL,NULL,NULL,38
2016,25,4.028571429,2.028571429,3.114285714,3.342857143,NULL,NULL,NULL,NULL,NULL,38
2016,26,8.685714286,4.114285714,5.257142857,7.428571429,NULL,NULL,NULL,NULL,NULL,38
2016,27,0,0,0,0,NULL,NULL,NULL,NULL,NULL,38
2016,28,2.742857143,1.657142857,2.057142857,2.714285714,NULL,NULL,NULL,NULL,NULL,38
2016,29,3.771428571,3.028571429,3.6,3.6,NULL,NULL,NULL,NULL,NULL,38
2016,30,16.6,8.342857143,10.85714286,12.68571429,NULL,NULL,NULL,NULL,NULL,38
2016,31,4.228571429,3.514285714,3.742857143,3.742857143,NULL,NULL,NULL,NULL,NULL,38
2016,32,5.914285714,4.114285714,5.2,5.828571429,NULL,NULL,NULL,NULL,NULL,38
2016,33,1.714285714,1.628571429,1.714285714,1.714285714,NULL,NULL,NULL,NULL,NULL,38
2016,34,7.228571429,5.914285714,6.942857143,7.028571429,NULL,NULL,NULL,NULL,NULL,38
2016,35,6.457142857,4.4,5.628571429,6.257142857,NULL,NULL,NULL,NULL,NULL,38
2016,36,2.05,1.05,1.4,1.5,NULL,NULL,NULL,NULL,NULL,38
2016,1,12.3,7.2,8.5,11,NULL,NULL,NULL,NULL,NULL,39
2016,2,2.6,2.314285714,2.542857143,2.571428571,NULL,NULL,NULL,NULL,NULL,39
2016,3,10.42857143,6.314285714,7.285714286,8.028571429,NULL,NULL,NULL,NULL,NULL,39
2016,4,13.31428571,10.31428571,11.11428571,11.54285714,NULL,NULL,NULL,NULL,NULL,39
2016,5,7.742857143,3.4,4.828571429,5.714285714,NULL,NULL,NULL,NULL,NULL,39
2016,6,5.857142857,4.628571429,4.714285714,4.942857143,NULL,NULL,NULL,NULL,NULL,39
2016,7,2.942857143,2.114285714,2.371428571,2.657142857,NULL,NULL,NULL,NULL,NULL,39
2016,8,13.28571429,4.371428571,5.685714286,6.342857143,NULL,NULL,NULL,NULL,NULL,39
2016,9,0.8,0.314285714,0.457142857,0.8,NULL,NULL,NULL,NULL,NULL,39
2016,10,2.685714286,1.885714286,2.114285714,2.628571429,NULL,NULL,NULL,NULL,NULL,39
2016,11,8.028571429,4.028571429,5.971428571,6.314285714,NULL,NULL,NULL,NULL,NULL,39
2016,12,2.657142857,1.457142857,2.057142857,2.2,NULL,NULL,NULL,NULL,NULL,39
2016,13,7.428571429,5.857142857,7.285714286,7.285714286,NULL,NULL,NULL,NULL,NULL,39
2016,14,0.257142857,0.257142857,0.257142857,0.257142857,NULL,NULL,NULL,NULL,NULL,39
2016,15,4,2.057142857,2.371428571,3.171428571,NULL,NULL,NULL,NULL,NULL,39
2016,16,1.2,1.142857143,1.2,1.2,NULL,NULL,NULL,NULL,NULL,39
2016,17,25.45714286,16.68571429,20.82857143,21.94285714,NULL,NULL,NULL,NULL,NULL,39
2016,18,10.11428571,6.6,8.714285714,9.6,NULL,NULL,NULL,NULL,NULL,39
2016,19,16.14285714,11.77142857,14.45714286,16.05714286,NULL,NULL,NULL,NULL,NULL,39
2016,20,10.6,6.914285714,8.742857143,9.114285714,NULL,NULL,NULL,NULL,NULL,39
2016,21,8.085714286,4.914285714,5.057142857,6.2,NULL,NULL,NULL,NULL,NULL,39
2016,22,6.742857143,5.514285714,5.857142857,6.428571429,NULL,NULL,NULL,NULL,NULL,39
2016,23,4,2.342857143,2.885714286,3.828571429,NULL,NULL,NULL,NULL,NULL,39
2016,24,1.771428571,1.142857143,1.257142857,1.571428571,NULL,NULL,NULL,NULL,NULL,39
2016,25,37.85714286,11.88571429,16,21.4,NULL,NULL,NULL,NULL,NULL,39
2016,26,5.714285714,2.314285714,3.371428571,4.885714286,NULL,NULL,NULL,NULL,NULL,39
2016,27,0.028571429,0.028571429,0.028571429,0.028571429,NULL,NULL,NULL,NULL,NULL,39
2016,28,7.571428571,4.171428571,5.4,7.342857143,NULL,NULL,NULL,NULL,NULL,39
2016,29,17.42857143,9.571428571,14.25714286,16.91428571,NULL,NULL,NULL,NULL,NULL,39
2016,30,11.74285714,5.685714286,6.914285714,7.685714286,NULL,NULL,NULL,NULL,NULL,39
2016,31,5.114285714,3.171428571,4.4,4.714285714,NULL,NULL,NULL,NULL,NULL,39
2016,32,2.257142857,2.085714286,2.2,2.257142857,NULL,NULL,NULL,NULL,NULL,39
2016,33,0.314285714,0.314285714,0.314285714,0.314285714,NULL,NULL,NULL,NULL,NULL,39
2016,34,2.771428571,2.257142857,2.457142857,2.542857143,NULL,NULL,NULL,NULL,NULL,39
2016,35,7.857142857,4.028571429,5.942857143,7.371428571,NULL,NULL,NULL,NULL,NULL,39
2016,36,0.75,0.55,0.7,0.7,NULL,NULL,NULL,NULL,NULL,39
2016,1,15.1,7.9,8.6,8.8,NULL,NULL,NULL,NULL,NULL,41
2016,2,0.2,0.085714286,0.114285714,0.114285714,NULL,NULL,NULL,NULL,NULL,41
2016,3,5.914285714,3.371428571,5.6,5.714285714,NULL,NULL,NULL,NULL,NULL,41
2016,4,7.514285714,3.971428571,6.257142857,6.971428571,NULL,NULL,NULL,NULL,NULL,41
2016,5,3.485714286,2.314285714,2.628571429,3.314285714,NULL,NULL,NULL,NULL,NULL,41
2016,6,4.514285714,2.257142857,2.914285714,3.857142857,NULL,NULL,NULL,NULL,NULL,41
2016,7,7.685714286,4.857142857,6.314285714,6.657142857,NULL,NULL,NULL,NULL,NULL,41
2016,8,11.74285714,2.8,4.885714286,5.914285714,NULL,NULL,NULL,NULL,NULL,41
2016,9,1.028571429,0.428571429,0.457142857,0.628571429,NULL,NULL,NULL,NULL,NULL,41
2016,10,0.028571429,0.028571429,0.028571429,0.028571429,NULL,NULL,NULL,NULL,NULL,41
2016,11,4.571428571,2.257142857,2.857142857,3.457142857,NULL,NULL,NULL,NULL,NULL,41
2016,12,0.657142857,0.314285714,0.485714286,0.485714286,NULL,NULL,NULL,NULL,NULL,41
2016,13,4.914285714,3.6,4.4,4.742857143,NULL,NULL,NULL,NULL,NULL,41
2016,14,0,0,0,0,NULL,NULL,NULL,NULL,NULL,41
2016,15,2.314285714,1.2,1.514285714,2.285714286,NULL,NULL,NULL,NULL,NULL,41
2016,16,2.057142857,1.771428571,1.771428571,1.8,NULL,NULL,NULL,NULL,NULL,41
2016,17,6.828571429,5.342857143,6.228571429,6.8,NULL,NULL,NULL,NULL,NULL,41
2016,18,16.6,11.28571429,15.77142857,16.34285714,NULL,NULL,NULL,NULL,NULL,41
2016,19,1.942857143,1.914285714,1.942857143,1.942857143,NULL,NULL,NULL,NULL,NULL,41
2016,20,17.48571429,10.28571429,14.71428571,17.37142857,NULL,NULL,NULL,NULL,NULL,41
2016,21,10.97142857,7.771428571,8.571428571,10.22857143,NULL,NULL,NULL,NULL,NULL,41
2016,22,10.34285714,6.057142857,7.771428571,9.342857143,NULL,NULL,NULL,NULL,NULL,41
2016,23,8.828571429,5.885714286,7.6,8.628571429,NULL,NULL,NULL,NULL,NULL,41
2016,24,11.68571429,7.228571429,9.8,10.77142857,NULL,NULL,NULL,NULL,NULL,41
2016,25,12,7.685714286,10.34285714,11.51428571,NULL,NULL,NULL,NULL,NULL,41
2016,26,3.942857143,1.371428571,2.2,2.971428571,NULL,NULL,NULL,NULL,NULL,41
2016,27,0.142857143,0.085714286,0.085714286,0.085714286,NULL,NULL,NULL,NULL,NULL,41
2016,28,1,0.571428571,0.714285714,0.8,NULL,NULL,NULL,NULL,NULL,41
2016,29,7.2,4.142857143,5.885714286,6.942857143,NULL,NULL,NULL,NULL,NULL,41
2016,30,9.728571429,6.857142857,8.042857143,8.742857143,NULL,NULL,NULL,NULL,NULL,41
2016,31,8.857142857,6.785714286,8.571428571,8.642857143,NULL,NULL,NULL,NULL,NULL,41
2016,32,2.857142857,2.557142857,2.728571429,2.828571429,NULL,NULL,NULL,NULL,NULL,41
2016,33,1.928571429,1.928571429,1.928571429,1.928571429,NULL,NULL,NULL,NULL,NULL,41
2016,34,4.642857143,3.214285714,4.214285714,4.428571429,NULL,NULL,NULL,NULL,NULL,41
2016,35,11.14285714,8.214285714,10.42857143,10.85714286,NULL,NULL,NULL,NULL,NULL,41
2016,36,0.85,0.4,0.55,0.55,NULL,NULL,NULL,NULL,NULL,41
2016,1,15.3,8.1,10,10.9,26.6,27.95,24.2,16.2,54.55,45
2016,2,1.114285714,0.685714286,0.685714286,1.028571429,27.87142857,29.41428571,26.6,15.24285714,44.31428571,45
2016,3,0.8,0.571428571,0.657142857,0.685714286,28.31428571,30.22857143,27.01428571,14.7,45.71428571,45
2016,4,12,9.485714286,11.51428571,12,28.21428571,30.38571429,25.41428571,15.07142857,50.77142857,45
2016,5,10.71428571,7.542857143,8.6,8.771428571,28.1,30.42857143,25.81428571,16.95714286,59.95714286,45
2016,6,4.285714286,2.857142857,3,3.371428571,28.08571429,30.42857143,25.81428571,16.47142857,46.27142857,45
2016,7,1.657142857,0.514285714,0.742857143,0.942857143,27.45714286,28.74285714,26.28571429,18.47142857,47.62857143,45
2016,8,12.05714286,2.114285714,3.714285714,4.771428571,27.67142857,29.54285714,26.28571429,18.82857143,58.58571429,45
2016,9,1.285714286,0.342857143,0.6,0.8,27.82857143,30.25714286,26.1,18.52857143,54.51428571,45
2016,10,1.457142857,0.942857143,1.085714286,1.4,28.44285714,30.68571429,26.72857143,21.88571429,51.92857143,45
2016,11,0.628571429,0.542857143,0.6,0.6,28.61428571,30.67142857,27.11428571,14.25714286,39.44285714,45
2016,12,5.628571429,3.228571429,4.885714286,5.514285714,28.61428571,30.91428571,26.77142857,14.08571429,38.21428571,45
2016,13,1.771428571,1.714285714,1.771428571,1.771428571,29.14285714,30.91428571,27.68571429,18.7,47.35714286,45
2016,14,0,0,0,0,29.42857143,31.45714286,27.95714286,19.9,50.04285714,45
2016,15,0.142857143,0.142857143,0.142857143,0.142857143,29.24285714,31.3,27.74285714,15.74285714,42.11428571,45
2016,16,0.285714286,0.171428571,0.2,0.228571429,29.72857143,31.42857143,28.21428571,22.94285714,51.22857143,45
2016,17,5.2,3.628571429,4.228571429,4.314285714,29.75714286,32.07142857,27.87142857,14.47142857,41.3,45
2016,18,2.771428571,2.657142857,2.771428571,2.771428571,29.44285714,31.24285714,27.71428571,17.95714286,44.54285714,45
2016,19,0.028571429,0.028571429,0.028571429,0.028571429,30.04285714,32.54285714,28.62857143,14.44285714,39.08571429,45
2016,20,2.942857143,1.914285714,2.342857143,2.828571429,29.55714286,31.65714286,27.52857143,17.48571429,43.82857143,45
2016,21,5.257142857,3.314285714,3.971428571,4.514285714,29.28571429,30.9,27.37142857,23.18571429,55.75714286,45
2016,22,3.885714286,2.428571429,2.857142857,3.257142857,29.38571429,31.08571429,26.88571429,20.11428571,55.85714286,45
2016,23,4.6,3.571428571,3.857142857,3.971428571,28.92857143,30.54285714,26.51428571,19.34285714,61.51428571,45
2016,24,1.142857143,0.685714286,0.828571429,1.028571429,29.34285714,30.84285714,27.71428571,19.12857143,49.61428571,45
2016,25,12.51428571,6.342857143,9.6,11.54285714,28.65714286,29.81428571,26.32857143,24.98571429,56.77142857,45
2016,26,4.685714286,1.285714286,2.114285714,3.628571429,28.65714286,30.21428571,26.64285714,19.84285714,55.28571429,45
2016,27,0,0,0,0,29.75714286,31.61428571,28.5,17.64285714,36.97142857,45
2016,28,2.971428571,1.628571429,1.628571429,2.885714286,29.74285714,31.3,27.64285714,18.4,42.88571429,45
2016,29,3.142857143,1.942857143,2.4,2.571428571,28.72857143,30.5,26.62857143,18.97142857,62.82857143,45
2016,30,19.31428571,8.428571429,9.657142857,11.54285714,27.8,29.52857143,24.78571429,22.88571429,66.71428571,45
2016,31,3.1,2.171428571,2.357142857,2.642857143,28.1,29.77142857,26.3,18.67142857,51.32857143,45
2016,32,0.485714286,0.342857143,0.485714286,0.485714286,28.57142857,29.9,26.91428571,21.1,56.37142857,45
2016,33,2.514285714,2.428571429,2.514285714,2.514285714,29.27142857,30.48571429,27.6,20.67142857,48.67142857,45
2016,34,1.542857143,1.085714286,1.114285714,1.257142857,29.24285714,30.77142857,27.44285714,21.55714286,50.35714286,45
2016,35,7.885714286,3.371428571,5.971428571,7.742857143,28.91428571,30.27142857,26.62857143,27.04285714,55.17142857,45
2016,36,4.9,2.4,3.5,4.4,28.9,30.425,26.85,18.975,48.95,45
2016,1,19.8,12,17.4,17.8,26.15,29,23.75,9.9,32.25,46
2016,2,2.314285714,1.257142857,1.6,1.742857143,27.34285714,31.32857143,24.51428571,9.828571429,30.07142857,46
2016,3,2.057142857,1.314285714,1.428571429,2.028571429,27.9,32.55714286,25.22857143,9.557142857,29.71428571,46
2016,4,4.257142857,2.057142857,3.114285714,4.114285714,27.62857143,31.82857143,25.07142857,9.671428571,29.21428571,46
2016,5,1.114285714,0.542857143,0.542857143,0.6,27.87142857,31.81428571,25.17142857,10.9,36.17142857,46
2016,6,3.4,1.542857143,1.685714286,1.828571429,27.87142857,31.98571429,25.04285714,10.88571429,34.28571429,46
2016,7,4.314285714,2.2,2.542857143,2.714285714,26.94285714,29.62857143,24.52857143,11.27142857,34.11428571,46
2016,8,11.11428571,3.057142857,3.828571429,5.514285714,27.07142857,30.72857143,24.57142857,10.75714286,33.07142857,46
2016,9,7.828571429,3.114285714,4.971428571,7.057142857,27.05714286,30.78571429,24.3,11.37142857,35.27142857,46
2016,10,0,0,0,0,27.97142857,31.48571429,25.54285714,12.34285714,37.3,46
2016,11,0.257142857,0.228571429,0.228571429,0.257142857,28.3,33.08571429,25.67142857,10.18571429,31.22857143,46
