Year,WW,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,LocationId
2016,2,0.742857143,0.314285714,0.4,0.485714286,28.27142857,31.17142857,26.25714286,7.933333333,28.3,14
2016,3,2.771428571,1.742857143,2.142857143,2.6,28.77142857,32.08571429,26.77142857,9,32.93333333,14
2016,4,6.085714286,5.085714286,5.428571429,5.457142857,28.5,31.71428571,26.45714286,7.871428571,32.04285714,14
2016,5,2.4,1.828571429,1.828571429,2,28.67142857,31.87142857,26.65714286,11.17142857,38.15714286,14
2016,6,4.314285714,2.742857143,2.971428571,3.028571429,28.68571429,31.95714286,26.51428571,10.28571429,38.05714286,14
2016,7,4.371428571,2.714285714,3.114285714,3.257142857,27.57142857,30,25.71428571,11.52857143,33.68571429,14
2016,8,14.62857143,3.714285714,4.6,6.657142857,27.74285714,30.97142857,25.88571429,10.6,37.12857143,14
2016,9,2.885714286,1.457142857,1.771428571,1.942857143,27.98571429,31.18571429,25.81428571,13.52857143,40.01428571,14
2016,10,0.057142857,0.028571429,0.028571429,0.028571429,28.61428571,31.9,26.8,15.68571429,43.05714286,14
2016,11,2.514285714,1.885714286,2.428571429,2.457142857,29.05714286,32.67142857,26.94285714,10.12857143,32.84285714,14
2016,12,2.628571429,2.485714286,2.571428571,2.6,28.9,32.88571429,26.48571429,9.314285714,31.17142857,14
2016,13,2.657142857,2.371428571,2.457142857,2.514285714,29.12857143,32.92857143,27.18571429,7.628571429,30.48571429,14
2016,14,0.057142857,0.057142857,0.057142857,0.057142857,29.45714286,33.11428571,27.12857143,12.7,38.42857143,14
2016,15,9.6,4.228571429,4.657142857,7.685714286,29.34285714,33.81428571,26.82857143,7.142857143,26.85714286,14
2016,16,2.542857143,1.942857143,2.428571429,2.457142857,30.01428571,33.71428571,27.1,5.914285714,26.37142857,14
2016,17,0.571428571,0.314285714,0.542857143,0.571428571,30.28571429,33.98571429,27.95714286,6.842857143,30.8,14
2016,18,2.742857143,1.742857143,2.142857143,2.228571429,29.35714286,33.17142857,26.92857143,4.728571429,29.52857143,14
2016,19,1,1,1,1,30.34285714,34.5,28.08571429,5.1,25.85714286,14
2016,20,9,7.285714286,7.971428571,8.571428571,29.71428571,33.3,26.8,4.985714286,30.92857143,14
2016,21,11.51428571,10.25714286,10.94285714,11.4,29.2,33.21428571,26.31428571,4.885714286,30.52857143,14
2016,22,7.028571429,4.714285714,5.542857143,6.685714286,29.91428571,33.47142857,26.7,6.485714286,31.17142857,14
2016,23,0.971428571,0.428571429,0.514285714,0.628571429,28.95714286,32.62857143,26.85714286,4.628571429,28.27142857,14
2016,24,4.2,3.457142857,3.857142857,4.142857143,29.32857143,32.92857143,26.87142857,5.2,31.21428571,14
2016,25,7.914285714,5.485714286,6.714285714,7.2,28.8,31.74285714,26.32857143,5.771428571,30.44285714,14
2016,26,8.2,3.228571429,5.6,6.857142857,28.87142857,32.02857143,26.24285714,5.4,29.14285714,14
2016,27,0.028571429,0.028571429,0.028571429,0.028571429,30.47142857,33.47142857,28.34285714,6.542857143,26.58571429,14
2016,28,5.085714286,4.085714286,4.457142857,5.085714286,30.31428571,33.28571429,27.04285714,6.685714286,33.01428571,14
2016,29,4.257142857,2.942857143,3.942857143,4.085714286,29.02857143,32.14285714,26.24285714,5.485714286,31.82857143,14
2016,30,14.82857143,7.142857143,8.257142857,9.114285714,27.64285714,31.31428571,24.52857143,4.885714286,35.24285714,14
2016,31,1.828571429,1.171428571,1.371428571,1.514285714,28.41428571,31.24285714,25.8,5.2,29.07142857,14
2016,32,8.685714286,6.8,7.542857143,8.314285714,28.87142857,32.17142857,25.75714286,6.671428571,33.22857143,14
2016,33,1.228571429,1.2,1.2,1.228571429,30,32.81428571,27.72857143,6.642857143,31.21428571,14
2016,34,6.2,5.228571429,5.885714286,6.028571429,29.82857143,32.88571429,26.88571429,8.4,34.97142857,14
2016,35,10.65714286,8.028571429,9.914285714,10.45714286,29.44285714,32.5,26.05714286,7.085714286,41.61428571,14
2016,36,3.25,1.7,1.9,1.95,29.175,32.475,26.8,5.575,31.05,14
2016,1,8.1,4.2,4.9,7.4,25.1,27.25,23.75,5.6,36.75,15
2016,2,1.085714286,0.8,0.8,0.8,27.62857143,31.62857143,25.3,7.542857143,32.18571429,15
2016,3,7.885714286,5.457142857,5.885714286,5.942857143,27.62857143,32.22857143,25.2,6.071428571,29.68571429,15
2016,4,8.057142857,6.314285714,6.828571429,7,27.27142857,32.02857143,25,6.028571429,30.5,15
2016,5,11.71428571,5.428571429,7.514285714,8.8,27.27142857,31.74285714,24.62857143,7.714285714,35.37142857,15
2016,6,3.828571429,2.542857143,2.714285714,3.257142857,27.47142857,32.18571429,25.02857143,7.357142857,29.1,15
2016,7,3.771428571,2.171428571,2.971428571,3.314285714,26.67142857,29.9,24.55714286,9.171428571,31.38571429,15
2016,8,20.05714286,7.457142857,10.08571429,12.22857143,26.84285714,30.62857143,24.34285714,7.657142857,36.78571429,15
2016,9,1,0.342857143,0.542857143,0.942857143,27.25714286,31.7,24.55714286,9.285714286,34.75714286,15
2016,10,1.6,0.971428571,1.285714286,1.571428571,27.77142857,32.12857143,25.2,9.928571429,39.24285714,15
2016,11,8.714285714,5.514285714,6.342857143,6.4,27.97142857,32.94285714,25.27142857,6.814285714,37.22857143,15
2016,12,3.742857143,2.171428571,2.285714286,3.485714286,28.24285714,34.1,25.4,6.7,26.84285714,15
2016,13,1.571428571,1.171428571,1.485714286,1.571428571,28.38571429,32.91428571,25.85714286,6.942857143,31.32857143,15
2016,14,0,0,0,0,28.94285714,33.57142857,26.05714286,8.742857143,32.3,15
2016,15,7.857142857,5.114285714,6.542857143,7.742857143,28.32857143,33.45714286,25.14285714,6.371428571,30.57142857,15
2016,16,1.457142857,1.228571429,1.4,1.428571429,29.01428571,32.98571429,26.14285714,6.742857143,32.5,15
2016,17,14.22857143,8.628571429,12.51428571,14.14285714,29.02857143,34.11428571,25.57142857,6.471428571,32.9,15
2016,18,8.628571429,5.742857143,6.885714286,7.457142857,28.1,32.47142857,25.7,5.657142857,28.02857143,15
2016,19,13.42857143,8.657142857,11.91428571,13.34285714,28.65714286,34.24285714,25,5.271428571,33.78571429,15
2016,20,10.57142857,7.228571429,8.342857143,8.857142857,28.24285714,33.05714286,25.51428571,5.4,28.02857143,15
2016,21,17.37142857,10.2,11.54285714,14.31428571,28.04285714,32.2,25.3,6.885714286,35.31428571,15
2016,22,7.942857143,4.371428571,5.8,6.428571429,29.08571429,32.67142857,25.31428571,7.771428571,33.27142857,15
2016,23,2.542857143,1.942857143,2.285714286,2.342857143,27.77142857,31.51428571,25.18571429,5.928571429,35.68571429,15
2016,24,9.885714286,7.971428571,9.057142857,9.2,28.05714286,31.58571429,25.11428571,6.428571429,31,15
2016,25,28.82857143,10.14285714,14.28571429,20.25714286,27.24285714,30.14285714,24.84285714,6.442857143,32.67142857,15
2016,26,6.171428571,3.171428571,3.828571429,5.257142857,27.75714286,30.72857143,24.8,6.628571429,30.32857143,15
2016,27,0,0,0,0,29.67142857,32.65714286,27.3,7.728571429,26.52857143,15
2016,28,7.028571429,3.628571429,4.914285714,6.857142857,29.25714286,32.21428571,26.11428571,8.428571429,38.01428571,15
2016,29,15.91428571,10.54285714,13.71428571,15.54285714,27.82857143,30.8,24.54285714,6.142857143,36.92857143,15
2016,30,11.91428571,6.2,7.285714286,8.057142857,26.67142857,30.44285714,23.8,6.942857143,33.78571429,15
2016,31,11.2,7.028571429,9.057142857,9.457142857,27.1,29.92857143,24.17142857,5.5,31.72857143,15
2016,32,0.314285714,0.2,0.314285714,0.314285714,28.08571429,31.21428571,25.65714286,8.042857143,35.37142857,15
2016,33,0.028571429,0.028571429,0.028571429,0.028571429,28.95714286,31.65714286,26.48571429,6.757142857,30.81428571,15
2016,34,2.942857143,2.257142857,2.485714286,2.628571429,28.91428571,32.02857143,25.41428571,9.2,35.74285714,15
2016,35,8.228571429,4.057142857,6.142857143,7.742857143,28.45714286,31.28571429,25.68571429,7.914285714,33.72857143,15
2016,36,1.25,0.7,0.85,0.85,28.125,31.45,25.6,6.575,29.325,15
2016,1,18.5,10.2,10.5,11.7,NULL,NULL,NULL,NULL,NULL,16
2016,2,0.771428571,0.6,0.628571429,0.742857143,NULL,NULL,NULL,NULL,NULL,16
2016,3,6.6,3.771428571,5.428571429,5.771428571,NULL,NULL,NULL,NULL,NULL,16
2016,4,11.05714286,6,6.971428571,7.571428571,NULL,NULL,NULL,NULL,NULL,16
2016,5,1.028571429,0.714285714,0.828571429,0.828571429,NULL,NULL,NULL,NULL,NULL,16
2016,6,3.942857143,1.428571429,1.914285714,2.628571429,NULL,NULL,NULL,NULL,NULL,16
2016,7,7.257142857,5.171428571,5.828571429,6.028571429,NULL,NULL,NULL,NULL,NULL,16
2016,8,16.17142857,4.628571429,6.828571429,8.542857143,NULL,NULL,NULL,NULL,NULL,16
2016,9,1.171428571,0.314285714,0.485714286,0.6,NULL,NULL,NULL,NULL,NULL,16
2016,10,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,16
2016,11,10.77142857,4.885714286,7.171428571,8.657142857,NULL,NULL,NULL,NULL,NULL,16
2016,12,3.4,1.571428571,1.914285714,3.142857143,NULL,NULL,NULL,NULL,NULL,16
2016,13,1.771428571,1.6,1.6,1.6,NULL,NULL,NULL,NULL,NULL,16
2016,14,0,0,0,0,NULL,NULL,NULL,NULL,NULL,16
2016,15,7.342857143,4.6,4.714285714,7.085714286,NULL,NULL,NULL,NULL,NULL,16
2016,16,4.657142857,4,4.514285714,4.628571429,NULL,NULL,NULL,NULL,NULL,16
2016,17,3.485714286,3.428571429,3.457142857,3.485714286,NULL,NULL,NULL,NULL,NULL,16
2016,18,6.6,4.771428571,5.428571429,6.257142857,NULL,NULL,NULL,NULL,NULL,16
2016,19,3.657142857,2.657142857,3.628571429,3.657142857,NULL,NULL,NULL,NULL,NULL,16
2016,20,14.25714286,6.942857143,11.31428571,14.11428571,NULL,NULL,NULL,NULL,NULL,16
2016,21,2.914285714,2.257142857,2.457142857,2.571428571,NULL,NULL,NULL,NULL,NULL,16
2016,22,8.742857143,4.971428571,6.171428571,7.971428571,NULL,NULL,NULL,NULL,NULL,16
2016,23,4.428571429,3,4.114285714,4.2,NULL,NULL,NULL,NULL,NULL,16
2016,24,13.97142857,7.542857143,12.31428571,13.6,NULL,NULL,NULL,NULL,NULL,16
2016,25,6.371428571,3.028571429,3.771428571,3.971428571,NULL,NULL,NULL,NULL,NULL,16
2016,26,5.742857143,2.885714286,3.8,4.542857143,NULL,NULL,NULL,NULL,NULL,16
2016,27,0.114285714,0.114285714,0.114285714,0.114285714,NULL,NULL,NULL,NULL,NULL,16
2016,28,0.914285714,0.571428571,0.657142857,0.771428571,NULL,NULL,NULL,NULL,NULL,16
2016,29,3.628571429,2.057142857,2.685714286,2.971428571,NULL,NULL,NULL,NULL,NULL,16
2016,30,14.85714286,8.371428571,10.31428571,11.94285714,NULL,NULL,NULL,NULL,NULL,16
2016,31,6.857142857,5.771428571,6.228571429,6.257142857,NULL,NULL,NULL,NULL,NULL,16
2016,32,4.285714286,2.514285714,3.857142857,4.2,NULL,NULL,NULL,NULL,NULL,16
2016,33,1.914285714,1.914285714,1.914285714,1.914285714,NULL,NULL,NULL,NULL,NULL,16
2016,34,4.514285714,3.314285714,4.285714286,4.314285714,NULL,NULL,NULL,NULL,NULL,16
2016,35,5.314285714,3.028571429,4.342857143,4.971428571,NULL,NULL,NULL,NULL,NULL,16
2016,36,1.55,1.15,1.4,1.45,NULL,NULL,NULL,NULL,NULL,16
2016,1,19.8,8.1,9.2,11.8,25.8,27.7,23.75,5.6,31.15,18
2016,2,1.714285714,1.114285714,1.171428571,1.257142857,27.68571429,31.52857143,25.4,7.142857143,31.31428571,18
2016,3,4,2.6,3.085714286,3.514285714,27.97142857,32.1,25.67142857,5.871428571,27.04285714,18
2016,4,14.34285714,10.57142857,12.54285714,12.91428571,27.45714286,31.84285714,25.02857143,5.5,28.85714286,18
2016,5,7,4.8,5.685714286,6.171428571,27.62857143,31.65714286,25.35714286,6.942857143,32.2,18
2016,6,5.457142857,2.742857143,3.2,4.228571429,27.72857143,32.11428571,25.24285714,6.285714286,29.17142857,18
2016,7,5.114285714,3.685714286,4.257142857,4.514285714,26.8,29.77142857,24.67142857,7.557142857,34.1,18
2016,8,13.22857143,3.657142857,5.285714286,6.571428571,27.08571429,30.71428571,24.87142857,7.157142857,34.85714286,18
2016,9,1.4,0.457142857,0.742857143,1.057142857,27.3,31.3,24.74285714,8.242857143,38.05714286,18
2016,10,1.2,1.171428571,1.171428571,1.171428571,27.91428571,31.92857143,25.62857143,8.8,38.68571429,18
2016,11,5.514285714,2.8,3.657142857,4.085714286,28.18571429,32.98571429,25.62857143,6.685714286,28.5,18
2016,12,1.771428571,0.742857143,1,1.714285714,28.27142857,33.47142857,25.42857143,6.614285714,28.52857143,18
2016,13,2.4,2.142857143,2.371428571,2.4,28.57142857,32.88571429,26.2,6.328571429,27.68571429,18
2016,14,0,0,0,0,28.91428571,33.2,26.15714286,8.071428571,34.24285714,18
2016,15,7.4,4,5.485714286,6.571428571,28.38571429,33.42857143,25.37142857,5.885714286,27.45714286,18
2016,16,9.742857143,7.714285714,8.6,9.742857143,29.14285714,33.18571429,26.07142857,5.485714286,27.52857143,18
2016,17,1.857142857,1.714285714,1.828571429,1.857142857,29.25714286,34.3,26.3,5.185714286,29.44285714,18
2016,18,10.11428571,8.4,9.657142857,10,28.42857143,32.82857143,25.77142857,4.957142857,24.85714286,18
2016,19,1.657142857,1.457142857,1.514285714,1.657142857,29.25714286,34.6,26.51428571,4.228571429,25.25714286,18
2016,20,8.057142857,3.914285714,5.542857143,7.485714286,28.8,33.37142857,25.81428571,4.171428571,24.82857143,18
2016,21,3.885714286,3.142857143,3.514285714,3.714285714,28.48571429,32.74285714,25.77142857,4.428571429,25.4,18
2016,22,9.885714286,5.057142857,6.885714286,7.657142857,28.97142857,32.94285714,25.8,5.071428571,28.34285714,18
2016,23,3.628571429,2.428571429,3.314285714,3.4,28.1,32.02857143,25.5,4.471428571,27.47142857,18
2016,24,9.485714286,7.257142857,8.714285714,8.885714286,28.3,31.97142857,25.14285714,4.471428571,24.94285714,18
2016,25,9.428571429,4.2,4.942857143,6.142857143,27.7,31.31428571,24.62857143,5.028571429,25.25714286,18
2016,26,6.857142857,4.028571429,5,5.714285714,27.87142857,31.24285714,24.97142857,5.142857143,24.47142857,18
2016,27,0.2,0.2,0.2,0.2,29.58571429,32.94285714,27.41428571,5.3,22.84285714,18
2016,28,4.285714286,2.542857143,3.114285714,3.571428571,29.15714286,32.38571429,26.1,6.014285714,26.17142857,18
2016,29,8.028571429,6.514285714,7.057142857,7.171428571,27.88571429,31.57142857,24.88571429,5.385714286,28.68571429,18
2016,30,17.22857143,7.628571429,11.68571429,14.17142857,26.94285714,31.34285714,24.1,6.014285714,24.22857143,18
2016,31,9.714285714,7.828571429,9.142857143,9.2,27.37142857,31.07142857,24.35714286,5.871428571,22.45714286,18
2016,32,0.8,0.6,0.8,0.8,27.9,32.4,25.6,7.2,23.8,18
2016,1,16.4,8.4,12.1,12.7,26.5,28.2,23.7,6.85,34.95,21
2016,2,2.857142857,1.885714286,1.942857143,2.8,28.45714286,32.07142857,26.27142857,7.414285714,30.7,21
2016,3,9.971428571,5.914285714,7.057142857,7.171428571,28.61428571,32.57142857,26.18571429,7.1,30.55714286,21
2016,4,11.28,8.28,9.24,9.48,28.275,31.675,25.475,6.12,29.16,21
2016,5,1,0.8,0.8,0.8,NULL,NULL,NULL,9,34.6,21
2016,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21
2016,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21
2016,8,94.6,13,23.4,35.6,NULL,27.8,23.3,6.1,40.3,21
2016,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21
2016,10,0.16,0.16,0.16,0.16,28.8,32.83333333,26.96666667,8.5,30.24,21
2016,11,3.742857143,2.8,3.342857143,3.657142857,28.8,32.48571429,26.48571429,7.871428571,31.41428571,21
2016,12,5.714285714,2.142857143,3.942857143,5.171428571,28.6,32.57142857,26.14285714,8.028571429,35.08571429,21
2016,13,0.371428571,0.342857143,0.371428571,0.371428571,29.2,32.15714286,27.3,7.314285714,31.78571429,21
2016,14,0.028571429,0.028571429,0.028571429,0.028571429,29.7,33.55714286,27.38571429,7.657142857,31.97142857,21
2016,15,3.714285714,3.285714286,3.714285714,3.714285714,29.06,32.31428571,26.68571429,7.414285714,32.91428571,21
2016,16,1.028571429,0.828571429,1,1.028571429,29.3,32.7,27.12,7.4,27.05714286,21
2016,17,9.714285714,8,9.371428571,9.6,29.44285714,33.24285714,26.37142857,7.871428571,32.61428571,21
2016,18,1.371428571,1.285714286,1.371428571,1.371428571,29.21428571,32.38571429,27.27142857,6.414285714,26.22857143,21
2016,19,0.857142857,0.8,0.828571429,0.828571429,29.77142857,33.72857143,27.55714286,7.414285714,31.88571429,21
2016,20,5.742857143,4.085714286,5.114285714,5.628571429,29.21428571,32.61428571,26.65714286,6.642857143,31.32857143,21
2016,21,8.571428571,4.914285714,5.628571429,6.4,29,32.07142857,26.42857143,6.9,29.61428571,21
2016,22,6.828571429,4.457142857,5.514285714,6.2,29.31428571,32.52857143,26.3,6.842857143,28.9,21
2016,23,7.114285714,5.314285714,6.542857143,6.828571429,28.45714286,31.32857143,25.57142857,6.214285714,31.78571429,21
2016,24,2.257142857,0.8,1.171428571,1.914285714,28.98571429,31.8,26.82857143,6.842857143,29.15714286,21
2016,25,21.77142857,6.571428571,11.17142857,17.11428571,28.22857143,30.72857143,25.45714286,6.9,30.15714286,21
2016,26,7.771428571,3.571428571,4.428571429,6.2,28.25714286,31.35714286,25.31428571,6.485714286,29.77142857,21
2016,27,0,0,0,0,29.57142857,32.71428571,27.84285714,6.8,22.25714286,21
2016,28,3.914285714,3.4,3.771428571,3.885714286,29.5,32.62857143,26.77142857,7.1,28.44285714,21
2016,29,1.714285714,0.8,1.057142857,1.4,28.25714286,31.07142857,25.94285714,5.6,28.52857143,21
2016,30,20.17142857,11.54285714,15.71428571,17.54285714,27.4,30.65714286,24.37142857,5.371428571,27.81428571,21
2016,31,5.628571429,3.771428571,3.971428571,4.114285714,27.77142857,30.35714286,25.22857143,5.914285714,32.08571429,21
2016,32,1.085714286,0.942857143,0.971428571,0.971428571,28.38571429,31.08571429,26.21428571,7.4,33.27142857,21
2016,33,0.914285714,0.885714286,0.885714286,0.914285714,29.1,31.75714286,27.22857143,7.042857143,32.24285714,21
2016,34,2.171428571,1.571428571,1.6,1.914285714,29.14285714,32.28571429,26.85714286,8.857142857,33.52857143,21
2016,35,9.028571429,5,7.514285714,8.8,28.61428571,31.2,25.72857143,7.785714286,33.67142857,21
2016,36,4.8,3.35,4.1,4.5,28.55,31.575,26.275,7.475,31.225,21
2016,1,9.5,3.4,4.7,6.1,NULL,NULL,NULL,NULL,NULL,27
2016,2,2.657142857,2.114285714,2.6,2.657142857,NULL,NULL,NULL,NULL,NULL,27
2016,3,8.285714286,6.371428571,6.914285714,7.714285714,NULL,NULL,NULL,NULL,NULL,27
2016,4,14.05714286,8.828571429,10.97142857,11.25714286,NULL,NULL,NULL,NULL,NULL,27
2016,5,5.142857143,3.457142857,3.828571429,4.114285714,NULL,NULL,NULL,NULL,NULL,27
2016,6,9.371428571,4.942857143,6.371428571,7.914285714,NULL,NULL,NULL,NULL,NULL,27
2016,7,5.171428571,3.514285714,3.828571429,4.171428571,NULL,NULL,NULL,NULL,NULL,27
2016,8,14.94285714,4.485714286,5.428571429,6.771428571,NULL,NULL,NULL,NULL,NULL,27
2016,9,1.485714286,0.657142857,0.714285714,0.828571429,NULL,NULL,NULL,NULL,NULL,27
2016,10,0.8,0.8,0.8,0.8,NULL,NULL,NULL,NULL,NULL,27
2016,11,9.942857143,4.828571429,5.542857143,7.142857143,NULL,NULL,NULL,NULL,NULL,27
2016,12,6.285714286,3.171428571,3.971428571,5.4,NULL,NULL,NULL,NULL,NULL,27
2016,13,2.057142857,2.028571429,2.028571429,2.028571429,NULL,NULL,NULL,NULL,NULL,27
2016,14,0,0,0,0,NULL,NULL,NULL,NULL,NULL,27
2016,15,10.2,7.628571429,9.314285714,10.02857143,NULL,NULL,NULL,NULL,NULL,27
2016,16,2.228571429,1.6,1.714285714,2.228571429,NULL,NULL,NULL,NULL,NULL,27
2016,17,7.342857143,6.457142857,7.085714286,7.285714286,NULL,NULL,NULL,NULL,NULL,27
2016,18,11.22857143,7.028571429,10.65714286,11.11428571,NULL,NULL,NULL,NULL,NULL,27
2016,19,6.771428571,5.971428571,6.714285714,6.771428571,NULL,NULL,NULL,NULL,NULL,27
2016,20,11.91428571,7.942857143,9.971428571,10.71428571,NULL,NULL,NULL,NULL,NULL,27
2016,21,3.171428571,1.742857143,2.028571429,2.257142857,NULL,NULL,NULL,NULL,NULL,27
2016,22,7,4.685714286,5.828571429,6.514285714,NULL,NULL,NULL,NULL,NULL,27
2016,23,6.685714286,4.571428571,6.057142857,6.171428571,NULL,NULL,NULL,NULL,NULL,27
2016,24,7.571428571,5.685714286,6.514285714,7.142857143,NULL,NULL,NULL,NULL,NULL,27
2016,25,11.05714286,4.857142857,6.571428571,9.457142857,NULL,NULL,NULL,NULL,NULL,27
2016,26,8.114285714,4,5.257142857,6.4,NULL,NULL,NULL,NULL,NULL,27
2016,27,0,0,0,0,NULL,NULL,NULL,NULL,NULL,27
2016,28,1.6,1.057142857,1.257142857,1.571428571,NULL,NULL,NULL,NULL,NULL,27
2016,29,4.085714286,2.542857143,3.485714286,3.771428571,NULL,NULL,NULL,NULL,NULL,27
2016,30,19.02857143,8.971428571,11.2,14.28571429,NULL,NULL,NULL,NULL,NULL,27
2016,31,2.428571429,1.657142857,1.828571429,1.857142857,NULL,NULL,NULL,NULL,NULL,27
2016,32,1.571428571,1.085714286,1.428571429,1.485714286,NULL,NULL,NULL,NULL,NULL,27
2016,33,1.457142857,0.885714286,1.4,1.4,NULL,NULL,NULL,NULL,NULL,27
2016,34,4.171428571,3.657142857,3.828571429,3.942857143,NULL,NULL,NULL,NULL,NULL,27
2016,35,5.857142857,3.657142857,4.485714286,5.485714286,NULL,NULL,NULL,NULL,NULL,27
2016,36,2.3,1.6,1.9,2.05,NULL,NULL,NULL,NULL,NULL,27
2016,1,5.7,2.1,3.2,5,NULL,NULL,NULL,NULL,NULL,28
2016,2,0.514285714,0.142857143,0.2,0.314285714,NULL,NULL,NULL,NULL,NULL,28
2016,3,6.571428571,5.114285714,6.428571429,6.542857143,NULL,NULL,NULL,NULL,NULL,28
2016,4,4.371428571,3.571428571,3.942857143,4,NULL,NULL,NULL,NULL,NULL,28
2016,5,2.542857143,1.971428571,2.057142857,2.142857143,NULL,NULL,NULL,NULL,NULL,28
2016,6,5.828571429,4.2,4.457142857,4.828571429,NULL,NULL,NULL,NULL,NULL,28
2016,7,3.085714286,1.571428571,1.828571429,1.942857143,NULL,NULL,NULL,NULL,NULL,28
2016,8,12.57142857,2.885714286,3.685714286,5.142857143,NULL,NULL,NULL,NULL,NULL,28
2016,9,3.457142857,2.257142857,2.514285714,2.685714286,NULL,NULL,NULL,NULL,NULL,28
2016,10,0.028571429,0.028571429,0.028571429,0.028571429,NULL,NULL,NULL,NULL,NULL,28
2016,11,4.457142857,3.257142857,4.2,4.4,NULL,NULL,NULL,NULL,NULL,28
2016,12,0.314285714,0.285714286,0.314285714,0.314285714,NULL,NULL,NULL,NULL,NULL,28
2016,13,0.514285714,0.428571429,0.514285714,0.514285714,NULL,NULL,NULL,NULL,NULL,28
2016,14,0,0,0,0,NULL,NULL,NULL,NULL,NULL,28
2016,15,4.571428571,2.571428571,3.171428571,4.2,NULL,NULL,NULL,NULL,NULL,28
2016,16,4.857142857,2.971428571,4.6,4.685714286,NULL,NULL,NULL,NULL,NULL,28
2016,17,1.657142857,0.942857143,1.342857143,1.657142857,NULL,NULL,NULL,NULL,NULL,28
2016,18,1.314285714,1.257142857,1.314285714,1.314285714,NULL,NULL,NULL,NULL,NULL,28
2016,19,0,0,0,0,NULL,NULL,NULL,NULL,NULL,28
2016,20,9.971428571,7.057142857,9.314285714,9.714285714,NULL,NULL,NULL,NULL,NULL,28
2016,21,10.54285714,9,9.742857143,10.17142857,NULL,NULL,NULL,NULL,NULL,28
2016,22,6.314285714,4.428571429,5.314285714,5.942857143,NULL,NULL,NULL,NULL,NULL,28
2016,23,4.828571429,3.485714286,4.142857143,4.257142857,NULL,NULL,NULL,NULL,NULL,28
2016,24,3.742857143,2.257142857,2.657142857,3.057142857,NULL,NULL,NULL,NULL,NULL,28
2016,25,4.857142857,2.457142857,2.857142857,3.342857143,NULL,NULL,NULL,NULL,NULL,28
2016,26,5.628571429,1.885714286,2.571428571,3.6,NULL,NULL,NULL,NULL,NULL,28
2016,27,0.114285714,0.085714286,0.085714286,0.085714286,NULL,NULL,NULL,NULL,NULL,28
2016,28,3.771428571,3.4,3.428571429,3.771428571,NULL,NULL,NULL,NULL,NULL,28
2016,29,3.228571429,2.4,2.6,3.085714286,NULL,NULL,NULL,NULL,NULL,28
2016,30,14.34285714,8.371428571,9.6,10.77142857,NULL,NULL,NULL,NULL,NULL,28
2016,31,3.742857143,2.628571429,2.885714286,3.371428571,NULL,NULL,NULL,NULL,NULL,28
2016,32,10.48571429,9.228571429,10.11428571,10.28571429,NULL,NULL,NULL,NULL,NULL,28
2016,33,0.514285714,0.314285714,0.342857143,0.514285714,NULL,NULL,NULL,NULL,NULL,28
2016,34,3.257142857,2.742857143,2.857142857,3.085714286,NULL,NULL,NULL,NULL,NULL,28
2016,35,5.057142857,3.085714286,4.342857143,4.8,NULL,NULL,NULL,NULL,NULL,28
2016,36,3.6,2.45,2.8,2.95,NULL,NULL,NULL,NULL,NULL,28
2016,1,17.1,6.9,8,8.3,NULL,NULL,NULL,NULL,NULL,30
2016,2,0.085714286,0.057142857,0.057142857,0.085714286,NULL,NULL,NULL,NULL,NULL,30
2016,3,5.285714286,2.942857143,4.342857143,4.8,NULL,NULL,NULL,NULL,NULL,30
2016,4,7.657142857,4.914285714,5.657142857,6.314285714,NULL,NULL,NULL,NULL,NULL,30
2016,5,1.257142857,0.457142857,0.628571429,0.942857143,NULL,NULL,NULL,NULL,NULL,30
2016,6,4.857142857,2.571428571,2.714285714,3.714285714,NULL,NULL,NULL,NULL,NULL,30
2016,7,9.4,5.514285714,7.828571429,8.257142857,NULL,NULL,NULL,NULL,NULL,30
2016,8,14.53333333,3.533333333,6,7.633333333,NULL,NULL,NULL,NULL,NULL,30
2016,9,1.142857143,0.285714286,0.428571429,0.6,NULL,NULL,NULL,NULL,NULL,30
2016,10,0.085714286,0.028571429,0.028571429,0.057142857,NULL,NULL,NULL,NULL,NULL,30
2016,11,2.685714286,2.171428571,2.514285714,2.657142857,NULL,NULL,NULL,NULL,NULL,30
2016,12,2.028571429,1.6,1.857142857,1.885714286,NULL,NULL,NULL,NULL,NULL,30
2016,13,3.914285714,3.428571429,3.542857143,3.571428571,NULL,NULL,NULL,NULL,NULL,30
2016,14,0,0,0,0,NULL,NULL,NULL,NULL,NULL,30
2016,15,17.74285714,6.2,10.11428571,15.08571429,NULL,NULL,NULL,NULL,NULL,30
2016,16,5.571428571,4.885714286,5.314285714,5.514285714,NULL,NULL,NULL,NULL,NULL,30
2016,17,11.48571429,9.657142857,10.77142857,10.85714286,NULL,NULL,NULL,NULL,NULL,30
