Date,denguecases,AveUVIndex,MinUVIndex,MaxUVIndex,PSI,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,Max_Humidity_Percentage, Mean_Humidity_Percentage, Min_Humidity_Percentage,regionId
2/28/2016,340,NULL,NULL,NULL,50.25,0,0,0,0,28.7,31.4,26.75,14.2,42.3,89,76,56,2
2/29/2016,340,NULL,NULL,NULL,51.91666667,0,0,0,0,28.75,31.6,27.1,15.7,45.2,84,75,55,2
3/1/2016,352,NULL,NULL,NULL,52.16666667,0,0,0,0,28.7,31.85,26.75,14.2,42.5,89,75,54,2
3/2/2016,358,NULL,NULL,NULL,49.75,0,0,0,0,28.55,31.1,26.9,15.3,48.6,89,77,59,2
3/3/2016,358,NULL,NULL,NULL,52.91666667,0,0,0,0,28.6,31.65,26.9,14.2,43.2,84,76,59,2
3/4/2016,357,NULL,NULL,NULL,53,0.3,0.2,0.2,0.2,28.6,31.65,26.95,12.6,40.7,89,77,57,2
3/5/2016,272,NULL,NULL,NULL,47.20833333,0.05,0.05,0.05,0.05,28.85,32.15,26.95,10.6,34.4,94,80,58,2
3/6/2016,272,NULL,NULL,NULL,48.83333333,0,0,0,0,29.3,33.15,27.35,10.45,35.8,89,77,53,2
3/7/2016,272,NULL,NULL,NULL,47.33333333,1.6,1.25,1.25,1.6,28.8,32.25,27.3,10.25,34.4,89,80,58,2
3/8/2016,270,NULL,NULL,NULL,53.375,7.65,4.85,6.5,7.1,28.15,31.25,25.5,7.55,31.5,89,81,65,2
3/9/2016,275,NULL,NULL,NULL,52.54166667,0.05,0.05,0.05,0.05,29.2,32.6,27.05,8.65,27.5,89,77,53,2
3/10/2016,168,NULL,NULL,NULL,53.16666667,4.35,1.7,2.5,2.95,29.2,32.55,27.2,8.65,33.7,89,78,53,2
3/11/2016,165,NULL,NULL,NULL,53.75,0,0,0,0,29.5,33.15,27.5,9.2,31.15,94,76,49,2
3/12/2016,149,NULL,NULL,NULL,53,0,0,0,0,29.3,32.3,27.1,11.15,32.2,89,75,54,2
3/13/2016,149,NULL,NULL,NULL,52.70833333,3.75,2.35,2.9,3.2,28.65,33,25.65,9,40.1,89,77,50,2
3/14/2016,149,NULL,NULL,NULL,52.79166667,0.55,0.45,0.5,0.5,29,31.7,27.35,8.25,27.2,89,77,59,2
3/15/2016,155,NULL,NULL,NULL,55.41666667,0,0,0,0,29.15,32.65,27.2,10.6,36.2,89,74,50,2
3/16/2016,161,NULL,NULL,NULL,57.33333333,0,0,0,0,28.75,32.25,26.6,9.55,31.85,89,71,43,2
3/17/2016,159,NULL,NULL,NULL,58,0,0,0,0,29.15,33.75,26.5,8.6,33.45,89,73,46,2
3/18/2016,162,NULL,NULL,NULL,59.08333333,0,0,0,0,28.7,32.15,26.8,9,30.8,89,73,48,2
3/19/2016,170,NULL,NULL,NULL,61.33333333,0,0,0,0,28.85,32.2,26.55,9.2,30.45,89,73,53,2
3/20/2016,170,NULL,NULL,NULL,62.29166667,0.1,0.1,0.1,0.1,29.35,32.85,27.25,8.5,26.8,84,74,51,2
3/21/2016,170,4,0,9,62.04166667,10,5.9,8.45,9.7,29.2,32.35,27.1,7.35,27.5,89,78,52,2
3/22/2016,164,2,0,5,64.125,0.4,0.2,0.2,0.2,28.85,31.55,27,7.95,35.3,94,81,58,2
3/23/2016,180,2,0,5,62.41666667,0,0,0,0,29.4,33,27.25,7.4,26.45,94,80,53,2
3/24/2016,184,3,0,7,62.16666667,0,0,0,0,29.35,32.25,27.4,8.65,27.55,89,74,54,2
3/25/2016,172,4,0,9,63.375,4.45,3.95,4.45,4.45,29.1,32.15,27.4,8.3,31.5,89,72,46,2
3/26/2016,172,4,0,7,61.75,0,0,0,0,29.45,32.3,27.65,9.9,32.95,84,67,45,2
3/27/2016,172,4,0,10,59.125,0,0,0,0,29.65,32.7,27.8,13.1,43.95,84,71,46,2
3/28/2016,172,4,0,9,63.33333333,0,0,0,0,29.6,32.95,27.3,11.55,37.25,84,69,43,2
3/29/2016,164,2,-1,9,70.33333333,0,0,0,0,29.4,32.45,27.6,12.4,41.75,84,70,47,2
3/30/2016,149,4,0,9,79.5,0,0,0,0,29.45,33.05,27.3,11.2,32.25,84,70,46,2
3/31/2016,154,5,0,10,73.70833333,0,0,0,0,29.6,32.85,27.55,12.25,34.7,84,70,44,2
4/1/2016,156,3,-1,10,75.54166667,0,0,0,0,29.8,33.9,27.4,10.6,34.2,84,70,44,2
4/2/2016,163,3,-1,9,60.33333333,1.9,1.9,1.9,1.9,29.75,33.7,27.35,10.1,33.15,89,71,45,2
4/3/2016,163,2,0,5,57.5,5.2,3.9,4.25,4.55,29.1,32.25,27.45,6.65,34.05,89,79,58,2
4/4/2016,163,3,0,7,54.83333333,1.2,1.2,1.2,1.2,29.55,32.45,27.55,7.4,25.75,94,79,58,2
4/5/2016,175,1,-1,6,55.375,0.3,0.25,0.25,0.25,29.15,31.8,27.85,7.95,28.8,89,79,60,2
4/6/2016,168,3,0,9,55.83333333,0,0,0,0,29.35,32.2,27.3,8.85,30.95,94,75,49,2
4/7/2016,77,2,-1,6,60.875,0,0,0,0,29.4,32.7,27,8.3,28.8,89,72,45,2
4/8/2016,80,3,0,6,61.58333333,0,0,0,0,29.7,32.8,27.4,8.5,27.35,89,71,42,2
4/9/2016,82,2,0,7,59.75,12.95,7,8.65,10.2,28.85,32.3,25.9,6.8,33.5,94,79,62,2
4/10/2016,82,2,0,5,68.375,0.05,0.05,0.05,0.05,29.55,33.4,27.1,8.45,27.9,94,76,43,2
4/11/2016,82,4,-1,9,61.20833333,0,0,0,0,29.95,33,28.25,7.05,27.9,89,75,52,2
4/12/2016,78,4,0,9,73.20833333,4.5,3.4,4.25,4.45,29.9,33.15,26.4,8.1,31.65,89,76,46,2
4/13/2016,76,4,0,9,64.75,4.3,3.65,3.85,4.3,30,32.4,26,8.85,32.4,84,74,51,2
4/14/2016,67,4,0,9,68.58333333,4,2.1,3.35,3.9,29.95,33,27.4,8.1,28.45,89,77,56,2
4/15/2016,40,3,0,8,62.20833333,2.7,1.3,1.7,2.05,29.1,31,26.7,8.25,41.4,94,79,59,2
4/16/2016,41,2,0,7,55.66666667,1.9,1.9,1.9,1.9,30.1,32.9,27.75,7.35,31,89,74,55,2
4/17/2016,41,3,0,7,55.45833333,3.8,3.05,3.4,3.8,29.85,33.6,25.7,8.25,31.85,84,75,51,2
4/18/2016,41,3,0,8,58.91666667,0.05,0.05,0.05,0.05,30,33.2,27.35,7.05,23.6,94,72,49,2
4/19/2016,44,2,0,5,60.75,0,0,0,0,30.9,34.65,28.35,8.1,31.5,89,72,45,2
4/20/2016,43,3,0,6,62.75,1.5,1.35,1.45,1.5,29.45,33.35,27.3,6.3,28.8,89,77,59,2
4/21/2016,44,0,-1,5,58.375,0,0,0,0,30.4,34.8,28.15,7.95,33.1,89,69,40,2
4/22/2016,48,2,-1,6,58.83333333,11.75,7.9,10.55,11.75,29.55,31.85,27.05,8.3,25.75,89,76,56,2
4/23/2016,48,2,0,6,57.58333333,7.05,6.3,6.95,7,29.75,32.15,27.65,7.4,27.7,84,74,54,2
4/24/2016,48,3,0,8,55.375,2.5,2,2.05,2.3,29.7,31.55,28.35,7.55,28.25,94,79,58,2
4/25/2016,48,4,0,7,49.16666667,17.55,11.5,15.5,16.15,29.6,32.8,26.75,5.05,27.9,94,79,56,2
4/26/2016,50,3,0,8,54.41666667,12.95,9,12.7,12.85,29.55,31.7,26.1,8.1,31.5,94,79,57,2
4/27/2016,62,4,0,7,57.875,7.05,4.4,6.65,7.05,29.45,32.45,26.5,6.45,28.25,100,80,54,2
4/28/2016,66,4,0,9,56.375,9.8,7.4,9.45,9.55,30,32.95,27.95,5.4,26.85,94,82,55,2
4/29/2016,72,3,0,8,58.70833333,8.85,7.2,8.75,8.75,29.75,33.1,27.15,5.75,31.7,94,77,58,2
4/30/2016,71,3,0,9,73.70833333,0.05,0.05,0.05,0.05,29.25,32.5,27.55,6.3,29.55,94,79,58,2
5/1/2016,71,3,0,7,73.5,0,0,0,0,30.2,33.3,27.6,7.2,21.8,94,75,40,2
5/2/2016,71,4,0,8,51,1.25,1.25,1.25,1.25,30.1,32.95,28.85,6.65,27.75,84,76,62,2
5/3/2016,71,3,0,8,49.91666667,0,0,0,0,30.6,33.85,28.55,7.35,23.05,94,73,43,2
5/5/2016,61,4,0,9,44.20833333,0,0,0,0,30.75,33.05,28.85,8.65,24.3,84,70,49,2
5/6/2016,63,2,0,5,50.08333333,2.15,2.1,2.15,2.15,30.15,33.6,28.25,6.1,25.7,89,77,52,2
5/7/2016,50,3,0,8,57.70833333,0,0,0,0,30.1,33.7,28.4,5.6,25.4,89,77,56,2
5/8/2016,50,2,0,4,56.54166667,0.2,0.2,0.2,0.2,30.2,32.95,28.1,6.3,27.15,89,76,55,2
5/9/2016,50,1,0,5,57.375,0.65,0.65,0.65,0.65,30,32.3,28,6.3,26.1,89,75,56,2
5/10/2016,50,3,0,6,62.70833333,0.15,0.1,0.15,0.15,30.4,33.2,28.35,7.95,23.95,89,74,51,2
5/11/2016,19,0,-1,5,46.95833333,0,0,0,0,30.6,33.15,28.7,8.65,27,84,70,49,2
5/12/2016,21,3,0,6,44.75,37.15,22.65,31.45,36.85,29.5,32.6,26.05,5.75,39.75,94,78,54,2
5/13/2016,12,2,-1,8,57.70833333,0.3,0.3,0.3,0.3,30.05,32.55,28.2,8.45,32.2,94,78,54,2
5/14/2016,14,2,0,7,52.625,15.55,13.85,15.15,15.5,29.4,31.45,25.25,7.35,39.2,89,80,51,2
5/15/2016,14,2,0,6,55.5,10.75,7.75,9.05,10.4,28.3,32.15,25.4,7.4,36.4,94,86,62,2
5/16/2016,14,2,0,4,54.70833333,5.8,2.7,2.9,5.35,29.1,31.7,27.2,8.25,30.05,94,80,58,2
5/17/2016,18,3,0,7,53.20833333,27.25,17.2,21.1,26,28.8,33.75,25.3,7.4,40.5,100,82,46,2
5/18/2016,19,3,0,7,61.5,2.35,1.95,2.3,2.35,29.5,32,27.4,6.45,25.35,94,80,59,2
5/19/2016,23,2,0,6,60.08333333,14.5,10.05,11.45,13.05,29.3,33.3,25,8.45,39.05,100,83,63,2
5/20/2016,23,3,0,6,53.375,5.45,5.3,5.4,5.4,29.15,32.05,27.1,7.55,33.65,100,83,65,2
5/21/2016,23,2,0,6,50.125,0.15,0.15,0.15,0.15,30.5,33.05,28.6,7.55,20.2,89,79,60,2
5/22/2016,23,4,0,8,53.91666667,2.8,1.15,1.85,1.9,29,30.95,25.65,11,42.45,94,78,60,2
5/23/2016,23,2,0,5,39.375,35.3,21.1,26.05,28.5,28.4,32.25,24.55,9.55,53.1,100,83,63,2
5/24/2016,24,2,0,5,47.125,6.9,5.9,6.9,6.9,29.85,33.6,26.55,6.8,35.1,94,78,55,2
5/25/2016,24,3,0,6,48.54166667,0.15,0.1,0.1,0.1,30.2,31.9,28.05,10.8,29.35,89,75,56,2
5/26/2016,21,3,0,7,50.20833333,5.25,4.55,5,5,30.55,33.2,25.85,8.65,43.55,89,77,59,2
5/27/2016,22,0,0,1,43.79166667,0.75,0.55,0.55,0.55,28.8,31.45,25.85,12.05,36.4,94,76,54,2
5/28/2016,22,2,0,5,37.79166667,0,0,0,0,30.45,33,29.1,11.15,25.55,89,75,62,2
5/29/2016,22,3,0,8,39.83333333,14.2,8.4,9.15,13,29.45,32.05,25.3,8.8,34.55,94,77,65,2
5/30/2016,22,3,0,8,43.66666667,4.9,4.65,4.75,4.75,29.9,32.35,25.7,7.4,43.75,89,74,51,2
5/31/2016,22,1,0,3,54.08333333,3.85,2.25,2.9,3.5,28.4,31.1,25.7,9.15,48.75,94,81,56,2
6/1/2016,23,3,0,7,50.375,0.75,0.75,0.75,0.75,29.45,32.3,26.4,7.4,35.1,94,74,49,2
6/2/2016,23,2,0,5,59.58333333,6.7,5,5.95,6.15,28.4,31.7,25.65,6.5,40.1,89,81,57,2
6/3/2016,23,1,0,6,56.20833333,14.5,10.25,12.75,14.3,29.15,32.25,26.45,7.4,36.4,94,79,62,2
6/4/2016,21,4,0,8,56.375,3.7,3,3.5,3.7,29.6,32.45,27.9,8.1,40.5,84,76,59,2
6/5/2016,21,4,0,8,61.66666667,2.3,1.05,1.2,1.4,27.6,28.6,25.95,7.95,38.5,94,84,70,2
6/6/2016,21,4,0,7,57.91666667,0.05,0.05,0.05,0.05,29.05,31.65,26.85,8.45,26.1,94,81,62,2
6/7/2016,17,2,0,6,54.70833333,0,0,0,0,30.35,33,28.05,8.45,32.05,89,74,51,2
6/8/2016,18,3,0,8,51.70833333,0.65,0.65,0.65,0.65,30.4,32.7,28.45,7.55,30.75,84,74,49,2
6/9/2016,21,1,0,4,60.95833333,16.65,10.35,14.3,15.8,28.7,31.1,25.3,7.9,49.7,94,81,60,2
6/10/2016,20,1,0,4,65.95833333,2.6,1.9,2.3,2.3,29.5,32.35,26.95,7.05,66.2,94,81,58,2
6/11/2016,20,2,0,4,60.66666667,2.2,1.9,2,2,29.05,31.75,26.85,9.15,32.75,94,79,59,2
6/12/2016,20,3,0,7,55.5,8.05,3.4,5.45,7.05,28.7,30.9,26.65,12.4,39.8,94,82,58,2
6/13/2016,20,1,0,3,36.91666667,0.95,0.95,0.95,0.95,29.15,31.3,27.1,10.05,36.7,89,78,59,2
6/14/2016,22,1,0,3,35.875,0.4,0.4,0.4,0.4,29.3,31.8,27.15,8.1,32.95,94,77,55,2
6/15/2016,20,3,0,7,51.91666667,0.35,0.3,0.35,0.35,29.2,31.65,26.55,9.2,44.1,94,80,55,2
6/16/2016,19,2,0,4,53.875,32.55,22.1,30,32.55,28.9,30.7,25.5,10.8,43.4,100,78,62,2
6/17/2016,21,3,0,6,50.41666667,5.5,5.1,5.2,5.2,29.1,30.8,26.4,9.7,34.35,89,78,59,2
6/18/2016,18,2,0,6,36.04166667,21.33333333,10.66666667,14.06666667,16,27.25,30.15,23.95,12.05,44.65,94,87,75,2
6/19/2016,18,2,0,5,39.25,0.333333333,0.133333333,0.2,0.266666667,27.9,30.25,25.85,8.3,32.75,94,84,65,2
6/20/2016,18,3,0,7,57.75,0,0,0,0,28.1,30.05,26.35,7.9,32.55,94,76,58,2
6/21/2016,13,3,0,7,53.25,0,0,0,0,28.85,31.5,26.3,10.1,33.85,89,69,44,2
6/22/2016,17,3,0,6,53.79166667,0.333333333,0.333333333,0.333333333,0.333333333,29.55,31.75,27.6,8.1,27,89,74,62,2
6/23/2016,22,3,0,7,57.16666667,3.133333333,1.933333333,2.133333333,2.466666667,28,31.45,25.3,9.4,43.2,89,82,59,2
6/24/2016,23,2,0,4,51.58333333,0,0,0,0,29.9,32.5,27.45,10.8,25,94,76,55,2
6/25/2016,21,3,0,6,48.45833333,29.33333333,9.333333333,14.4,21.46666667,27.3,30.3,23.45,8.25,43.6,100,84,68,2
6/26/2016,21,3,0,6,48.95833333,0,0,0,0,29.6,32.1,28,12.1,30.6,89,75,53,2
6/27/2016,21,3,0,6,41.75,0.6,0.4,0.466666667,0.466666667,29.45,30.9,27.4,10.45,33.3,94,78,65,2
6/28/2016,27,3,0,8,46.875,0,0,0,0,29.35,30.8,28.35,11.7,27.55,84,73,55,2
6/29/2016,23,4,0,8,39.83333333,0,0,0,0,29.75,32.3,28.05,11.35,26.45,89,70,48,2
6/30/2016,27,3,0,8,54.875,0,0,0,0,30.55,33,28.85,8.25,22.7,84,67,42,2
7/1/2016,28,3,0,6,57.25,0,0,0,0,30.45,32.75,29,9.2,21.8,84,73,51,2
7/2/2016,27,3,0,7,55.375,0,0,0,0,30.45,32.6,28.6,9,20.85,89,76,57,2
7/3/2016,27,1,0,4,56.875,0,0,0,0,30.4,33.15,28.9,10.1,23.9,84,74,57,2
7/4/2016,27,2,-1,7,54.95833333,0,0,0,0,30.5,33.65,29.05,10.25,27.9,84,73,51,2
7/5/2016,30,1,0,3,52.45833333,0,0,0,0,30.5,33.3,28.85,9.9,22.85,84,72,54,2
7/6/2016,36,1,0,3,49.66666667,0,0,0,0,30.55,33.6,28.85,10.3,26.1,84,71,43,2
7/7/2016,36,2,0,3,49.375,0.266666667,0.266666667,0.266666667,0.266666667,29.5,31.55,27,8.65,41.6,84,75,53,2
7/8/2016,43,3,0,7,54.04166667,0.2,0.2,0.2,0.2,30,32.15,27.95,10.6,30.75,89,75,54,2
7/9/2016,47,3,0,8,46.79166667,5.6,3.266666667,3.6,5.133333333,29.3,31.85,24.9,11.15,47,94,73,58,2
7/10/2016,47,2,0,6,42.95833333,0,0,0,0,30.25,33,28.65,12.25,26.65,84,70,49,2
7/11/2016,47,2,0,5,38.54166667,0,0,0,0,30.3,32.7,28.85,9.7,25.35,84,71,49,2
7/12/2016,52,2,0,5,44.875,11,6.266666667,9.666666667,10.6,28.5,30.1,24.8,11.15,48.6,89,82,67,2
7/13/2016,54,3,0,7,46.33333333,0,0,0,0,30.25,32.65,28.4,8.65,23.4,84,74,54,2
7/14/2016,65,1,0,2,47.75,3.733333333,3,3.533333333,3.733333333,28.55,31.4,25.8,9.7,40.15,89,78,59,2
7/15/2016,70,3,0,7,53.375,3.066666667,1.333333333,2.066666667,2.866666667,27.9,30.4,25.7,10.8,46.1,94,82,68,2
7/16/2016,66,3,0,7,52.95833333,11.86666667,6.733333333,9.8,11.53333333,28.2,31.25,25.75,8.65,38,94,81,66,2
7/17/2016,66,2,0,4,52.83333333,0.4,0.333333333,0.333333333,0.4,29.1,31.7,26.55,10.8,31.65,94,76,46,2
7/18/2016,66,1,0,3,54.95833333,5.533333333,5.4,5.533333333,5.533333333,28.05,31.65,24.7,9.2,48.4,94,79,55,2
7/19/2016,71,3,0,8,58.83333333,7.8,6.266666667,6.533333333,7,28.1,30.5,26.4,11.5,49.35,100,85,62,2
7/20/2016,71,3,0,6,50.41666667,11.86666667,8.6,10.13333333,11.26666667,28.1,31.9,24.35,12.6,45.9,94,76,55,2
7/21/2016,74,4,0,8,47.5,38.8,13.53333333,19,22.8,27.45,29.7,23.75,9,40.85,100,84,67,2
7/22/2016,73,2,0,4,56.20833333,38.5,15.16666667,24.73333333,33.3,27.6,30.75,23.65,9.2,36.55,100,83,56,2
7/23/2016,66,3,0,7,57.33333333,4.566666667,1.2,2.066666667,2.4,26.9,29.05,25.2,10.3,40.7,96,89,74,2
7/24/2016,66,2,0,7,52.79166667,1.166666667,0.966666667,1.033333333,1.033333333,27.7,30.95,25.2,11.35,32.95,94,82,60,2
7/25/2016,66,4,0,8,37,11.33333333,6.433333333,6.766666667,7.166666667,27.75,30.85,24.6,9.55,38.15,94,80,60,2
7/26/2016,68,2,0,5,36.95833333,0.333333333,0.333333333,0.333333333,0.333333333,27.8,29.05,26.25,11,39.25,89,77,65,2
7/27/2016,51,4,0,8,53.16666667,13.6,10.8,13.06666667,13.26666667,27.05,30.65,24.75,11.35,49.9,89,82,72,2
7/28/2016,37,3,0,7,51.20833333,0,0,0,0,28.9,32,25.65,8.8,25,94,78,50,2
7/29/2016,38,2,0,7,56.16666667,8,4.933333333,7.833333333,8,28.9,31.05,25,10.05,46.4,84,74,58,2
7/30/2016,42,3,0,8,54.625,0,0,0,0,29.15,31.4,27.1,11.55,31.3,94,73,49,2
7/31/2016,42,2,0,6,49.20833333,0,0,0,0,29.45,31.95,28.1,8.45,27.55,89,74,60,2
8/1/2016,42,3,0,8,46.45833333,12.73333333,12.33333333,12.73333333,12.73333333,28.5,31.75,25.25,9.35,30.25,94,81,53,2
