Year,Month,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,LocationId
2016,2,6.331034483,2.862068966,3.655172414,4.386206897,NULL,NULL,NULL,NULL,NULL,49
2016,3,3.264516129,2.329032258,2.909677419,3.15483871,NULL,NULL,NULL,NULL,NULL,49
2016,4,5.68,3.973333333,4.86,5.58,NULL,NULL,NULL,NULL,NULL,49
2016,5,7.6,4.987096774,6.206451613,6.838709677,NULL,NULL,NULL,NULL,NULL,49
2016,6,11.99333333,6.466666667,8.36,10.15333333,NULL,NULL,NULL,NULL,NULL,49
2016,7,10.42580645,6.716129032,8.535483871,9.683870968,NULL,NULL,NULL,NULL,NULL,49
2016,1,5.141935484,3.632258065,4.580645161,4.787096774,NULL,NULL,NULL,NULL,NULL,50
2016,2,6.331034483,2.565517241,3.068965517,3.662068966,NULL,NULL,NULL,NULL,NULL,50
2016,3,1.135483871,0.793548387,0.974193548,1.006451613,NULL,NULL,NULL,NULL,NULL,50
2016,4,8.113333333,6.046666667,7.153333333,7.686666667,NULL,NULL,NULL,NULL,NULL,50
2016,5,5.009677419,3.674193548,4.429032258,4.793548387,NULL,NULL,NULL,NULL,NULL,50
2016,7,6.066666667,3.833333333,4.544444444,4.933333333,NULL,NULL,NULL,NULL,NULL,50
2016,8,4.167741935,2.941935484,3.683870968,3.929032258,NULL,NULL,NULL,NULL,NULL,50
2016,1,6.135483871,4.167741935,4.761290323,5.103225806,27.68064516,31.41290323,25.55806452,6.093548387,34.84516129,51
2016,2,7.393103448,3.172413793,3.95862069,4.786206897,27.25517241,30.54827586,25.02413793,7.344827586,38.59655172,51
2016,3,3.838709677,1.580645161,2.232258065,3.432258065,28.35483871,32.26774194,26.16774194,7.106451613,34.25483871,51
2016,4,5.366666667,4.473333333,4.993333333,5.18,28.90666667,32.72333333,26.25333333,6.416666667,33.02333333,51
2016,5,5.04516129,3.35483871,4.141935484,4.670967742,28.83225806,32.57741935,26.21935484,6.45483871,34.00967742,51
2016,6,5.073333333,2.92,3.766666667,4.42,28.13666667,31.26333333,25.79666667,6.54,33.03666667,51
2016,7,5.335483871,3.129032258,4.019354839,4.458064516,27.88064516,31.03548387,25.31612903,7.035483871,33.98064516,51
2016,8,1.583333333,1.283333333,1.483333333,1.55,28.40909091,31.2,26.22727273,8.358333333,37.23333333,51
2016,1,2.722580645,1.593548387,2.096774194,2.309677419,NULL,NULL,NULL,NULL,NULL,53
2016,2,5.179310345,1.924137931,2.310344828,2.524137931,NULL,NULL,NULL,NULL,NULL,53
2016,3,1.032258065,0.8,0.974193548,1.032258065,NULL,NULL,NULL,NULL,NULL,53
2016,4,2.56,1.973333333,2.18,2.32,NULL,NULL,NULL,NULL,NULL,53
2016,5,4.393548387,3.24516129,3.858064516,4.167741935,NULL,NULL,NULL,NULL,NULL,53
2016,6,2.753333333,1.28,1.5,1.933333333,NULL,NULL,NULL,NULL,NULL,53
2016,7,4.090322581,2.477419355,3.058064516,3.470967742,NULL,NULL,NULL,NULL,NULL,53
2016,8,2.953846154,2.115384615,2.553846154,2.784615385,NULL,NULL,NULL,NULL,NULL,53
2016,1,5.664516129,3.948387097,4.406451613,4.735483871,NULL,NULL,NULL,NULL,NULL,54
2016,2,5.448275862,2.117241379,2.827586207,3.579310345,NULL,NULL,NULL,NULL,NULL,54
2016,3,1.548387097,1.212903226,1.348387097,1.374193548,NULL,NULL,NULL,NULL,NULL,54
2016,4,7.08,5.14,6.34,6.973333333,NULL,NULL,NULL,NULL,NULL,54
2016,5,9.025806452,5.64516129,7.148387097,8.367741935,NULL,NULL,NULL,NULL,NULL,54
2016,6,9.213333333,5.366666667,6.786666667,7.466666667,NULL,NULL,NULL,NULL,NULL,54
2016,7,13.48387097,8.490322581,10.90322581,12.25806452,NULL,NULL,NULL,NULL,NULL,54
2016,1,9.083870968,6.4,6.987096774,8.077419355,27.91935484,31.25806452,25.74516129,5.032258065,26.08387097,55
2016,2,7.344827586,3.662068966,4.634482759,5.44137931,27.83793103,31.5862069,25.59310345,6.437931034,25.47586207,55
2016,3,3.309677419,1.780645161,2.658064516,3.232258065,28.97419355,32.76129032,26.57096774,5.564516129,24.89677419,55
2016,4,3.366666667,2.326666667,2.913333333,3.093333333,29.66296296,32.98,27.01666667,5.136666667,25.89666667,55
2016,5,6.04516129,4.012903226,4.95483871,5.509677419,29.54285714,32.57096774,26.59032258,5.835483871,28.53870968,55
