Date,denguecases,AveUVIndex,MinUVIndex,MaxUVIndex,PSI,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,Max_Humidity_Percentage, Mean_Humidity_Percentage, Min_Humidity_Percentage,regionId
1/1/2016,405,NULL,NULL,NULL,39.33333333,6.528571429,3.814285714,4.1,5.385714286,26.4,28.7,24.86666667,9.366666667,37.66666667,100,84,64,3
1/2/2016,404,NULL,NULL,NULL,50.375,19.96666667,8.166666667,11.5,15.56666667,25.3,27.4,22.9,5.95,40.3,100,90,82,3
1/3/2016,404,NULL,NULL,NULL,47.125,1.066666667,0.4,0.633333333,0.733333333,25.65,26.9,24.75,5.4,30.25,100,92,83,3
1/4/2016,404,NULL,NULL,NULL,36.70833333,4.666666667,3.166666667,4.033333333,4.366666667,27.05,31.2,24.8,5.95,31.7,100,83,62,3
1/5/2016,409,NULL,NULL,NULL,37.45833333,3.7,3.4,3.7,3.7,28.2,32.05,25.8,6.8,29.5,94,82,55,3
1/6/2016,376,NULL,NULL,NULL,36.5,2.6,1.8,1.84,2.04,28.1,31.65,26.15,6.85,30.75,89,80,62,3
1/7/2016,401,NULL,NULL,NULL,38.75,0,0,0,0,28.35,32.5,26.05,8.1,36,89,76,57,3
1/8/2016,408,NULL,NULL,NULL,41.04166667,0,0,0,0,28.2,32.4,25.6,7.4,35.45,89,76,48,3
1/9/2016,416,NULL,NULL,NULL,41.29166667,3.766666667,3,3.766666667,3.766666667,28.4,32.65,25.7,7.75,37.45,94,78,54,3
1/10/2016,416,NULL,NULL,NULL,44.04166667,0.033333333,0.033333333,0.033333333,0.033333333,28.6,32.95,26.2,6.5,31.85,89,78,57,3
1/11/2016,416,NULL,NULL,NULL,42.875,14.53333333,7.9,9.5,10.53333333,27.75,32.5,25.45,5.25,27,89,78,58,3
1/12/2016,440,NULL,NULL,NULL,36.16666667,0.033333333,0.033333333,0.033333333,0.033333333,28.5,32.4,26.2,6.85,31.5,89,76,54,3
1/13/2016,471,NULL,NULL,NULL,35.66666667,0.3,0.266666667,0.266666667,0.3,28.55,31.9,26.3,7,32,89,77,58,3
1/14/2016,495,NULL,NULL,NULL,38.08333333,12.1,9.1,10,11.6,28,32.7,25.95,5.8,30.6,94,79,63,3
1/15/2016,502,NULL,NULL,NULL,36.70833333,14.23333333,9.9,12.4,14.03333333,27.35,31.25,24.9,4.3,24.85,89,82,62,3
1/16/2016,514,NULL,NULL,NULL,55.5,9.566666667,6.1,7.633333333,8.8,27.3,31.05,25.5,4.15,19.1,94,84,54,3
1/17/2016,514,NULL,NULL,NULL,55.20833333,17.13333333,16.06666667,16.76666667,16.76666667,27.2,32.15,24.25,4.35,30.6,100,86,67,3
1/18/2016,514,NULL,NULL,NULL,53.45833333,11.63333333,7.933333333,9.3,10.76666667,27.65,33.4,24.95,5.4,28.8,94,81,59,3
1/19/2016,541,NULL,NULL,NULL,50.79166667,4.6,3.6,3.6,3.766666667,27.85,30.55,25.85,5.4,35.85,91,79,61,3
1/20/2016,552,NULL,NULL,NULL,53.375,6.3,5.033333333,5.066666667,5.066666667,27.4,31.15,25.5,5.6,29.5,94,78,56,3
1/21/2016,582,NULL,NULL,NULL,41.79166667,0.233333333,0.2,0.2,0.233333333,27.8,31.1,26.25,5.4,29.35,89,77,55,3
1/22/2016,600,NULL,NULL,NULL,52.875,18.2,9.466666667,11.96666667,12.5,27.4,31.65,24.75,5,41.75,94,79,64,3
1/23/2016,612,NULL,NULL,NULL,44.58333333,6.933333333,6.033333333,6.333333333,6.4,27.4,32.45,25.4,7,33.45,89,77,53,3
1/24/2016,612,NULL,NULL,NULL,48.54166667,1.233333333,1.1,1.2,1.233333333,28.2,32.2,26,8.65,44.1,89,77,57,3
1/25/2016,612,NULL,NULL,NULL,49,8.633333333,4.7,5.2,5.933333333,27.35,30.85,25.45,7.75,40.7,84,76,59,3
1/26/2016,632,NULL,NULL,NULL,51.25,2.666666667,1.3,1.3,1.666666667,27.05,29.3,25.3,6.5,35.45,89,81,66,3
1/27/2016,666,NULL,NULL,NULL,46.75,0,0,0,0,28.25,31.8,25.75,7,32.05,94,79,59,3
1/28/2016,679,NULL,NULL,NULL,43.125,13.86666667,7.633333333,10.36666667,11.53333333,27.55,32.5,25.3,6.15,30.4,89,77,55,3
1/29/2016,670,NULL,NULL,NULL,54.95833333,10.46666667,7.4,8.766666667,9.866666667,27.35,31.55,24.85,5.6,31.15,94,79,60,3
1/30/2016,672,NULL,NULL,NULL,51.79166667,0.033333333,0.033333333,0.033333333,0.033333333,28.45,33,25.8,6.3,27.15,89,77,52,3
1/31/2016,672,NULL,NULL,NULL,43.875,4.233333333,3.6,3.9,4.1,27.6,32.65,25.5,6.15,29.35,84,75,53,3
2/1/2016,672,NULL,NULL,NULL,40.375,0.033333333,0.033333333,0.033333333,0.033333333,28.55,33,25.75,7.75,40.5,94,74,54,3
2/2/2016,684,NULL,NULL,NULL,46.95833333,4.666666667,3.733333333,4.266666667,4.5,27.45,31.3,24.45,6.5,35.85,100,79,54,3
2/3/2016,680,NULL,NULL,NULL,52.33333333,0,0,0,0,28.2,32.6,25.25,6.1,29.7,89,77,51,3
