month,denguecases,AveUVIndex,MinUVIndex,MaxUVIndex,PSI,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,Max_Humidity_Percentage,Mean_Humidity_Percentage,Min_Humidity_Percentage,regionId
1,223,NULL,NULL,NULL,41.05107527,4.980645161,3.340437158,3.981967213,4.308196721,28.00967742,31.34677419,26.07580645,14.79193548,43.53225806,91.96774194,79.77419355,59.64516129,1
2,287,NULL,NULL,NULL,43.82327586,6.288439306,2.465895954,3.147976879,3.797687861,27.81724138,30.83448276,25.88103448,18.00689655,46.3637931,91.31034483,79.03448276,60.20689655,1
3,66,3,0,8,53.70698925,2.464673913,1.542391304,1.875,2.192391304,28.83548387,32.33870968,26.86774194,16.21,40.59677419,88.35483871,74.93548387,51.80645161,1
4,74,3,0,7,61.65277778,5.418888889,3.7,4.546666667,5.052,29.53333333,33.01,27.32,13.86,38.00666667,90.7,75.86666667,52.5,1
5,81,3,0,7,54.68682796,5.960215054,4.190967742,5.001290323,5.44516129,29.53225806,32.71612903,27.10322581,13.88870968,40.96935484,92.03225806,77.41935484,55.32258065,1
6,67,2,0,6,57.17638889,5.457777778,2.914666667,3.816,4.593333333,28.98333333,31.41333333,26.62166667,14.215,41.66666667,91.23333333,77.7,57.83333333,1
7,107,2,0,6,56.81989247,6.802150538,3.950537634,4.630645161,5.266129032,28.7,31.3,26.16935484,14.28548387,43.11129032,90.61290323,77.41935484,57.4516129,1
8,35,3,0,7,62.62777778,3.81344086,2.687096774,3.275268817,3.562365591,28.99354839,31.65806452,26.63064516,16.69193548,42.61290323,88.96774194,74.12903226,54.12903226,1
9,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.83333333,75.33333333,53.04166667,1
