month,denguecases,AveUVIndex,MinUVIndex,MaxUVIndex,PSI,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,Max_Humidity_Percentage, Mean_Humidity_Percentage, Min_Humidity_Percentage,regionId
1,97,NULL,NULL,NULL,42.57123656,6.255151515,3.991638796,4.618394649,5.084615385,27.97771429,31.78295455,25.53863636,8.233526012,33.73757225,91.96774194,79.77419355,59.64516129,5
2,72,NULL,NULL,NULL,43.52298851,6.86344086,2.6544,3.3688,4.1216,27.64242424,31.40447761,25.20373134,10.75746269,36.17985075,91.31034483,79.03448276,60.20689655,5
3,6,3,0,8,54.00403226,2.472434018,1.510967742,1.883225806,2.163225806,28.785,32.98532609,26.29347826,9.252150538,33.74139785,88.35483871,74.93548387,51.80645161,5
4,3,3,0,7,61.04861111,5.234242424,3.582666667,4.347333333,4.899333333,29.24099379,33.35762712,26.46497175,7.513333333,31.85333333,90.7,75.86666667,52.5,5
5,12,3,0,7,50.18548387,6.509090909,4.237419355,5.178709677,5.797741935,29.21213873,33.07837838,26.26162162,7.169892473,32.90698925,92.03225806,77.41935484,55.32258065,5
6,2,2,0,6,50.13888889,7.924050633,3.784965035,5.183916084,6.265734266,28.49590643,31.59833333,25.99611111,7.086666667,31.58222222,91.23333333,77.7,57.83333333,5
7,12,2,0,6,50.2110215,8.411888112,4.938823529,6.039607843,6.750980392,28.43107345,31.50054054,25.47513514,7.364864865,32.85945946,90.61290323,77.41935484,57.4516129,5
8,48,3,0,7,56.61388889,3.777926421,2.27761194,2.894029851,3.236567164,28.94712644,31.92688172,26.1983871,8.737634409,34.57311828,88.96774194,74.12903226,54.12903226,5
9,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.83333333,75.33333333,53.04166667,5
