month,denguecases,AveUVIndex,MinUVIndex,MaxUVIndex,PSI,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,Max_Humidity_Percentage,Mean_Humidity_Percentage,Min_Humidity_Percentage,regionId
1,214,NULL,NULL,NULL,43.50268817,3.904032258,2.244354839,2.942741935,3.281451613,28.52419355,31.71111111,26.42539683,8.607936508,34.19047619,91.96774194,79.77419355,59.64516129,2
2,340,NULL,NULL,NULL,46.73563218,6.052173913,2.455652174,3.163478261,3.71826087,28.08448276,30.98793103,26.06551724,11.26724138,37.87413793,91.31034483,79.03448276,60.20689655,2
3,154,3,0,8,57.99596774,1.072580645,0.679032258,0.875806452,0.970967742,29.07741935,32.38064516,27.05483871,10.17903226,34.31129032,88.35483871,74.93548387,51.80645161,2
4,71,3,0,7,60.46388889,4.063333333,2.895,3.63,3.851666667,29.68,32.78666667,27.22333333,7.641666667,30.11833333,90.7,75.86666667,52.5,2
5,22,3,0,7,51.68682796,6.403225806,4.374193548,5.214516129,5.958064516,29.71451613,32.60645161,27.02741935,8.003225806,32.78064516,92.03225806,77.41935484,55.32258065,2
6,27,2,0,6,51.90277778,5.224528302,3.150943396,4.103773585,4.664150943,29.07166667,31.48333333,26.78833333,9.223333333,35.645,91.23333333,77.7,57.83333333,2
7,42,2,0,6,50.38709677,6.075531915,3.426595745,4.443617021,5.092553191,28.89193548,31.55645161,26.40483871,10.15806452,35.59193548,90.61290323,77.41935484,57.4516129,2
8,27,3,0,7,55.26944445,3,2.162831858,2.615044248,2.857522124,29.28870968,31.6,26.83225806,12.36612903,36.70806452,88.96774194,74.12903226,54.12903226,2
9,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.83333333,75.33333333,53.04166667,2
