month,denguecases,AveUVIndex,MinUVIndex,MaxUVIndex,PSI,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,Max_Humidity_Percentage, Mean_Humidity_Percentage, Min_Humidity_Percentage,regionId
1,672,NULL,NULL,NULL,45.12903226,6.51420765,4.274863388,5.00273224,5.576502732,27.61935484,31.45555556,25.41111111,6.36031746,32.52222222,91.96774194,79.77419355,59.64516129,3
2,226,NULL,NULL,NULL,49.37787356,6.37816092,2.74137931,3.398850575,4.052873563,27.2637931,30.75689655,24.97931034,7.431034483,36.76034483,91.31034483,79.03448276,60.20689655,3
3,225,3,0,8,54.78763441,3.070967742,1.807526882,2.361290323,2.808602151,28.3483871,32.57580645,25.98548387,7.127419355,32.53709677,88.35483871,74.93548387,51.80645161,3
4,173,3,0,7,57.475,6.562222222,4.718888889,5.596666667,6.167777778,28.86833333,33.105,26.06833333,5.965,30.33666667,90.7,75.86666667,52.5,3
5,128,3,0,7,49.2688172,7.425806452,5.018817204,6.105913978,6.85483871,28.86451613,32.99354839,26.0983871,5.456451613,29.96612903,92.03225806,77.41935484,55.32258065,3
6,100,2,0,6,48.99861111,7.548888889,3.89,4.991111111,5.992222222,28.13666667,31.465,25.57833333,5.723333333,29.07,91.23333333,77.7,57.83333333,3
7,197,2,0,6,47.44758065,7.821505376,4.670967742,6.032258065,6.809677419,27.92419355,31.37903226,25.18225806,6.437096774,29.56451613,90.61290323,77.41935484,57.4516129,3
8,167,3,0,7,51.975,4.085714286,2.925714286,3.584761905,3.904761905,28.40909091,31.2,26.22727273,8.358333333,37.23333333,88.96774194,74.12903226,54.12903226,3
9,171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.83333333,75.33333333,53.04166667,3
