Date,denguecases,AveUVIndex,MinUVIndex,MaxUVIndex,PSI,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,Max_Humidity_Percentage, Mean_Humidity_Percentage, Min_Humidity_Percentage,regionId
1/31/2016,223,NULL,NULL,NULL,36.875,4.366666667,3.466666667,3.633333333,3.666666667,27.6,32.2,25.85,17.1,43.55,84,75,53,1
2/1/2016,223,NULL,NULL,NULL,35.83333333,0,0,0,0,28.8,32.85,26.2,19.3,43.35,94,74,54,1
2/2/2016,230,NULL,NULL,NULL,47.5,2.866666667,1.866666667,2,2.433333333,28,31.3,25.45,16.55,46.25,100,79,54,1
2/3/2016,244,NULL,NULL,NULL,40.58333333,0,0,0,0,28.3,32,26.6,14.25,35.65,89,77,51,1
2/4/2016,253,NULL,NULL,NULL,35.79166667,9.666666667,6.333333333,7.133333333,8.033333333,27.6,30.8,25.75,14.4,42.5,89,79,64,1
2/5/2016,229,NULL,NULL,NULL,34.41666667,13.68333333,7.5,9.5,13.13333333,27.9,31.2,25.95,12.25,38.85,94,81,61,1
2/6/2016,230,NULL,NULL,NULL,36.75,11.05,4.833333333,5.633333333,5.633333333,28.4,31.55,25.2,18,52.55,94,81,60,1
2/7/2016,230,NULL,NULL,NULL,38.20833333,22.71666667,12.33333333,14.4,15.3,27.2,28.45,25.3,26.45,59.4,100,85,70,1
2/8/2016,230,NULL,NULL,NULL,53.83333333,0.366666667,0.333333333,0.333333333,0.366666667,27.5,29.2,26.75,22.7,48.2,83,74,64,1
2/9/2016,230,NULL,NULL,NULL,57.33333333,0,0,0,0,27.2,29,26.1,15.85,34.55,83,79,68,1
2/10/2016,230,NULL,NULL,NULL,53.125,0.566666667,0.333333333,0.333333333,0.466666667,27.2,29.05,25.85,16.35,37.25,89,82,70,1
2/11/2016,203,NULL,NULL,NULL,33.16666667,0.066666667,0.066666667,0.066666667,0.066666667,27.4,30.15,25.9,14.8,36,94,84,65,1
2/12/2016,202,NULL,NULL,NULL,33.08333333,10.26666667,7.633333333,9.933333333,10.36666667,27.6,31.45,25.15,13.5,44.3,94,81,61,1
2/13/2016,208,NULL,NULL,NULL,36.5,0.033333333,0.033333333,0.033333333,0.033333333,28.1,31.45,26.7,16.75,40.35,94,81,57,1
2/14/2016,208,NULL,NULL,NULL,40.20833333,4.9,3.96,3.96,4.24,28.1,30.8,26.8,12.8,36,94,81,62,1
2/15/2016,208,NULL,NULL,NULL,45.20833333,0,0,0,0,28.5,32.15,26.9,17.3,59.6,94,79,57,1
2/16/2016,209,NULL,NULL,NULL,48.08333333,0,0,0,0,28.7,31.65,26.45,24.85,58.1,89,76,54,1
2/17/2016,225,NULL,NULL,NULL,51.375,0,0,0,0,28.3,31.35,26.1,22.85,47,79,69,48,1
2/18/2016,229,NULL,NULL,NULL,55.29166667,0.15,0.133333333,0.133333333,0.133333333,27.8,30.9,25.2,14.05,44.65,89,76,57,1
2/19/2016,235,NULL,NULL,NULL,41.5,87.76666667,17.3,27.4,37.6,25.5,27.95,23.75,12.45,51.15,100,93,79,1
2/20/2016,233,NULL,NULL,NULL,39.5,4.633333333,2.966666667,3.066666667,3.5,26.8,29.45,24.9,15.5,45.55,100,86,67,1
2/21/2016,233,NULL,NULL,NULL,51.79166667,0,0,0,0,27.6,30.55,25.55,17.1,42.65,89,78,61,1
2/22/2016,233,NULL,NULL,NULL,44.41666667,0,0,0,0,28,31.55,25.95,17.65,48.25,84,73,51,1
2/23/2016,236,NULL,NULL,NULL,45.95833333,0,0,0,0,27.9,31.65,25.95,18,50.05,89,78,59,1
2/24/2016,267,NULL,NULL,NULL,47.5,13.21666667,5.966666667,7.333333333,8.733333333,26.8,29.6,24.6,16,52.75,100,89,78,1
2/25/2016,282,NULL,NULL,NULL,43.08333333,0.133333333,0.133333333,0.133333333,0.133333333,27.9,31,25.8,25.75,60.3,94,77,55,1
2/26/2016,287,NULL,NULL,NULL,48.20833333,0.05,0.033333333,0.033333333,0.033333333,28.3,31.6,26.2,21.05,45.55,83,72,52,1
2/27/2016,287,NULL,NULL,NULL,41.25,0,0,0,0,28.3,32.05,26.25,18.75,43.75,94,77,56,1
2/28/2016,287,NULL,NULL,NULL,43.95833333,0,0,0,0,28.4,31.55,26.6,22.1,49.1,89,76,56,1
2/29/2016,287,NULL,NULL,NULL,47.41666667,0,0,0,0,28.6,31.95,26.65,24.85,50.9,84,75,55,1
3/1/2016,292,NULL,NULL,NULL,44.83333333,0,0,0,0,28.5,32.1,26.5,21.25,46.95,89,75,54,1
3/2/2016,167,NULL,NULL,NULL,50.95833333,0,0,0,0,28.5,31.35,26.6,25,52,89,77,59,1
3/3/2016,173,NULL,NULL,NULL,45.95833333,0,0,0,0,28.6,31.75,26.7,22.1,48.45,84,76,59,1
3/4/2016,159,NULL,NULL,NULL,46.54166667,0.4,0.166666667,0.166666667,0.2,28.5,31.2,26.75,20.15,45.35,89,77,57,1
3/5/2016,159,NULL,NULL,NULL,41.125,2.633333333,2.033333333,2.2,2.566666667,28,31.7,25.7,17.65,47.35,94,80,58,1
3/6/2016,159,NULL,NULL,NULL,41.54166667,0.266666667,0.266666667,0.266666667,0.266666667,28.7,32.1,27.25,16.75,38.35,89,77,53,1
3/7/2016,159,NULL,NULL,NULL,39.25,1.133333333,0.933333333,1.066666667,1.133333333,28.3,31.9,27,15.65,37.45,89,80,58,1
3/8/2016,161,NULL,NULL,NULL,49.95833333,20.33333333,9.866666667,13.96666667,16.93333333,28.3,31.8,26.25,13.15,42.45,89,81,65,1
3/9/2016,125,NULL,NULL,NULL,51.75,0.066666667,0.066666667,0.066666667,0.066666667,28.6,32.7,26.95,13.5,31.85,89,77,53,1
3/10/2016,127,NULL,NULL,NULL,50.45833333,6.483333333,5.4,5.766666667,6,28.7,33,26.65,11.5,31.85,89,78,53,1
3/11/2016,131,NULL,NULL,NULL,54.41666667,0.066666667,0.066666667,0.066666667,0.066666667,28.8,33.05,27.15,14.6,39.45,94,76,49,1
3/12/2016,131,NULL,NULL,NULL,46.125,0,0,0,0,28.9,32.2,27.2,14.8,36,89,75,54,1
3/13/2016,131,NULL,NULL,NULL,41.29166667,26.75,14.06666667,18.33333333,23.76666667,28,32.05,24.55,13.1,43.2,89,77,50,1
3/14/2016,131,NULL,NULL,NULL,50.33333333,2.366666667,2.066666667,2.1,2.366666667,28.8,32.75,27.05,12.45,32.95,89,77,59,1
3/15/2016,81,NULL,NULL,NULL,53.08333333,0,0,0,0,28.9,32.25,26.9,15.3,36.9,89,74,50,1
3/16/2016,90,NULL,NULL,NULL,51.16666667,0,0,0,0,28.5,32.5,26.3,12.25,32.95,89,71,43,1
3/17/2016,72,NULL,NULL,NULL,54,0,0,0,0,28.9,33.1,26.1,14.95,35.3,89,73,46,1
3/18/2016,72,NULL,NULL,NULL,55.95833333,0,0,0,0,28.5,32.25,26.6,13.15,30.95,89,73,48,1
3/19/2016,70,NULL,NULL,NULL,59.375,0,0,0,0,28.7,32.55,26.8,15.3,33.65,89,73,53,1
3/20/2016,70,NULL,NULL,NULL,57.25,3.083333333,1.566666667,1.6,1.633333333,29.1,32.15,27.25,12.4,33.1,84,74,51,1
3/21/2016,70,4,0,9,59.625,7.466666667,6.366666667,7.4,7.733333333,29.1,32.7,27.4,12.4,31.5,89,78,52,1
3/22/2016,73,2,0,5,59.5,4.433333333,4.333333333,4.4,4.4,28.9,32,27,17.45,46.8,94,81,58,1
3/23/2016,73,2,0,5,58.5,0,0,0,0,29.3,32.7,27.4,18,39.05,94,80,53,1
3/24/2016,71,3,0,7,57.5,0,0,0,0,29.1,32.25,27.25,13.85,36.55,89,74,54,1
3/25/2016,71,4,0,9,58.95833333,0.1,0.1,0.1,0.1,29,32.95,27.25,12.6,44.45,89,72,46,1
3/26/2016,71,4,0,7,57.08333333,0,0,0,0,29.5,32.15,27.6,18,43.55,84,67,45,1
3/27/2016,71,4,0,10,56.875,0,0,0,0,29.7,32.85,27.65,21.25,50,84,71,46,1
3/28/2016,71,4,0,9,57.20833333,0,0,0,0,29.6,32.8,27.4,21.2,55.25,84,69,43,1
3/29/2016,69,2,-1,9,63.375,0,0,0,0,29.4,32.8,27.15,20.2,47.15,84,70,47,1
3/30/2016,64,4,0,9,77.20833333,0,0,0,0,29.2,32.45,27.25,17.8,44.85,84,70,46,1
3/31/2016,66,5,0,10,73.70833333,0,0,0,0,29.3,32.4,27.3,19.25,42.85,84,70,44,1
4/1/2016,61,3,-1,10,68.45833333,0,0,0,0,29.4,32.95,26.95,18.9,40.85,84,70,44,1
4/2/2016,60,3,-1,9,68.58333333,0.25,0,0,0,29.4,33.35,27.15,16.75,45.2,89,71,45,1
4/3/2016,60,2,0,5,59.33333333,21.88333333,9.64,14.96,21.36,29.2,32.75,27.3,13.85,35.8,89,79,58,1
4/4/2016,60,3,0,7,56.41666667,7.2,5.6,6.8,7,29.4,32.65,27.65,15.3,37.45,94,79,58,1
4/5/2016,60,1,-1,6,55.625,0.566666667,0.56,0.56,0.56,29.1,31.95,27,13.1,38.85,89,79,60,1
4/6/2016,63,3,0,9,55.125,0,0,0,0,29.3,33.25,27.15,12.8,38.55,94,75,49,1
4/7/2016,64,2,-1,6,59.08333333,0,0,0,0,29.3,33.9,27.2,12.6,32.75,89,72,45,1
4/8/2016,71,3,0,6,61.95833333,0,0,0,0,29.5,33.5,27.55,13.65,33.3,89,71,42,1
4/9/2016,72,2,0,7,62.25,20.61666667,11.72,15.24,19.24,28.9,33.45,26.1,11.55,40.65,94,79,62,1
4/10/2016,72,2,0,5,61,0.133333333,0.16,0.16,0.16,29.5,33.85,27.2,12.95,33.85,94,76,43,1
4/11/2016,72,4,-1,9,58.58333333,1.6,1.6,1.68,1.68,29.9,32.4,28.45,14.4,36.55,89,75,52,1
4/12/2016,75,4,0,9,67.91666667,9.466666667,4.92,7.2,8,29.7,32.95,26.85,18.9,46.1,89,76,46,1
4/13/2016,59,4,0,9,63.95833333,1.5,1.68,1.8,1.8,29.9,33.2,28.15,23.2,48.6,84,74,51,1
4/14/2016,59,4,0,9,67.58333333,3.55,1.68,2,2,30,33.3,27.5,18,39.4,89,77,56,1
4/15/2016,56,3,0,8,58.29166667,2.25,1.48,1.64,1.8,29,30.95,27.05,16.75,52.75,94,79,59,1
4/16/2016,52,2,0,7,56.75,8.566666667,5.08,5.32,5.6,30.1,33.85,26.65,11.2,34,89,74,55,1
4/17/2016,52,3,0,7,58.375,6.033333333,4.96,5.88,6,29.5,35,26.35,11.2,45.15,84,75,51,1
4/18/2016,52,3,0,8,58.41666667,0,0,0,0,30.1,33.9,28.2,12.45,30.25,94,72,49,1
4/19/2016,52,2,0,5,67.79166667,0,0,0,0,30.3,33.85,28.65,14.6,34.75,89,72,45,1
4/20/2016,58,3,0,6,60.33333333,5.15,5.6,5.8,6.08,29.5,33.7,27.65,11.35,33.65,89,77,59,1
4/21/2016,64,0,-1,5,59.08333333,0.733333333,0.84,0.88,0.88,29.9,34.2,28.1,12.8,34.35,89,69,40,1
4/22/2016,67,2,-1,6,58.08333333,14.05,13.24,14.96,15.72,29.3,33.3,27.7,10.6,38.35,89,76,56,1
4/23/2016,67,2,0,6,56.04166667,11.4,11.08,12.76,12.8,29.7,32.15,28.05,10.65,32.4,84,74,54,1
4/24/2016,67,3,0,8,59.16666667,0,0,0,0,29.3,31.25,26.95,13.35,32.2,94,79,58,1
4/25/2016,67,4,0,7,52.91666667,8.05,5.68,5.8,6.56,29.6,33.05,27.45,10.05,31.5,94,79,56,1
4/26/2016,68,3,0,8,61.58333333,2.166666667,1.88,2.04,2.04,29.2,31.45,26.85,15.85,39.75,94,79,57,1
4/27/2016,69,4,0,7,67.04166667,5.366666667,4.72,5.32,5.44,29.7,32.15,27.85,12.25,33.85,100,80,54,1
4/28/2016,72,4,0,9,70.41666667,0.183333333,0.2,0.2,0.2,30,32.95,28.1,12.05,41.95,94,82,55,1
4/29/2016,72,3,0,8,70.58333333,22.88333333,10.76,17.16,18.4,29.4,32.85,25.8,10.45,38.15,94,77,58,1
4/30/2016,74,3,0,9,68.83333333,8.966666667,7.92,8.24,8.24,28.9,32.25,26,14.25,39.25,94,79,58,1
5/1/2016,74,3,0,7,64.79166667,0,0,0,0,30,33.65,27.7,11.15,27,94,75,40,1
5/2/2016,74,4,0,8,55.66666667,4.633333333,4,5,5.4,29.8,33.15,27.4,10.4,32.55,84,76,62,1
5/3/2016,74,3,0,8,61.04166667,0,0,0,0,30.2,34.45,28.25,10.1,26.45,94,73,43,1
5/5/2016,82,4,0,9,54.54166667,0,0,0,0,30.3,34.15,28.35,11.15,32.75,84,70,49,1
5/6/2016,74,2,0,5,52.79166667,11.56666667,12.72,13.76,13.84,30.1,34.35,28.4,10.8,36.9,89,77,52,1
5/7/2016,73,3,0,8,61,0.033333333,0.04,0.04,0.04,30,33.55,28.25,13.5,36.55,89,77,56,1
5/8/2016,73,2,0,4,63.5,0.333333333,0.36,0.4,0.4,29.9,33.5,27.9,11.35,42.65,89,76,55,1
5/9/2016,73,1,0,5,62.125,0.833333333,1,1,1,29.7,32.35,27.6,14.25,35.65,89,75,56,1
5/10/2016,77,3,0,6,58.58333333,1.666666667,0.96,1,1.6,30.2,34.1,28.35,10.05,26.1,89,74,51,1
5/11/2016,18,0,-1,5,51.875,0,0,0,0,30.1,33.1,28.75,11,31.5,84,70,49,1
5/12/2016,28,3,0,6,53.95833333,31.33333333,22.6,28.84,30.28,29.6,33.45,25.8,11.5,42.3,94,78,54,1
5/13/2016,26,2,-1,8,57.58333333,1.266666667,0.88,0.88,0.88,29.7,32.35,27.9,13.85,39.6,94,78,54,1
5/14/2016,24,2,0,7,60.20833333,8.316666667,7.12,8.12,8.16,29.1,31.85,25.9,15.3,46.45,89,80,51,1
5/15/2016,24,2,0,6,59.625,18.33333333,12.48,15.24,18.88,28.5,32.15,25.8,12.45,38.35,94,86,62,1
5/16/2016,24,2,0,4,55.95833333,3.516666667,3.24,3.64,4,29.2,32.05,27.2,14.55,36.9,94,80,58,1
5/17/2016,25,3,0,7,53.33333333,16.46666667,8.28,9.48,10.76,29.2,32.85,25.7,18.15,51.5,100,82,46,1
5/18/2016,35,3,0,7,63.16666667,5.033333333,5.64,6,6,29.6,32.1,27.6,12.25,37.8,94,80,59,1
5/19/2016,44,2,0,6,69.70833333,15.78333333,12.84,13.32,14,29.2,32.25,26.05,12.95,45.9,100,83,63,1
5/20/2016,50,3,0,6,58.75,0,0,0,0,29,31.75,27.25,12.45,39.95,100,83,65,1
5/21/2016,57,2,0,6,57.375,0,0,0,0,29.9,32.85,26.75,14.9,32.4,89,79,60,1
5/22/2016,57,4,0,8,55.29166667,11.45,4.48,5.8,6.24,28.9,31.15,25.4,23.05,56.35,94,78,60,1
5/23/2016,57,2,0,5,32.875,26.78333333,13.8,19.24,23.44,28.8,32.45,25,15.1,60.3,100,83,63,1
5/24/2016,59,2,0,5,51.41666667,0.583333333,0.04,0.04,0.04,30.1,33.45,27.25,11.7,42.8,94,78,55,1
5/25/2016,59,3,0,6,56.70833333,1.2,1.32,1.44,1.44,29.6,32,27.75,16.35,43,89,75,56,1
5/26/2016,70,3,0,7,47.875,8.366666667,9.08,9.8,9.88,29.9,33.15,26.3,11.55,51.65,89,77,59,1
5/27/2016,74,0,0,1,45.70833333,0.233333333,0.16,0.2,0.28,28.2,31.3,26.95,18.55,48.25,94,76,54,1
5/28/2016,77,2,0,5,39.29166667,0,0,0,0,29.8,32.4,27.2,17.5,37.45,89,75,62,1
5/29/2016,77,3,0,8,37.25,14.01666667,6.8,9.36,9.72,29.3,31.35,26.65,13.5,43.4,94,77,65,1
5/30/2016,77,3,0,8,45.08333333,0.25,0.16,0.16,0.16,29.8,32.4,27.7,18,35.1,89,74,51,1
5/31/2016,81,1,0,3,53.45833333,2.766666667,1.92,2.28,2.36,28.3,31.7,26.75,16.2,63,94,81,56,1
6/1/2016,84,3,0,7,54.75,0,0,0,0,29.5,32.85,26.35,16.95,49.5,94,74,49,1
6/2/2016,90,2,0,5,63.54166667,16.9,13.24,18.16,18.48,28.4,31.05,25.5,9.9,54.2,89,81,57,1
6/3/2016,91,1,0,6,59.25,5.316666667,5.04,6.12,6.2,29.1,31.95,26.55,11.55,45.9,94,79,62,1
6/4/2016,99,4,0,8,67.54166667,0,0,0,0,29.5,32.35,27.4,10.95,35.65,84,76,59,1
6/5/2016,99,4,0,8,63.95833333,3.183333333,2.16,2.32,2.6,27.9,28.7,25,10.25,48.6,94,84,70,1
6/6/2016,99,4,0,7,62.58333333,0.033333333,0.04,0.04,0.04,28.9,31.4,27.1,13.5,32.95,94,81,62,1
6/7/2016,109,2,0,6,60.375,1.033333333,1.24,1.24,1.24,30,32.8,28.4,11.5,33.45,89,74,51,1
6/8/2016,113,3,0,8,58.625,0.45,0.16,0.16,0.16,30,32.5,27.85,12.75,36.9,84,74,49,1
6/9/2016,120,1,0,4,62.375,17.03333333,12.96,17.28,19.28,28.8,30.9,24.95,13.15,52.2,94,81,60,1
6/10/2016,103,1,0,4,66.16666667,7.366666667,4.68,4.72,4.72,29.6,32.5,26.85,14.05,46.45,94,81,58,1
6/11/2016,109,2,0,4,62.08333333,4.15,3.12,3.2,3.2,29.1,31.3,27.5,15.3,44.45,94,79,59,1
6/12/2016,109,3,0,7,56.91666667,2.716666667,1.04,1.56,2.2,29,31.25,26.7,17.1,43.2,94,82,58,1
6/13/2016,109,1,0,3,51.33333333,0.833333333,1,1,1,28.9,31.35,27.1,15.65,38.35,89,78,59,1
6/14/2016,69,1,0,3,54.70833333,2.866666667,2,3.36,3.36,29,31.9,25.75,16.95,37.95,94,77,55,1
6/15/2016,63,3,0,7,58.54166667,0.033333333,0.04,0.04,0.04,29.1,31.55,27.45,17.85,52.7,94,80,55,1
6/16/2016,67,2,0,4,62.625,13.4,3.56,4.96,6.4,28.8,30.4,26.2,17.1,42.85,100,78,62,1
6/17/2016,63,3,0,6,60.58333333,4.35,4.08,4.08,4.12,28.9,30.7,26.6,14,41.95,89,78,59,1
6/18/2016,68,2,0,6,56.29166667,33.43333333,14.28,21.56,30.4,27.6,29.6,23.7,21.75,55.25,94,87,75,1
6/19/2016,68,2,0,5,43.33333333,0.416666667,0.2,0.2,0.28,28.3,30.15,26.5,14.55,39.1,94,84,65,1
6/20/2016,68,3,0,7,56.95833333,0.033333333,0.04,0.04,0.04,28.1,30,25.9,11.7,29.2,94,76,58,1
6/21/2016,63,3,0,7,54.16666667,0.166666667,0.16,0.16,0.16,28.5,31.4,26.25,16.7,43.75,89,69,44,1
6/22/2016,67,3,0,6,58.04166667,0.05,0,0,0,29.5,32.2,27.2,13.3,33.45,89,74,62,1
6/23/2016,62,3,0,7,61.16666667,6.033333333,5.6,5.76,5.8,28.1,31.3,25.6,10.8,54.9,89,82,59,1
6/24/2016,65,2,0,4,54.375,0,0,0,0,29.7,31.75,25.4,14.75,30.75,94,76,55,1
6/25/2016,68,3,0,6,47.16666667,43.43333333,12.44,18.16,27.72,27.5,29.6,23.45,12.75,71.1,100,84,68,1
6/26/2016,68,3,0,6,51.91666667,0.033333333,0.04,0.04,0.04,29.2,31.75,27.6,17.45,35.8,89,75,53,1
6/27/2016,68,3,0,6,45.66666667,0.4,0.24,0.24,0.24,29.4,31.45,28.2,14.6,39.95,94,78,65,1
6/28/2016,70,3,0,8,52.70833333,0.033333333,0.04,0.04,0.04,29.1,30.8,28,17.3,36.55,84,73,55,1
6/29/2016,64,4,0,8,46,0.033333333,0.04,0.04,0.04,29.4,33.1,27.8,16.2,32.75,89,70,48,1
6/30/2016,67,3,0,8,56.41666667,0,0,0,0,30,33.8,28.3,12.25,31.65,84,67,42,1
7/1/2016,67,3,0,6,59.875,0,0,0,0,30.1,32.9,27.85,10.8,28.05,84,73,51,1
7/2/2016,71,3,0,7,65.04166667,0,0,0,0,30.2,32.85,28,10.6,25,89,76,57,1
7/3/2016,71,1,0,4,62.375,0,0,0,0,30.1,32.65,28.45,12.8,25.2,84,74,57,1
7/4/2016,71,2,-1,7,58.25,0,0,0,0,30.2,32.85,28.65,12.6,25.9,84,73,51,1
7/5/2016,68,1,0,3,53.83333333,0,0,0,0,30,33.1,28.4,14.05,30.75,84,72,54,1
7/6/2016,71,1,0,3,55.41666667,0,0,0,0,30,32.85,28.45,14.75,34,84,71,43,1
7/7/2016,71,2,0,3,52,2.966666667,2.9,2.966666667,2.966666667,29.2,31.7,26.25,13.3,41.4,84,75,53,1
7/8/2016,73,3,0,7,55.5,2.8,2.6,2.6,2.6,29.8,31.65,27.25,18.15,41.05,89,75,54,1
7/9/2016,76,3,0,8,53.875,13.83333333,7.9,9.333333333,13.36666667,29.1,31.2,24.4,14.4,55.65,94,73,58,1
7/10/2016,76,2,0,6,61.5,0,0,0,0,29.9,32.4,28.2,15.3,32.4,84,70,49,1
7/11/2016,76,2,0,5,56.33333333,0,0,0,0,29.8,32.35,28.35,13.5,34.55,84,71,49,1
7/12/2016,76,2,0,5,64.91666667,15.68333333,10.7,13.46666667,14.53333333,28.6,30.45,25.3,17.6,67.5,89,82,67,1
7/13/2016,80,3,0,7,54.33333333,0,0,0,0,30,32.55,27.95,12.25,31.65,84,74,54,1
7/14/2016,77,1,0,2,52.875,3.95,3.333333333,3.7,3.733333333,28.2,31.15,25.35,13.15,67.7,89,78,59,1
7/15/2016,76,3,0,7,59.83333333,5.233333333,4.333333333,4.7,4.8,27.7,29.65,25.2,12.2,56.3,94,82,68,1
7/16/2016,80,3,0,7,59.625,6.633333333,4.4,5.9,6.266666667,27.9,30.85,25.3,14.6,52.2,94,81,66,1
7/17/2016,80,2,0,4,55.75,0.15,0.1,0.133333333,0.133333333,28.9,31.75,26.75,15.3,37.8,94,76,46,1
7/18/2016,80,1,0,3,55.08333333,11.08333333,9.266666667,11.1,11.1,28.3,31.4,25.85,12.25,50.6,94,79,55,1
7/19/2016,80,3,0,8,57.41666667,11.03333333,6.933333333,8.566666667,9.433333333,28.5,30.95,23.85,18.4,61.2,100,85,62,1
7/20/2016,85,3,0,6,54.625,10.26666667,6.066666667,7.933333333,9.3,28,31.5,23.55,23.2,50.05,94,76,55,1
7/21/2016,87,4,0,8,48.45833333,42.8,16.06666667,20.13333333,27.2,27.6,30.5,24.2,16.4,43.2,100,84,67,1
7/22/2016,87,2,0,4,56.125,32.81666667,12.9,14.13333333,16.4,27.7,30.05,24.65,15.3,53.3,100,83,56,1
7/23/2016,85,3,0,7,61.33333333,7.316666667,3,4.266666667,4.633333333,27.1,29.1,25.05,11,55.45,96,89,74,1
7/24/2016,85,2,0,7,55.08333333,8.683333333,4.5,4.866666667,5.366666667,27.4,31.1,24.95,12.1,33.65,94,82,60,1
7/25/2016,85,4,0,8,48.20833333,8.75,5.4,5.9,6.466666667,27.7,30.15,25.2,12.8,40.5,94,80,60,1
