Date,Year,WW,Month,PSI,RegionId
6/20/2016,2016,26,6,51,5
6/21/2016,2016,26,6,43.04166667,5
6/22/2016,2016,26,6,54.25,5
6/23/2016,2016,26,6,53.75,5
6/24/2016,2016,26,6,50.25,5
6/25/2016,2016,26,6,52.66666667,5
6/26/2016,2016,27,6,38.375,5
6/27/2016,2016,27,6,41.04166667,5
6/28/2016,2016,27,6,36.45833333,5
6/29/2016,2016,27,6,47.79166667,5
6/30/2016,2016,27,6,55.95833333,5
7/1/2016,2016,27,7,57.83333333,5
7/2/2016,2016,27,7,60.16666667,5
7/3/2016,2016,28,7,56.08333333,5
7/4/2016,2016,28,7,54,5
7/5/2016,2016,28,7,51.83333333,5
7/6/2016,2016,28,7,47.5,5
7/7/2016,2016,28,7,48.79166667,5
7/8/2016,2016,28,7,49.83333333,5
7/9/2016,2016,28,7,50.95833333,5
7/10/2016,2016,29,7,36.58333333,5
7/11/2016,2016,29,7,52.25,5
7/12/2016,2016,29,7,52.5,5
7/13/2016,2016,29,7,49.08333333,5
7/14/2016,2016,29,7,57.45833333,5
7/15/2016,2016,29,7,58.625,5
7/16/2016,2016,29,7,51.625,5
7/17/2016,2016,30,7,44.75,5
7/18/2016,2016,30,7,45.5,5
7/19/2016,2016,30,7,31.20833333,5
7/20/2016,2016,30,7,32.5,5
7/21/2016,2016,30,7,48.79166667,5
7/22/2016,2016,30,7,51.66666667,5
7/23/2016,2016,30,7,53.33333333,5
7/24/2016,2016,31,7,47.08333333,5
7/25/2016,2016,31,7,41.125,5
7/26/2016,2016,31,7,54.95833333,5
7/27/2016,2016,31,7,59.70833333,5
7/28/2016,2016,31,7,58.75,5
7/29/2016,2016,31,7,49.16666667,5
7/30/2016,2016,31,7,50.45833333,5
7/31/2016,2016,32,7,52.41666667,5
8/1/2016,2016,32,8,54.375,5
8/2/2016,2016,32,8,50.875,5
8/3/2016,2016,32,8,50.16666667,5
8/4/2016,2016,32,8,49.20833333,5
8/5/2016,2016,32,8,54.125,5
8/6/2016,2016,32,8,57.04166667,5
8/7/2016,2016,33,8,60.125,5
8/8/2016,2016,33,8,60.75,5
8/9/2016,2016,33,8,62.29166667,5
8/10/2016,2016,33,8,53.95833333,5
8/11/2016,2016,33,8,52.58333333,5
8/12/2016,2016,33,8,55.16666667,5
8/13/2016,2016,33,8,55.54166667,5
8/14/2016,2016,34,8,55.375,5
8/15/2016,2016,34,8,53.95833333,5
8/16/2016,2016,34,8,39.70833333,5
8/17/2016,2016,34,8,46.45833333,5
8/18/2016,2016,34,8,50.45833333,5
8/19/2016,2016,34,8,47.45833333,5
8/20/2016,2016,34,8,43.58333333,5
8/21/2016,2016,35,8,41.125,5
8/22/2016,2016,35,8,42.125,5
8/23/2016,2016,35,8,59.625,5
8/24/2016,2016,35,8,59,5
8/25/2016,2016,35,8,36.41666667,5
8/26/2016,2016,35,8,80.66666667,5
8/27/2016,2016,35,8,118.375,5
8/28/2016,2016,36,8,72.45833333,5
8/29/2016,2016,36,8,80,5
8/30/2016,2016,36,8,55.41666667,5
1/1/2016,2016,1,1,32.54166667,4
1/2/2016,2016,1,1,37.875,4
1/3/2016,2016,2,1,41.625,4
1/4/2016,2016,2,1,32.83333333,4
1/5/2016,2016,2,1,40.66666667,4
1/6/2016,2016,2,1,38.20833333,4
1/7/2016,2016,2,1,44.29166667,4
1/8/2016,2016,2,1,45.16666667,4
1/9/2016,2016,2,1,46.54166667,4
1/10/2016,2016,3,1,41.95833333,4
1/11/2016,2016,3,1,39.125,4
1/12/2016,2016,3,1,48.58333333,4
1/13/2016,2016,3,1,48.75,4
1/14/2016,2016,3,1,47.70833333,4
1/15/2016,2016,3,1,43.25,4
1/16/2016,2016,3,1,54.54166667,4
1/17/2016,2016,4,1,54.625,4
1/18/2016,2016,4,1,52.29166667,4
1/19/2016,2016,4,1,53.83333333,4
1/20/2016,2016,4,1,52.25,4
1/21/2016,2016,4,1,44.04166667,4
1/22/2016,2016,4,1,49.54166667,4
1/23/2016,2016,4,1,36.83333333,4
1/24/2016,2016,5,1,37.75,4
1/25/2016,2016,5,1,44.91666667,4
1/26/2016,2016,5,1,47.20833333,4
1/27/2016,2016,5,1,49.75,4
1/28/2016,2016,5,1,48.66666667,4
1/29/2016,2016,5,1,51.20833333,4
1/30/2016,2016,5,1,36.95833333,4
1/31/2016,2016,6,1,41.58333333,4
2/1/2016,2016,6,2,49.08333333,4
2/2/2016,2016,6,2,40.16666667,4
2/3/2016,2016,6,2,40.375,4
2/4/2016,2016,6,2,39.45833333,4
2/5/2016,2016,6,2,36.29166667,4
2/6/2016,2016,6,2,41.875,4
2/7/2016,2016,7,2,46.41666667,4
2/8/2016,2016,7,2,56.83333333,4
2/9/2016,2016,7,2,57.95833333,4
2/10/2016,2016,7,2,54.125,4
2/11/2016,2016,7,2,32.125,4
2/12/2016,2016,7,2,40.20833333,4
2/13/2016,2016,7,2,46.95833333,4
2/14/2016,2016,8,2,38.125,4
2/15/2016,2016,8,2,49.58333333,4
2/16/2016,2016,8,2,50.875,4
2/17/2016,2016,8,2,53.95833333,4
2/18/2016,2016,8,2,56.625,4
2/19/2016,2016,8,2,42.625,4
2/20/2016,2016,8,2,34,4
2/21/2016,2016,9,2,51.5,4
2/22/2016,2016,9,2,50.625,4
2/23/2016,2016,9,2,49.5,4
2/24/2016,2016,9,2,46.75,4
2/25/2016,2016,9,2,40.91666667,4
2/26/2016,2016,9,2,52.08333333,4
2/27/2016,2016,9,2,49.875,4
2/28/2016,2016,10,2,44.375,4
2/29/2016,2016,10,2,46.95833333,4
3/1/2016,2016,10,3,49.79166667,4
3/2/2016,2016,10,3,48.91666667,4
3/3/2016,2016,10,3,53.25,4
3/4/2016,2016,10,3,51.375,4
3/5/2016,2016,10,3,44.16666667,4
3/6/2016,2016,11,3,45,4
3/7/2016,2016,11,3,41.91666667,4
3/8/2016,2016,11,3,52.66666667,4
3/9/2016,2016,11,3,49.58333333,4
3/10/2016,2016,11,3,48.625,4
3/11/2016,2016,11,3,53.375,4
3/12/2016,2016,11,3,50,4
3/13/2016,2016,12,3,52.66666667,4
3/14/2016,2016,12,3,51.875,4
3/15/2016,2016,12,3,54.375,4
3/16/2016,2016,12,3,55.70833333,4
3/17/2016,2016,12,3,55.83333333,4
3/18/2016,2016,12,3,57.875,4
3/19/2016,2016,12,3,60.79166667,4
3/20/2016,2016,13,3,61.54166667,4
3/21/2016,2016,13,3,62.91666667,4
3/22/2016,2016,13,3,61.75,4
3/23/2016,2016,13,3,61.70833333,4
3/24/2016,2016,13,3,58.54166667,4
3/25/2016,2016,13,3,61.625,4
3/26/2016,2016,13,3,58.83333333,4
3/27/2016,2016,14,3,59.54166667,4
3/28/2016,2016,14,3,62.625,4
3/29/2016,2016,14,3,67.04166667,4
3/30/2016,2016,14,3,79.5,4
3/31/2016,2016,14,3,73.04166667,4
4/1/2016,2016,14,4,76.20833333,4
4/2/2016,2016,14,4,61.16666667,4
4/3/2016,2016,15,4,56.16666667,4
4/4/2016,2016,15,4,54.375,4
4/5/2016,2016,15,4,53.45833333,4
4/6/2016,2016,15,4,55,4
4/7/2016,2016,15,4,58.875,4
4/8/2016,2016,15,4,60.875,4
4/9/2016,2016,15,4,60.04166667,4
4/10/2016,2016,16,4,67,4
4/11/2016,2016,16,4,59.875,4
4/12/2016,2016,16,4,69.45833333,4
4/13/2016,2016,16,4,61.45833333,4
4/14/2016,2016,16,4,64.58333333,4
4/15/2016,2016,16,4,58.54166667,4
4/16/2016,2016,16,4,54.58333333,4
4/17/2016,2016,17,4,54.25,4
4/18/2016,2016,17,4,55.95833333,4
4/19/2016,2016,17,4,60.91666667,4
4/20/2016,2016,17,4,62.91666667,4
4/21/2016,2016,17,4,57.54166667,4
4/22/2016,2016,17,4,57.625,4
4/23/2016,2016,17,4,53.33333333,4
4/24/2016,2016,18,4,56.41666667,4
4/25/2016,2016,18,4,43.29166667,4
4/26/2016,2016,18,4,54.25,4
4/27/2016,2016,18,4,63.04166667,4
4/28/2016,2016,18,4,62.66666667,4
4/29/2016,2016,18,4,63.04166667,4
4/30/2016,2016,18,4,73.125,4
5/1/2016,2016,19,5,73.20833333,4
5/2/2016,2016,19,5,48.91666667,4
5/3/2016,2016,19,5,55.875,4
5/4/2016,2016,19,5,40.125,4
5/5/2016,2016,19,5,47.375,4
5/6/2016,2016,19,5,58.04166667,4
5/7/2016,2016,19,5,56.375,4
5/8/2016,2016,20,5,59.625,4
5/9/2016,2016,20,5,61.5,4
5/10/2016,2016,20,5,39.41666667,4
5/11/2016,2016,20,5,36.75,4
5/12/2016,2016,20,5,56.45833333,4
5/13/2016,2016,20,5,53.79166667,4
5/14/2016,2016,20,5,55.5,4
5/15/2016,2016,21,5,54.79166667,4
5/16/2016,2016,21,5,54.75,4
5/17/2016,2016,21,5,61.04166667,4
5/18/2016,2016,21,5,67.125,4
5/19/2016,2016,21,5,54.41666667,4
5/20/2016,2016,21,5,47.45833333,4
5/21/2016,2016,21,5,52.75,4
5/22/2016,2016,22,5,36.54166667,4
5/23/2016,2016,22,5,50.33333333,4
5/24/2016,2016,22,5,43.25,4
5/25/2016,2016,22,5,41.5,4
5/26/2016,2016,22,5,38.79166667,4
5/27/2016,2016,22,5,30.95833333,4
5/28/2016,2016,22,5,34.08333333,4
5/29/2016,2016,23,5,43.45833333,4
5/30/2016,2016,23,5,53.08333333,4
5/31/2016,2016,23,5,46.08333333,4
6/1/2016,2016,23,6,58.33333333,4
6/2/2016,2016,23,6,56.08333333,4
6/3/2016,2016,23,6,61.20833333,4
6/4/2016,2016,23,6,60.875,4
6/5/2016,2016,24,6,58.25,4
6/6/2016,2016,24,6,54.66666667,4
6/7/2016,2016,24,6,46.16666667,4
6/8/2016,2016,24,6,62.41666667,4
6/9/2016,2016,24,6,63.875,4
6/10/2016,2016,24,6,60.16666667,4
6/11/2016,2016,24,6,54.5,4
6/12/2016,2016,25,6,35.29166667,4
6/13/2016,2016,25,6,31.25,4
6/14/2016,2016,25,6,49.625,4
6/15/2016,2016,25,6,52.33333333,4
6/16/2016,2016,25,6,51.375,4
6/17/2016,2016,25,6,34.875,4
6/18/2016,2016,25,6,34.66666667,4
6/19/2016,2016,26,6,55.58333333,4
6/20/2016,2016,26,6,49.875,4
6/21/2016,2016,26,6,47.95833333,4
6/22/2016,2016,26,6,55.75,4
6/23/2016,2016,26,6,52.45833333,4
6/24/2016,2016,26,6,44.95833333,4
6/25/2016,2016,26,6,47.625,4
6/26/2016,2016,27,6,36,4
6/27/2016,2016,27,6,43.20833333,4
6/28/2016,2016,27,6,36.66666667,4
6/29/2016,2016,27,6,52.83333333,4
6/30/2016,2016,27,6,55.04166667,4
7/1/2016,2016,27,7,55.75,4
7/2/2016,2016,27,7,56,4
7/3/2016,2016,28,7,54.58333333,4
7/4/2016,2016,28,7,50.95833333,4
7/5/2016,2016,28,7,47.375,4
7/6/2016,2016,28,7,40.66666667,4
7/7/2016,2016,28,7,51.95833333,4
7/8/2016,2016,28,7,42.41666667,4
7/9/2016,2016,28,7,41.66666667,4
7/10/2016,2016,29,7,35,4
7/11/2016,2016,29,7,40.5,4
7/12/2016,2016,29,7,42.33333333,4
7/13/2016,2016,29,7,40.625,4
7/14/2016,2016,29,7,54.66666667,4
7/15/2016,2016,29,7,52.70833333,4
7/16/2016,2016,29,7,51.875,4
7/17/2016,2016,30,7,53.75,4
7/18/2016,2016,30,7,54.79166667,4
7/19/2016,2016,30,7,46.54166667,4
7/20/2016,2016,30,7,40.41666667,4
7/21/2016,2016,30,7,54.54166667,4
7/22/2016,2016,30,7,56.95833333,4
7/23/2016,2016,30,7,49.625,4
7/24/2016,2016,31,7,35.375,4
7/25/2016,2016,31,7,39.04166667,4
7/26/2016,2016,31,7,53.29166667,4
7/27/2016,2016,31,7,54.75,4
7/28/2016,2016,31,7,57.25,4
7/29/2016,2016,31,7,54.54166667,4
7/30/2016,2016,31,7,48.91666667,4
7/31/2016,2016,32,7,48.45833333,4
8/1/2016,2016,32,8,55.125,4
8/2/2016,2016,32,8,54.375,4
8/3/2016,2016,32,8,54.5,4
8/4/2016,2016,32,8,49.29166667,4
8/5/2016,2016,32,8,50.95833333,4
8/6/2016,2016,32,8,54.58333333,4
8/7/2016,2016,33,8,57.54166667,4
8/8/2016,2016,33,8,61.375,4
8/9/2016,2016,33,8,63.70833333,4
8/10/2016,2016,33,8,53.16666667,4
8/11/2016,2016,33,8,50.79166667,4
8/12/2016,2016,33,8,53.70833333,4
8/13/2016,2016,33,8,57.54166667,4
8/14/2016,2016,34,8,60,4
8/15/2016,2016,34,8,54.58333333,4
8/16/2016,2016,34,8,36.08333333,4
8/17/2016,2016,34,8,39.875,4
8/18/2016,2016,34,8,44.5,4
8/19/2016,2016,34,8,37.375,4
8/20/2016,2016,34,8,39.58333333,4
8/21/2016,2016,35,8,40.375,4
8/22/2016,2016,35,8,39.45833333,4
8/23/2016,2016,35,8,59.41666667,4
8/24/2016,2016,35,8,57.875,4
8/25/2016,2016,35,8,40.58333333,4
8/26/2016,2016,35,8,69.66666667,4
8/27/2016,2016,35,8,93.29166667,4
8/28/2016,2016,36,8,72.08333333,4
8/29/2016,2016,36,8,75.70833333,4
8/30/2016,2016,36,8,49.41666667,4
