Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Somerset (Road),2015,11,1,0.4,0.2,0.2,0.4,—,—,—,—,—
Somerset (Road),2015,11,2,2.2,1.8,2.2,2.2,—,—,—,—,—
Somerset (Road),2015,11,3,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,4,1.2,1.2,1.2,1.2,—,—,—,—,—
Somerset (Road),2015,11,5,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,6,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,7,15,4,4,4,—,—,—,—,—
Somerset (Road),2015,11,8,8.2,8,8,8,—,—,—,—,—
Somerset (Road),2015,11,9,5.4,3.6,4.4,5.4,—,—,—,—,—
Somerset (Road),2015,11,10,3.6,2.4,2.6,3.2,—,—,—,—,—
Somerset (Road),2015,11,11,3.8,2,2,3.2,—,—,—,—,—
Somerset (Road),2015,11,12,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,13,1,1,1,1,—,—,—,—,—
Somerset (Road),2015,11,14,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,15,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,16,29.6,14.8,24.4,28.4,—,—,—,—,—
Somerset (Road),2015,11,17,37.2,14.6,25,35.8,—,—,—,—,—
Somerset (Road),2015,11,18,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,19,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,20,7.4,6.6,7.2,7.2,—,—,—,—,—
Somerset (Road),2015,11,21,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,22,0.2,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2015,11,23,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,24,37.6,13.2,19.4,28.8,—,—,—,—,—
Somerset (Road),2015,11,25,2.4,1.4,2,2.2,—,—,—,—,—
Somerset (Road),2015,11,26,19.2,11,12.6,13.4,—,—,—,—,—
Somerset (Road),2015,11,27,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,28,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,11,29,0.4,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2015,11,30,20.2,11.4,13,13.8,—,—,—,—,—
