Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Somerset (Road),2014,12,1,4.2,1.6,1.6,2.4,—,—,—,—,—
Somerset (Road),2014,12,2,0,0,0,0,—,—,—,—,—
Somerset (Road),2014,12,3,0,0,0,0,—,—,—,—,—
Somerset (Road),2014,12,4,20.6,4,6.8,10.8,—,—,—,—,—
Somerset (Road),2014,12,5,0,0,0,0,—,—,—,—,—
Somerset (Road),2014,12,6,3.8,1.8,2.4,3.4,—,—,—,—,—
Somerset (Road),2014,12,7,43.8,35.8,40.4,41.6,—,—,—,—,—
Somerset (Road),2014,12,8,16.2,15.6,16,16,—,—,—,—,—
Somerset (Road),2014,12,9,0.2,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2014,12,10,0,0,0,0,—,—,—,—,—
Somerset (Road),2014,12,11,14.4,5.8,7.2,7.2,—,—,—,—,—
Somerset (Road),2014,12,12,0,0,0,0,—,—,—,—,—
Somerset (Road),2014,12,13,47.6,24,40.8,47.4,—,—,—,—,—
Somerset (Road),2014,12,14,10.8,8.6,10.4,10.8,—,—,—,—,—
Somerset (Road),2014,12,15,0,0,0,0,—,—,—,—,—
Somerset (Road),2014,12,16,1.2,0.6,1,1.2,—,—,—,—,—
Somerset (Road),2014,12,17,26.2,13.4,21.6,26.2,—,—,—,—,—
Somerset (Road),2014,12,18,3,3,3,3,—,—,—,—,—
Somerset (Road),2014,12,19,35.4,11.6,15.8,21.4,—,—,—,—,—
Somerset (Road),2014,12,20,19,15.2,19,19,—,—,—,—,—
Somerset (Road),2014,12,21,11.2,7,9,11.2,—,—,—,—,—
Somerset (Road),2014,12,22,0.8,0.6,0.6,0.6,—,—,—,—,—
Somerset (Road),2014,12,23,8,7.6,7.8,7.8,—,—,—,—,—
Somerset (Road),2014,12,24,5.4,3.6,5,5.4,—,—,—,—,—
Somerset (Road),2014,12,25,0,0,0,0,—,—,—,—,—
Somerset (Road),2014,12,26,76.6,25.8,37.8,61.4,—,—,—,—,—
Somerset (Road),2014,12,27,39.4,18.2,18.2,18.2,—,—,—,—,—
Somerset (Road),2014,12,28,2.4,1.2,1.6,1.6,—,—,—,—,—
Somerset (Road),2014,12,29,4,2.6,3.4,4,—,—,—,—,—
Somerset (Road),2014,12,30,0,0,0,0,—,—,—,—,—
Somerset (Road),2014,12,31,0,0,0,0,—,—,—,—,—
