Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Somerset (Road),2015,8,1,0.2,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2015,8,2,1.2,1.2,1.2,1.2,—,—,—,—,—
Somerset (Road),2015,8,3,20.8,14.4,16.8,17.4,—,—,—,—,—
Somerset (Road),2015,8,4,23.8,14.6,17.8,20.8,—,—,—,—,—
Somerset (Road),2015,8,5,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,6,7.6,6,6.2,7.4,—,—,—,—,—
Somerset (Road),2015,8,7,51,25.2,31.2,35.8,—,—,—,—,—
Somerset (Road),2015,8,8,42.4,41.2,42.4,42.4,—,—,—,—,—
Somerset (Road),2015,8,9,12.6,10.6,12.2,12.2,—,—,—,—,—
Somerset (Road),2015,8,10,2.4,2.2,2.4,2.4,—,—,—,—,—
Somerset (Road),2015,8,11,0.2,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2015,8,12,3.6,1,1.4,1.6,—,—,—,—,—
Somerset (Road),2015,8,13,0.2,0.2,0.2,0.2,—,—,—,—,—
Somerset (Road),2015,8,14,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,15,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,16,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,17,7.2,6.8,6.8,6.8,—,—,—,—,—
Somerset (Road),2015,8,18,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,19,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,20,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,21,1.4,1.4,1.4,1.4,—,—,—,—,—
Somerset (Road),2015,8,22,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,23,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,24,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,25,20,18.8,19.8,19.8,—,—,—,—,—
Somerset (Road),2015,8,26,1.2,1.2,1.2,1.2,—,—,—,—,—
Somerset (Road),2015,8,27,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,28,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,29,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,30,0,0,0,0,—,—,—,—,—
Somerset (Road),2015,8,31,0,0,0,0,—,—,—,—,—
