Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Chai Chee,2015,12,1,32.6,26,30.8,32.4,—,—,—,—,—
Chai Chee,2015,12,2,0.4,0.2,0.2,0.2,—,—,—,—,—
Chai Chee,2015,12,3,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,4,10.8,8.4,9.8,10.6,—,—,—,—,—
Chai Chee,2015,12,5,35.2,34.2,34.8,35.2,—,—,—,—,—
Chai Chee,2015,12,6,17.6,9,13.2,17.6,—,—,—,—,—
Chai Chee,2015,12,7,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,8,16.4,8.4,9.2,9.8,—,—,—,—,—
Chai Chee,2015,12,9,2.6,1.6,2,2.4,—,—,—,—,—
Chai Chee,2015,12,10,53.4,29,47.2,53,—,—,—,—,—
Chai Chee,2015,12,11,52.6,37.6,50.6,52.4,—,—,—,—,—
Chai Chee,2015,12,12,8.4,1.8,3.2,4.6,—,—,—,—,—
Chai Chee,2015,12,13,9.6,2.2,3.4,5,—,—,—,—,—
Chai Chee,2015,12,14,5.6,4.4,4.8,4.8,—,—,—,—,—
Chai Chee,2015,12,15,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,16,0.8,0.8,0.8,0.8,—,—,—,—,—
Chai Chee,2015,12,17,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,18,1,0.6,0.8,1,—,—,—,—,—
Chai Chee,2015,12,19,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,20,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,21,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,22,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,23,8.6,3.6,6.4,6.4,—,—,—,—,—
Chai Chee,2015,12,24,38.4,31,35.2,36.8,—,—,—,—,—
Chai Chee,2015,12,25,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,26,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,27,0,0,0,0,—,—,—,—,—
Chai Chee,2015,12,28,6,4,5.6,5.8,—,—,—,—,—
Chai Chee,2015,12,29,4,1.4,1.4,2.8,—,—,—,—,—
Chai Chee,2015,12,30,1,1,1,1,—,—,—,—,—
Chai Chee,2015,12,31,8,3,3.4,3.8,—,—,—,—,—
