Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Chai Chee,2015,3,1,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,2,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,3,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,4,15,14.2,14.8,15,—,—,—,—,—
Chai Chee,2015,3,5,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,6,2.2,2.2,2.2,2.2,—,—,—,—,—
Chai Chee,2015,3,7,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,8,9.8,8.2,8.4,8.4,—,—,—,—,—
Chai Chee,2015,3,9,6,3.4,5.4,6,—,—,—,—,—
Chai Chee,2015,3,10,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,11,11,2.8,3.4,5.4,—,—,—,—,—
Chai Chee,2015,3,12,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,13,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,14,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,15,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,16,6,6,6,6,—,—,—,—,—
Chai Chee,2015,3,17,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,18,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,19,6.6,6.6,6.6,6.6,—,—,—,—,—
Chai Chee,2015,3,20,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,21,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,22,19.8,15.6,18.8,19.6,—,—,—,—,—
Chai Chee,2015,3,23,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,24,4.4,2.8,3.6,4.4,—,—,—,—,—
Chai Chee,2015,3,25,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,26,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,27,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,28,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,29,19.4,9.2,11.4,17.2,—,—,—,—,—
Chai Chee,2015,3,30,0,0,0,0,—,—,—,—,—
Chai Chee,2015,3,31,0,0,0,0,—,—,—,—,—
