Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Queenstown,2016,6,1,31.6,22.2,29.8,30.2,—,—,—,—,—
Queenstown,2016,6,2,8.8,5.8,8.4,8.6,—,—,—,—,—
Queenstown,2016,6,3,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,4,2,0.6,0.8,1,—,—,—,—,—
Queenstown,2016,6,5,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,6,6.2,6.2,6.2,6.2,—,—,—,—,—
Queenstown,2016,6,7,0.2,0.2,0.2,0.2,—,—,—,—,—
Queenstown,2016,6,8,40.4,29,34.2,37.8,—,—,—,—,—
Queenstown,2016,6,9,2.6,2.6,2.6,2.6,—,—,—,—,—
Queenstown,2016,6,10,1.4,1,1,1,—,—,—,—,—
Queenstown,2016,6,11,2.2,0.8,1.4,2.2,—,—,—,—,—
Queenstown,2016,6,12,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,13,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,14,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,15,0.8,0.4,0.4,0.8,—,—,—,—,—
Queenstown,2016,6,16,12.4,10.8,10.8,11,—,—,—,—,—
Queenstown,2016,6,17,63.6,22.6,34.6,54,—,—,—,—,—
Queenstown,2016,6,18,0.6,0.2,0.2,0.4,—,—,—,—,—
Queenstown,2016,6,19,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,20,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,21,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,22,12.4,11.4,11.6,11.6,—,—,—,—,—
Queenstown,2016,6,23,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,24,44.4,16.6,25.2,33.2,—,—,—,—,—
Queenstown,2016,6,25,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,26,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,27,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,28,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,29,0,0,0,0,—,—,—,—,—
Queenstown,2016,6,30,0,0,0,0,—,—,—,—,—
