Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Queenstown,2016,5,1,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,2,0.2,0.2,0.2,0.2,—,—,—,—,—
Queenstown,2016,5,3,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,4,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,5,47.2,41.6,46.8,47.2,—,—,—,—,—
Queenstown,2016,5,6,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,7,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,8,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,9,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,10,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,11,18.6,15.2,18.4,18.6,—,—,—,—,—
Queenstown,2016,5,12,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,13,6.4,6,6.4,6.4,—,—,—,—,—
Queenstown,2016,5,14,58.4,34.4,45,50,—,—,—,—,—
Queenstown,2016,5,15,0.8,0.6,0.6,0.8,—,—,—,—,—
Queenstown,2016,5,16,3,1.2,1.8,2.8,—,—,—,—,—
Queenstown,2016,5,17,0.2,0.2,0.2,0.2,—,—,—,—,—
Queenstown,2016,5,18,4.8,3.6,3.6,3.8,—,—,—,—,—
Queenstown,2016,5,19,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,20,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,21,13.4,6.6,8,8.2,—,—,—,—,—
Queenstown,2016,5,22,29.8,14.4,22,26.8,—,—,—,—,—
Queenstown,2016,5,23,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,24,1.2,1.2,1.2,1.2,—,—,—,—,—
Queenstown,2016,5,25,12.4,12,12.2,12.2,—,—,—,—,—
Queenstown,2016,5,26,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,27,0,0,0,0,—,—,—,—,—
Queenstown,2016,5,28,5.6,5.2,5.4,5.4,—,—,—,—,—
Queenstown,2016,5,29,0.8,0.6,0.6,0.6,—,—,—,—,—
Queenstown,2016,5,30,3.6,2.8,2.8,2.8,—,—,—,—,—
Queenstown,2016,5,31,0,0,0,0,—,—,—,—,—
