Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2016,2,1,0,0,0,0,—,—,—,—,—
Simei,2016,2,2,4.2,3,3.4,3.8,—,—,—,—,—
Simei,2016,2,3,0,0,0,0,—,—,—,—,—
Simei,2016,2,4,0.8,0.8,0.8,0.8,—,—,—,—,—
Simei,2016,2,5,0,0,0,0,—,—,—,—,—
Simei,2016,2,6,3.6,1.6,1.8,1.8,—,—,—,—,—
Simei,2016,2,7,20.6,6.4,7,8,—,—,—,—,—
Simei,2016,2,8,0,0,0,0,—,—,—,—,—
Simei,2016,2,9,0,0,0,0,—,—,—,—,—
Simei,2016,2,10,0,0,0,0,—,—,—,—,—
Simei,2016,2,11,0.2,0.2,0.2,0.2,—,—,—,—,—
Simei,2016,2,12,0.4,0.4,0.4,0.4,—,—,—,—,—
Simei,2016,2,13,0,0,0,0,—,—,—,—,—
Simei,2016,2,14,0,0,0,0,—,—,—,—,—
Simei,2016,2,15,0,0,0,0,—,—,—,—,—
Simei,2016,2,16,0,0,0,0,—,—,—,—,—
Simei,2016,2,17,0,0,0,0,—,—,—,—,—
Simei,2016,2,18,0,0,0,0,—,—,—,—,—
Simei,2016,2,19,64.2,11.2,13.6,23,—,—,—,—,—
Simei,2016,2,20,2.4,1,1.2,1.6,—,—,—,—,—
Simei,2016,2,21,0,0,0,0,—,—,—,—,—
Simei,2016,2,22,0,0,0,0,—,—,—,—,—
Simei,2016,2,23,0.6,0.6,0.6,0.6,—,—,—,—,—
Simei,2016,2,24,49,18.4,29.4,41.4,—,—,—,—,—
Simei,2016,2,25,0.2,0.2,0.2,0.2,—,—,—,—,—
Simei,2016,2,26,0,0,0,0,—,—,—,—,—
Simei,2016,2,27,0,0,0,0,—,—,—,—,—
Simei,2016,2,28,0,0,0,0,—,—,—,—,—
Simei,2016,2,29,0,0,0,0,—,—,—,—,—
