Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Bukit Panjang,2015,8,1,0.8,0.4,0.4,0.6,—,—,—,—,—
Bukit Panjang,2015,8,2,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,3,2.4,0.6,1,1.6,—,—,—,—,—
Bukit Panjang,2015,8,4,17.8,11.2,14,15.4,—,—,—,—,—
Bukit Panjang,2015,8,5,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,6,30.8,22.4,27.4,30.6,—,—,—,—,—
Bukit Panjang,2015,8,7,6,5.2,5.8,5.8,—,—,—,—,—
Bukit Panjang,2015,8,8,34.4,29.4,34.4,34.4,—,—,—,—,—
Bukit Panjang,2015,8,9,13.2,11.4,12.4,12.6,—,—,—,—,—
Bukit Panjang,2015,8,10,0.4,0.4,0.4,0.4,—,—,—,—,—
Bukit Panjang,2015,8,11,5.4,4.2,5.4,5.4,—,—,—,—,—
Bukit Panjang,2015,8,12,1.4,0.8,0.8,0.8,—,—,—,—,—
Bukit Panjang,2015,8,13,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,14,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,15,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,16,1,1,1,1,—,—,—,—,—
Bukit Panjang,2015,8,17,0.4,0.4,0.4,0.4,—,—,—,—,—
Bukit Panjang,2015,8,18,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,19,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,20,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,21,31.6,30.8,31.4,31.6,—,—,—,—,—
Bukit Panjang,2015,8,22,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,23,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,24,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,25,3.8,3.2,3.6,3.8,—,—,—,—,—
Bukit Panjang,2015,8,26,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,27,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,28,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,29,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,30,0,0,0,0,—,—,—,—,—
Bukit Panjang,2015,8,31,0,0,0,0,—,—,—,—,—
