Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marine Parade,2014,12,1,20,16.8,16.8,16.8,—,—,—,—,—
Marine Parade,2014,12,2,0,0,0,0,—,—,—,—,—
Marine Parade,2014,12,3,0,0,0,0,—,—,—,—,—
Marine Parade,2014,12,4,54.6,21.6,29,39,—,—,—,—,—
Marine Parade,2014,12,5,0,0,0,0,—,—,—,—,—
Marine Parade,2014,12,6,11.6,10,10.6,11.4,—,—,—,—,—
Marine Parade,2014,12,7,29.2,25.2,26.8,27,—,—,—,—,—
Marine Parade,2014,12,8,0.6,0.4,0.4,0.4,—,—,—,—,—
Marine Parade,2014,12,9,0,0,0,0,—,—,—,—,—
Marine Parade,2014,12,10,0,0,0,0,—,—,—,—,—
Marine Parade,2014,12,11,18.6,7.8,12.6,17.8,—,—,—,—,—
Marine Parade,2014,12,12,0.2,0.2,0.2,0.2,—,—,—,—,—
Marine Parade,2014,12,13,1.8,1.8,1.8,1.8,—,—,—,—,—
Marine Parade,2014,12,14,0,0,0,0,—,—,—,—,—
Marine Parade,2014,12,15,0,0,0,0,—,—,—,—,—
Marine Parade,2014,12,16,1.8,0.8,1.2,1.8,—,—,—,—,—
Marine Parade,2014,12,17,18.4,9.6,14.6,18,—,—,—,—,—
Marine Parade,2014,12,18,0,0,0,0,—,—,—,—,—
Marine Parade,2014,12,19,22.2,4,4,7,—,—,—,—,—
Marine Parade,2014,12,20,34.8,25,31,34.8,—,—,—,—,—
Marine Parade,2014,12,21,0.2,0.2,0.2,0.2,—,—,—,—,—
Marine Parade,2014,12,22,46.2,25,41.4,45.2,—,—,—,—,—
Marine Parade,2014,12,23,1,1,1,1,—,—,—,—,—
Marine Parade,2014,12,24,0.2,0.2,0.2,0.2,—,—,—,—,—
Marine Parade,2014,12,25,3.2,1.4,1.6,1.8,—,—,—,—,—
Marine Parade,2014,12,26,96.6,20.6,27.6,33.2,—,—,—,—,—
Marine Parade,2014,12,27,14,7.6,7.6,7.8,—,—,—,—,—
Marine Parade,2014,12,28,5.2,2.8,2.8,3.4,—,—,—,—,—
Marine Parade,2014,12,29,2,0.8,1.2,2,—,—,—,—,—
Marine Parade,2014,12,30,0,0,0,0,—,—,—,—,—
Marine Parade,2014,12,31,0,0,0,0,—,—,—,—,—
