Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2015,12,1,18.6,14.4,15,16.8,—,—,—,—,—
Punggol,2015,12,2,0,0,0,0,—,—,—,—,—
Punggol,2015,12,3,0,0,0,0,—,—,—,—,—
Punggol,2015,12,4,0,0,0,0,—,—,—,—,—
Punggol,2015,12,5,16.8,13.8,15.4,15.6,—,—,—,—,—
Punggol,2015,12,6,43,25.2,29.8,38.2,—,—,—,—,—
Punggol,2015,12,7,0.2,0.2,0.2,0.2,—,—,—,—,—
Punggol,2015,12,8,18.2,7.8,9.2,10.4,—,—,—,—,—
Punggol,2015,12,9,1.4,0.6,0.8,1.4,—,—,—,—,—
Punggol,2015,12,10,23,16,17.4,19.8,—,—,—,—,—
Punggol,2015,12,11,1,0.6,0.8,1,—,—,—,—,—
Punggol,2015,12,12,12.6,2.8,4.6,5.8,—,—,—,—,—
Punggol,2015,12,13,13.2,5.2,5.4,5.4,—,—,—,—,—
Punggol,2015,12,14,1.6,0.6,0.6,0.8,—,—,—,—,—
Punggol,2015,12,15,0,0,0,0,—,—,—,—,—
Punggol,2015,12,16,0,0,0,0,—,—,—,—,—
Punggol,2015,12,17,0,0,0,0,—,—,—,—,—
Punggol,2015,12,18,2.4,2,2.2,2.4,—,—,—,—,—
Punggol,2015,12,19,0,0,0,0,—,—,—,—,—
Punggol,2015,12,20,0,0,0,0,—,—,—,—,—
Punggol,2015,12,21,0.4,0.4,0.4,0.4,—,—,—,—,—
Punggol,2015,12,22,0,0,0,0,—,—,—,—,—
Punggol,2015,12,23,2.6,1.8,2,2,—,—,—,—,—
Punggol,2015,12,24,49,19,34.4,46.2,—,—,—,—,—
Punggol,2015,12,25,0,0,0,0,—,—,—,—,—
Punggol,2015,12,26,0,0,0,0,—,—,—,—,—
Punggol,2015,12,27,0,0,0,0,—,—,—,—,—
Punggol,2015,12,28,0,0,0,0,—,—,—,—,—
Punggol,2015,12,29,30.4,11.2,12.4,13.6,—,—,—,—,—
Punggol,2015,12,30,0,0,0,0,—,—,—,—,—
Punggol,2015,12,31,27.4,11.2,13,20,—,—,—,—,—
