Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Toa Payoh,2014,7,1,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,2,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,3,0.2,0.2,0.2,0.2,—,—,—,—,—
Toa Payoh,2014,7,4,0.6,0.6,0.6,0.6,—,—,—,—,—
Toa Payoh,2014,7,5,15.6,9,14.6,15.6,—,—,—,—,—
Toa Payoh,2014,7,6,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,7,16.8,9.2,14.2,16.8,—,—,—,—,—
Toa Payoh,2014,7,8,29.6,26.4,27.4,28.8,—,—,—,—,—
Toa Payoh,2014,7,9,26,21,24,25.2,—,—,—,—,—
Toa Payoh,2014,7,10,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,11,1,0.6,0.8,1,—,—,—,—,—
Toa Payoh,2014,7,12,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,13,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,14,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,15,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,16,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,17,4,3.8,4,4,—,—,—,—,—
Toa Payoh,2014,7,18,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,19,0.8,0.8,0.8,0.8,—,—,—,—,—
Toa Payoh,2014,7,20,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,21,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,22,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,23,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,24,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,25,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,26,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,27,12.4,10.2,12,12.4,—,—,—,—,—
Toa Payoh,2014,7,28,0,0,0,0,—,—,—,—,—
Toa Payoh,2014,7,29,66.2,27.8,36.2,37.4,—,—,—,—,—
Toa Payoh,2014,7,30,2.6,1,1.2,1.6,—,—,—,—,—
Toa Payoh,2014,7,31,0,0,0,0,—,—,—,—,—
