Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Botanic Garden,2016,3,1,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,2,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,3,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,4,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,5,7.6,7.6,7.6,7.6,—,—,—,—,—
Botanic Garden,2016,3,6,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,7,0.4,0.4,0.4,0.4,—,—,—,—,—
Botanic Garden,2016,3,8,48.6,20.2,28,42.4,—,—,—,—,—
Botanic Garden,2016,3,9,0.2,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2016,3,10,30.6,15.2,15.4,18,—,—,—,—,—
Botanic Garden,2016,3,11,0.2,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2016,3,12,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,13,39.2,11.8,22,34.8,—,—,—,—,—
Botanic Garden,2016,3,14,8.6,7.8,7.8,8.4,—,—,—,—,—
Botanic Garden,2016,3,15,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,16,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,17,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,18,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,19,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,20,2.2,2.2,2.2,2.2,—,—,—,—,—
Botanic Garden,2016,3,21,1.8,1.8,1.8,1.8,—,—,—,—,—
Botanic Garden,2016,3,22,1.6,1.6,1.6,1.6,—,—,—,—,—
Botanic Garden,2016,3,23,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,24,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,25,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,26,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,27,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,28,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,29,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,30,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,3,31,0,0,0,0,—,—,—,—,—
