
SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,33,29,25,25,24,23,94,78,55,1011,1008,1006,10,10,10,23,8,,0.00,6,Thunderstorm,22<br />
2013-1-2,32,28,24,26,24,18,94,83,61,1011,1010,1007,10,9,1,16,10,35,0.00,5,Rain-Thunderstorm,356<br />
2013-1-3,33,29,26,26,25,24,94,84,59,1011,1009,1008,10,9,4,23,8,,0.00,5,Rain-Thunderstorm,23<br />
2013-1-4,32,29,26,25,24,24,89,77,62,1010,1008,1006,10,10,10,24,14,,0.00,6,Thunderstorm,41<br />
2013-1-5,32,29,26,25,24,23,94,75,66,1010,1008,1006,10,10,10,26,13,,0.00,6,,15<br />
2013-1-6,34,30,26,25,24,21,89,73,49,1010,1008,1006,10,10,10,19,11,,0.00,6,,19<br />
2013-1-7,35,31,27,25,23,19,84,63,39,1010,1008,1005,10,10,10,24,11,,0.00,6,,343<br />
2013-1-8,34,28,23,27,24,22,94,80,56,1011,1009,1007,10,8,1,47,14,61,0.00,6,Rain-Thunderstorm,342<br />
2013-1-9,33,29,25,26,24,22,89,80,55,1011,1009,1007,10,9,3,35,11,,0.00,6,Rain-Thunderstorm,348<br />
2013-1-10,32,29,26,25,23,22,89,74,55,1011,1009,1008,10,10,9,21,11,,0.00,6,Rain,4<br />
2013-1-11,32,29,26,24,24,23,89,76,59,1012,1010,1008,10,10,6,24,18,,0.00,6,Rain,41<br />
2013-1-12,32,29,26,26,24,23,89,77,59,1012,1010,1008,10,9,4,23,13,,0.00,5,Rain-Thunderstorm,49<br />
2013-1-13,31,28,25,25,24,23,94,84,66,1011,1010,1009,10,9,1,23,11,,0.00,6,Rain-Thunderstorm,42<br />
2013-1-14,32,29,26,25,24,24,89,79,62,1012,1010,1008,10,10,8,23,16,,0.00,6,Rain-Thunderstorm,44<br />
2013-1-15,32,29,26,24,23,23,89,74,59,1012,1011,1010,10,10,6,24,14,,0.00,6,Rain-Thunderstorm,47<br />
2013-1-16,30,28,26,24,23,23,89,77,66,1013,1011,1010,10,9,7,26,14,,0.00,6,Rain,44<br />
2013-1-17,32,29,26,23,22,20,83,67,52,1012,1011,1009,10,10,10,32,21,,0.00,6,,36<br />
2013-1-18,33,29,26,24,23,23,83,73,55,1013,1011,1008,10,10,10,26,19,,0.00,6,Rain,25<br />
2013-1-19,25,24,23,24,23,23,100,95,89,1013,1011,1009,10,5,1,23,10,,0.00,8,Rain,4<br />
2013-1-20,26,24,24,24,24,23,100,93,89,1013,1011,1010,10,8,5,23,8,,0.00,7,Rain,3<br />
2013-1-21,32,28,25,25,24,23,94,78,59,1013,1011,1009,10,10,10,23,14,,0.00,6,Rain,38<br />
2013-1-22,29,27,24,25,24,23,100,87,70,1014,1012,1010,10,9,8,23,16,,0.00,6,Rain,41<br />
2013-1-23,32,29,26,25,24,23,89,76,59,1013,1011,1009,10,10,10,26,16,,0.00,6,,40<br />
2013-1-24,31,28,26,26,24,23,89,78,66,1013,1011,1009,10,10,10,24,14,,0.00,6,Rain,48<br />
2013-1-25,32,28,25,24,23,22,94,73,55,1013,1011,1009,10,10,10,26,16,,0.00,6,,42<br />
2013-1-26,32,29,26,23,22,20,83,69,52,1013,1012,1009,10,10,10,26,16,,0.00,6,,43<br />
2013-1-27,32,28,25,23,22,20,89,70,52,1013,1012,1010,10,10,10,26,16,,0.00,6,,48<br />
2013-1-28,31,28,26,24,23,21,84,71,58,1013,1011,1009,10,10,10,26,16,,0.00,6,Rain,44<br />
2013-1-29,32,28,25,23,23,22,89,72,55,1013,1011,1009,10,10,9,29,16,,0.00,6,,46<br />
2013-1-30,32,28,25,24,22,21,89,71,55,1014,1012,1010,10,10,10,27,18,,0.00,6,,45<br />
2013-1-31,32,29,26,24,23,22,89,73,55,1014,1012,1010,10,10,10,24,16,,0.00,6,,51<br />
2013-2-1,33,29,26,24,24,23,89,73,55,1013,1011,1009,10,10,9,32,19,,0.00,6,,47<br />
2013-2-2,33,29,26,24,23,21,89,69,49,1012,1010,1008,10,10,9,27,19,,0.00,6,,41<br />
2013-2-3,28,27,25,26,25,23,100,91,79,1011,1009,1007,10,6,1,32,14,42,0.00,5,Rain-Thunderstorm,42<br />
2013-2-4,30,27,24,25,24,23,94,84,70,1013,1011,1009,10,9,8,24,11,,0.00,6,Rain,49<br />
2013-2-5,31,27,24,25,24,23,94,84,66,1014,1012,1010,10,9,5,26,11,,0.00,6,Rain-Thunderstorm,43<br />
2013-2-6,30,28,25,25,24,21,100,88,66,1013,1011,1009,10,8,1,26,8,,0.00,6,Rain-Thunderstorm,11<br />
2013-2-7,32,28,25,25,24,24,100,83,66,1011,1009,1007,10,9,4,23,10,,0.00,5,Rain-Thunderstorm,28<br />
2013-2-8,31,28,25,26,24,24,94,89,66,1012,1010,1008,10,8,2,16,6,32,0.00,5,Rain-Thunderstorm,347<br />
2013-2-9,32,28,25,25,24,23,94,82,59,1011,1009,1008,10,9,5,14,8,,0.00,5,Rain-Thunderstorm,52<br />
2013-2-10,26,24,23,24,23,23,100,93,89,1012,1010,1009,10,8,2,23,11,,0.00,6,Rain,32<br />
2013-2-11,30,27,24,26,24,23,94,85,74,1011,1009,1008,10,10,8,37,8,,0.00,5,Rain,22<br />
2013-2-12,29,27,25,27,24,24,94,87,74,1011,1009,1006,10,9,2,21,10,,0.00,5,Rain,44<br />
2013-2-13,32,28,25,25,24,24,94,80,62,1010,1008,1006,10,9,3,27,11,,0.00,6,Rain,45<br />
2013-2-14,29,27,24,25,24,23,100,94,79,1010,1009,1007,10,7,0,23,8,,0.00,6,Rain-Thunderstorm,15<br />
2013-2-15,31,27,24,24,24,23,94,83,66,1010,1008,1006,10,10,5,21,10,40,0.00,6,Rain-Thunderstorm,19<br />
2013-2-16,30,28,25,25,24,23,94,85,70,1010,1008,1006,10,9,4,23,8,,0.00,5,Rain-Thunderstorm,8<br />
2013-2-17,26,26,25,24,23,23,94,88,83,1011,1008,1007,10,9,8,16,6,,0.00,6,Rain,36<br />
2013-2-18,32,28,25,26,24,23,100,83,62,1009,1007,1005,10,9,2,11,5,,0.00,5,Rain-Thunderstorm,31<br />
2013-2-19,28,27,26,24,24,23,89,81,74,1010,1008,1006,10,10,9,8,6,,0.00,6,Rain,359<br />
2013-2-20,32,29,26,24,23,22,89,74,58,1010,1008,1005,10,10,10,10,5,,0.00,6,Rain,29<br />
2013-2-21,31,28,25,25,24,23,89,79,62,1011,1008,1006,10,9,3,10,5,,0.00,5,Rain-Thunderstorm,43<br />
2013-2-22,33,29,26,25,23,22,84,69,52,1011,1009,1006,10,10,10,13,6,,0.00,6,,14<br />
2013-2-23,34,30,26,23,23,23,83,68,52,1010,1008,1005,10,10,10,13,6,,0.00,6,,1<br />
2013-2-24,31,28,26,24,23,22,89,72,58,1010,1008,1005,10,10,10,13,8,,0.00,6,Rain,7<br />
2013-2-25,32,28,24,25,24,24,100,81,62,1011,1008,1005,10,8,2,11,5,,0.00,5,Rain-Thunderstorm,10<br />
2013-2-26,33,29,26,26,25,24,94,84,59,1010,1008,1006,10,8,0,10,3,,0.00,5,Rain-Thunderstorm,23<br />
2013-2-27,31,28,25,26,24,24,94,81,66,1011,1009,1006,10,10,10,8,3,,0.00,6,Rain-Thunderstorm,48<br />
2013-2-28,34,30,26,27,25,24,94,79,56,1010,1008,1006,10,10,8,6,3,,0.00,5,Rain-Thunderstorm,68<br />
