
SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,27,26,24,24,23,22,94,85,72,1013,1011,1010,10,8,5,13,8,,0.51,6,Rain,12<br />
2015-1-2,30,27,24,23,23,21,89,77,52,1014,1012,1010,16,9,6,19,10,,0.00,6,,15<br />
2015-1-3,31,28,24,23,22,22,89,75,54,1013,1011,1009,16,10,7,14,8,,0.00,6,,1<br />
2015-1-4,32,28,24,23,22,22,83,72,54,1012,1010,1008,16,11,10,13,8,,0.00,5,,345<br />
2015-1-5,32,29,25,25,23,22,84,73,47,1011,1010,1007,14,10,9,14,8,,0.00,5,,351<br />
2015-1-6,31,28,24,25,24,23,100,86,63,1011,1009,1007,18,9,3,21,6,,22.10,5,Rain-Thunderstorm,6<br />
2015-1-7,31,28,24,25,24,23,100,89,62,1012,1010,1008,16,9,1,13,5,,20.07,6,Rain-Thunderstorm,1<br />
2015-1-8,30,27,23,25,24,23,94,87,70,1013,1011,1009,16,10,5,13,6,,0.51,5,Rain-Thunderstorm,354<br />
2015-1-9,27,26,24,24,23,22,95,89,72,1014,1012,1010,18,9,4,11,6,,0.51,6,Rain,353<br />
2015-1-10,31,27,23,25,23,22,94,87,63,1012,1011,1008,16,10,1,19,8,,34.04,5,Rain-Thunderstorm,19<br />
2015-1-11,29,27,23,25,24,22,94,83,62,1013,1011,1008,16,10,7,16,8,,0.00,6,,13<br />
2015-1-12,31,28,24,24,24,23,94,81,61,1013,1011,1008,18,10,8,21,11,,0.00,6,,21<br />
2015-1-13,31,28,24,24,23,21,94,76,52,1013,1011,1009,19,10,8,24,11,,0.00,5,,24<br />
2015-1-14,31,28,24,24,23,23,89,76,58,1014,1012,1010,19,10,8,23,13,29,0.00,5,,29<br />
2015-1-15,31,28,24,24,23,21,89,77,56,1014,1012,1010,18,10,9,26,10,,0.00,6,Rain,16<br />
2015-1-16,31,27,24,23,22,21,89,74,51,1014,1012,1010,18,11,10,23,10,35,0.00,6,,12<br />
2015-1-17,31,27,24,22,22,20,89,72,49,1014,1012,1010,18,10,6,23,10,,0.00,6,,12<br />
2015-1-18,31,27,24,22,22,21,89,74,52,1014,1012,1010,18,10,8,26,11,,0.00,6,,23<br />
2015-1-19,31,28,24,23,22,21,83,72,51,1015,1013,1011,16,10,9,24,13,,0.00,6,,29<br />
2015-1-20,31,28,25,23,22,21,83,73,53,1016,1014,1012,14,9,6,24,14,,0.00,6,,39<br />
2015-1-21,31,28,25,23,23,22,89,78,64,1017,1015,1013,14,8,5,24,11,,0.00,6,Rain,35<br />
2015-1-22,31,28,25,23,22,21,83,72,52,1016,1014,1012,14,8,5,24,14,42,0.00,6,,37<br />
2015-1-23,30,27,24,23,22,21,83,73,55,1015,1013,1011,16,10,8,24,13,,0.00,6,,34<br />
2015-1-24,31,28,24,23,22,21,83,75,59,1015,1013,1011,14,10,8,23,13,,0.00,6,,42<br />
2015-1-25,31,28,25,23,22,22,83,73,56,1015,1014,1012,10,7,6,21,13,,0.00,6,,39<br />
2015-1-26,31,28,25,23,22,21,83,74,52,1014,1012,1010,14,9,5,23,11,,0.00,6,,31<br />
2015-1-27,31,28,24,23,22,21,89,72,48,1014,1011,1009,18,10,7,24,13,,0.00,6,,34<br />
2015-1-28,32,28,24,23,22,21,89,74,49,1013,1010,1008,16,11,10,21,11,,0.00,6,,27<br />
2015-1-29,29,27,24,24,23,22,94,81,64,1013,1011,1009,16,10,8,16,8,,0.00,6,Rain,20<br />
2015-1-30,31,28,24,24,23,23,94,81,59,1014,1012,1010,18,10,10,23,10,,0.00,6,,25<br />
2015-1-31,32,28,25,24,23,20,94,75,51,1015,1013,1010,16,10,10,24,11,,0.00,6,,24<br />
2015-2-1,31,27,23,22,21,19,89,70,41,1015,1013,1011,18,11,10,24,11,,0.00,6,,21<br />
2015-2-2,29,27,24,24,22,21,89,80,66,1016,1013,1012,11,8,3,26,8,,3.05,5,Rain,9<br />
2015-2-3,29,27,23,24,22,21,89,80,66,1016,1014,1013,16,10,6,19,8,,0.25,6,Rain,7<br />
2015-2-4,28,26,23,24,23,22,94,84,70,1016,1013,1011,16,10,9,26,8,,0.25,5,Rain,23<br />
2015-2-5,31,27,23,24,23,22,94,78,56,1015,1013,1010,18,9,5,26,13,,0.00,5,,31<br />
2015-2-6,30,27,24,24,23,22,100,82,63,1015,1013,1011,14,9,2,26,14,42,10.92,5,Rain,33<br />
2015-2-7,31,27,23,23,22,20,89,76,53,1014,1013,1011,18,9,6,26,11,42,0.25,6,Rain,29<br />
2015-2-8,30,27,24,23,22,22,89,75,53,1014,1013,1010,16,10,7,26,13,,0.00,6,,33<br />
