
SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,28,27,25,24,22,22,94,78,70,1013,1011,1009,10,9,6,16,10,,0.00,6,Rain,350<br />
2015-1-2,30,28,25,23,22,20,89,71,55,1013,1012,1010,10,9,6,29,18,,0.00,6,,9<br />
2015-1-3,31,28,25,24,22,21,83,69,55,1012,1011,1009,10,9,4,24,11,,0.00,5,Rain,349<br />
2015-1-4,32,28,25,22,22,21,83,66,52,1011,1009,1007,10,10,10,19,11,,0.00,5,,336<br />
2015-1-5,33,29,26,23,22,19,74,65,43,1011,1009,1007,10,10,10,19,10,,0.00,6,,335<br />
2015-1-6,31,28,25,25,24,22,100,85,58,1010,1008,1006,10,8,2,26,10,,0.00,5,Rain-Thunderstorm,15<br />
2015-1-7,31,28,25,25,24,22,94,81,58,1011,1009,1008,10,9,4,13,6,,0.00,5,Rain-Thunderstorm,314<br />
2015-1-8,30,27,24,25,24,23,100,86,66,1012,1010,1009,10,9,2,19,6,,0.00,5,Rain-Thunderstorm,22<br />
2015-1-9,27,26,24,24,23,22,94,86,74,1014,1012,1010,10,10,8,13,8,,0.00,6,Rain,338<br />
2015-1-10,32,28,24,25,23,22,94,80,55,1012,1010,1008,10,9,3,21,10,,0.00,5,Rain-Thunderstorm,6<br />
2015-1-11,30,28,25,24,23,21,94,76,66,1012,1011,1008,10,10,10,21,10,,0.00,6,,2<br />
2015-1-12,31,28,26,23,23,22,83,72,58,1012,1010,1008,10,10,10,24,18,,0.00,6,,7<br />
2015-1-13,32,28,25,23,22,20,89,68,49,1012,1010,1008,10,10,10,27,19,,0.00,5,,13<br />
2015-1-14,31,28,25,23,23,21,89,73,55,1014,1012,1010,10,10,10,26,18,,0.00,6,,12<br />
2015-1-15,32,29,26,23,22,20,83,69,49,1013,1012,1009,10,10,10,29,16,,0.00,6,,5<br />
2015-1-16,32,28,25,22,21,19,83,66,49,1014,1012,1010,10,10,10,26,13,,0.00,5,,354<br />
2015-1-17,32,28,24,22,20,18,89,65,46,1014,1012,1010,10,10,10,26,13,,0.00,5,,356<br />
2015-1-18,30,27,24,22,21,20,83,69,55,1014,1012,1010,10,10,10,29,18,,0.00,6,,12<br />
2015-1-19,30,27,24,22,21,20,83,70,55,1014,1012,1010,10,9,6,27,18,,0.00,6,,17<br />
2015-1-20,30,27,24,22,21,20,83,70,55,1015,1013,1012,10,10,10,27,18,,0.00,6,,23<br />
2015-1-21,31,28,25,24,23,22,89,80,58,1016,1014,1013,10,7,3,24,14,,0.00,5,Rain-Thunderstorm,19<br />
2015-1-22,30,28,25,22,22,20,83,71,58,1016,1014,1012,10,9,7,32,21,,0.00,6,,19<br />
2015-1-23,29,27,24,22,22,20,89,73,58,1013,1012,1010,10,10,9,32,18,,0.00,6,,21<br />
2015-1-24,30,28,25,23,22,21,83,73,58,1015,1013,1011,10,10,8,27,14,,0.00,5,Rain,28<br />
2015-1-25,30,28,25,22,22,21,83,72,58,1015,1013,1011,10,9,6,23,14,,0.00,6,,27<br />
2015-1-26,31,28,25,22,22,20,83,71,55,1013,1012,1010,10,9,6,26,18,,0.00,6,,18<br />
2015-1-27,31,27,24,22,21,20,89,69,52,1013,1011,1008,10,10,10,26,16,,0.00,6,,16<br />
2015-1-28,32,28,24,23,22,20,83,68,49,1012,1010,1008,10,10,10,19,10,,0.00,5,,9<br />
2015-1-29,30,28,25,23,23,22,89,77,62,1013,1011,1009,10,10,10,23,14,,0.00,6,,11<br />
2015-1-30,30,28,25,24,23,22,89,76,62,1014,1012,1010,10,10,10,27,14,,0.00,6,,18<br />
2015-1-31,32,28,25,23,21,16,89,68,38,1014,1012,1010,10,10,10,34,21,,0.00,6,,15<br />
2015-2-1,31,27,24,21,20,18,83,64,46,1014,1012,1011,10,10,10,34,18,,0.00,5,,9<br />
2015-2-2,29,27,25,23,22,21,89,74,62,1015,1013,1011,10,10,9,34,13,,0.00,6,Rain,6<br />
2015-2-3,30,28,25,22,22,20,83,72,58,1015,1014,1012,10,10,8,21,11,,0.00,6,Rain,353<br />
2015-2-4,28,26,24,24,23,21,94,85,74,1015,1013,1011,10,9,2,24,13,,0.00,5,Rain,2<br />
2015-2-5,30,28,25,23,22,20,89,73,55,1014,1012,1010,10,9,8,35,21,,0.00,6,Rain,16<br />
2015-2-6,29,27,24,24,23,22,94,82,66,1015,1013,1010,10,8,5,32,19,,0.00,5,Rain,29<br />
2015-2-7,30,28,25,22,21,19,83,70,55,1014,1012,1010,10,10,9,34,19,,0.00,5,,16<br />
2015-2-8,30,27,24,22,21,20,89,71,55,1014,1012,1010,10,9,6,34,19,,0.00,6,,15<br />
2015-2-9,31,28,25,22,21,20,83,69,52,1014,1013,1011,10,10,10,34,24,,0.00,5,,20<br />
2015-2-10,30,28,25,21,19,18,78,63,48,1014,1012,1010,10,10,8,29,19,,0.00,6,,10<br />
2015-2-11,31,27,24,21,20,19,83,65,49,1014,1012,1009,10,10,7,27,16,,0.00,6,,17<br />
2015-2-12,31,27,23,21,21,20,83,67,52,1013,1011,1008,10,10,6,29,16,,0.00,6,,12<br />
2015-2-13,31,27,24,22,21,19,83,70,49,1013,1011,1009,10,10,8,27,18,,0.00,5,,17<br />
2015-2-14,31,27,24,22,21,21,83,70,55,1012,1010,1008,10,10,8,24,16,,0.00,6,,26<br />
2015-2-15,32,28,24,22,22,21,89,70,52,1013,1010,1008,10,9,8,23,14,,0.00,6,,36<br />
2015-2-16,33,29,25,23,22,21,89,69,49,1012,1010,1008,10,10,8,26,18,,0.00,6,,30<br />
2015-2-17,32,28,25,23,22,20,89,69,49,1012,1010,1007,10,9,6,26,18,,0.00,5,,31<br />
