Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty West,2014,8,1,0.4,0.2,0.4,0.4,—,—,—,—,—
Admiralty West,2014,8,2,4,2.2,3.6,4,—,—,—,—,—
Admiralty West,2014,8,3,0,0,0,0,—,—,—,—,—
Admiralty West,2014,8,4,0,0,0,0,—,—,—,—,—
Admiralty West,2014,8,5,1.8,0.6,1,1.2,—,—,—,—,—
Admiralty West,2014,8,6,10.8,9.6,9.8,9.8,—,—,—,—,—
Admiralty West,2014,8,7,2.6,2.6,2.6,2.6,—,—,—,—,—
Admiralty West,2014,8,8,1,1,1,1,—,—,—,—,—
Admiralty West,2014,8,9,0,0,0,0,—,—,—,—,—
Admiralty West,2014,8,10,3.8,1.6,3.2,3.8,—,—,—,—,—
Admiralty West,2014,8,11,31.6,20.4,30.2,31.4,—,—,—,—,—
Admiralty West,2014,8,12,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2014,8,13,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2014,8,14,1.6,0.8,1.2,1.6,—,—,—,—,—
Admiralty West,2014,8,15,46.4,24.2,37.8,38,—,—,—,—,—
Admiralty West,2014,8,16,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2014,8,17,0,0,0,0,—,—,—,—,—
Admiralty West,2014,8,18,0,0,0,0,—,—,—,—,—
Admiralty West,2014,8,19,15.2,15.2,15.2,15.2,—,—,—,—,—
Admiralty West,2014,8,20,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2014,8,21,1.4,0.8,0.8,1.4,—,—,—,—,—
Admiralty West,2014,8,22,0,0,0,0,—,—,—,—,—
Admiralty West,2014,8,23,5.8,4.4,5.4,5.6,—,—,—,—,—
Admiralty West,2014,8,24,4,2,2,2.2,—,—,—,—,—
Admiralty West,2014,8,25,12.6,7.6,8.6,9.8,—,—,—,—,—
Admiralty West,2014,8,26,0,0,0,0,—,—,—,—,—
Admiralty West,2014,8,27,17.2,12.4,14.4,17,—,—,—,—,—
Admiralty West,2014,8,28,2,0.8,1.4,1.8,—,—,—,—,—
Admiralty West,2014,8,29,1.8,1.2,1.4,1.8,—,—,—,—,—
Admiralty West,2014,8,30,12.2,9.2,12,12.2,—,—,—,—,—
Admiralty West,2014,8,31,7.4,4.8,6,6.4,—,—,—,—,—
