Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty West,2015,3,1,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,2,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,3,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,4,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,5,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,6,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,7,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,8,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,9,4.2,4.2,4.2,4.2,—,—,—,—,—
Admiralty West,2015,3,10,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,11,7.8,2.2,3,4.2,—,—,—,—,—
Admiralty West,2015,3,12,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,13,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,14,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2015,3,15,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2015,3,16,5,2.4,4.6,5,—,—,—,—,—
Admiralty West,2015,3,17,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,18,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,19,1.4,1,1.2,1.2,—,—,—,—,—
Admiralty West,2015,3,20,5.8,5.6,5.6,5.8,—,—,—,—,—
Admiralty West,2015,3,21,20.6,20,20.6,20.6,—,—,—,—,—
Admiralty West,2015,3,22,31.6,26.2,28.4,31.4,—,—,—,—,—
Admiralty West,2015,3,23,0.2,0.2,0.2,0.2,—,—,—,—,—
Admiralty West,2015,3,24,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,25,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,26,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,27,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,28,3.6,3.4,3.4,3.4,—,—,—,—,—
Admiralty West,2015,3,29,2.6,1.8,1.8,2.6,—,—,—,—,—
Admiralty West,2015,3,30,0,0,0,0,—,—,—,—,—
Admiralty West,2015,3,31,47.8,20.8,22,25.6,—,—,—,—,—
