Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Serangoon,2015,12,1,29.6,20.2,23.4,27.6,—,—,—,—,—
Serangoon,2015,12,2,4.4,4,4.2,4.4,—,—,—,—,—
Serangoon,2015,12,3,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,4,1.4,1.2,1.4,1.4,—,—,—,—,—
Serangoon,2015,12,5,57.8,45.4,56.8,57.8,—,—,—,—,—
Serangoon,2015,12,6,32.8,14.6,15,23.2,—,—,—,—,—
Serangoon,2015,12,7,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,8,55.6,27.8,31.4,31.4,—,—,—,—,—
Serangoon,2015,12,9,0.8,0.4,0.6,0.8,—,—,—,—,—
Serangoon,2015,12,10,52.4,37.6,44.2,47,—,—,—,—,—
Serangoon,2015,12,11,69.4,56,68.6,69,—,—,—,—,—
Serangoon,2015,12,12,6.8,1.4,2.2,4,—,—,—,—,—
Serangoon,2015,12,13,11.6,2.8,3.2,5,—,—,—,—,—
Serangoon,2015,12,14,4.4,3.4,3.4,3.6,—,—,—,—,—
Serangoon,2015,12,15,0.2,0.2,0.2,0.2,—,—,—,—,—
Serangoon,2015,12,16,1.8,1.6,1.6,1.8,—,—,—,—,—
Serangoon,2015,12,17,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,18,11.4,8.8,9,10.2,—,—,—,—,—
Serangoon,2015,12,19,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,20,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,21,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,22,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,23,3.4,2.6,3,3,—,—,—,—,—
Serangoon,2015,12,24,40.2,21,27.6,38.4,—,—,—,—,—
Serangoon,2015,12,25,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,26,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,27,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,28,0.6,0.6,0.6,0.6,—,—,—,—,—
Serangoon,2015,12,29,12.2,8.4,10,10.2,—,—,—,—,—
Serangoon,2015,12,30,0,0,0,0,—,—,—,—,—
Serangoon,2015,12,31,13.4,9.2,9.4,11.4,—,—,—,—,—
