Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2016,7,1,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,2,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,3,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,4,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,5,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,6,68.2,39.6,61.6,65.8,—,—,—,—,—
Choa Chu Kang (Central),2016,7,7,1.2,1,1,1.2,—,—,—,—,—
Choa Chu Kang (Central),2016,7,8,47.4,31.4,39.2,47.2,—,—,—,—,—
Choa Chu Kang (Central),2016,7,9,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,10,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,11,3.4,2,2.8,3,—,—,—,—,—
Choa Chu Kang (Central),2016,7,12,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,13,44.6,34.2,43.6,44.4,—,—,—,—,—
Choa Chu Kang (Central),2016,7,14,11.4,7.2,9,11.2,—,—,—,—,—
Choa Chu Kang (Central),2016,7,15,53,29,35.8,51.6,—,—,—,—,—
Choa Chu Kang (Central),2016,7,16,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,17,1,0.6,1,1,—,—,—,—,—
Choa Chu Kang (Central),2016,7,18,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (Central),2016,7,19,38,25.6,34.2,36.2,—,—,—,—,—
Choa Chu Kang (Central),2016,7,20,43,14.2,19,20.6,—,—,—,—,—
Choa Chu Kang (Central),2016,7,21,7.6,1.8,3.2,4.6,—,—,—,—,—
Choa Chu Kang (Central),2016,7,22,4.8,1.8,1.8,2.6,—,—,—,—,—
Choa Chu Kang (Central),2016,7,23,2.2,1.6,1.6,1.6,—,—,—,—,—
Choa Chu Kang (Central),2016,7,24,8.6,5.8,6.4,6.4,—,—,—,—,—
Choa Chu Kang (Central),2016,7,25,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,26,29.4,24.8,28.6,29,—,—,—,—,—
Choa Chu Kang (Central),2016,7,27,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,28,37.8,26.6,33,37.2,—,—,—,—,—
Choa Chu Kang (Central),2016,7,29,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,30,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2016,7,31,16.2,15.8,16,16.2,—,—,—,—,—
