Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2014,9,1,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,2,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,3,21.2,10.2,17,20.6,—,—,—,—,—
Choa Chu Kang (Central),2014,9,4,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (Central),2014,9,5,12.4,12.2,12.4,12.4,—,—,—,—,—
Choa Chu Kang (Central),2014,9,6,0.6,0.6,0.6,0.6,—,—,—,—,—
Choa Chu Kang (Central),2014,9,7,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (Central),2014,9,8,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,9,1.6,1.6,1.6,1.6,—,—,—,—,—
Choa Chu Kang (Central),2014,9,10,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,11,26,7.8,8.4,14.2,—,—,—,—,—
Choa Chu Kang (Central),2014,9,12,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,13,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,14,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,15,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,16,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,17,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,18,0.6,0.6,0.6,0.6,—,—,—,—,—
Choa Chu Kang (Central),2014,9,19,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,20,20,9.6,12.8,17.4,—,—,—,—,—
Choa Chu Kang (Central),2014,9,21,3.6,0.8,1.6,2.8,—,—,—,—,—
Choa Chu Kang (Central),2014,9,22,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,23,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,24,88.2,42,63.8,73.2,—,—,—,—,—
Choa Chu Kang (Central),2014,9,25,9,2.4,3.2,5.2,—,—,—,—,—
Choa Chu Kang (Central),2014,9,26,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,27,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,28,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,29,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2014,9,30,0,0,0,0,—,—,—,—,—
