Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2015,9,1,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,2,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,3,0.6,0.6,0.6,0.6,—,—,—,—,—
Choa Chu Kang (Central),2015,9,4,14.6,11.8,12.6,12.6,—,—,—,—,—
Choa Chu Kang (Central),2015,9,5,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,6,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,7,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,8,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,9,23.6,19.6,21.8,23.4,—,—,—,—,—
Choa Chu Kang (Central),2015,9,10,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,11,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,12,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,13,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,14,0.6,0.6,0.6,0.6,—,—,—,—,—
Choa Chu Kang (Central),2015,9,15,3.6,1.4,2.4,3.6,—,—,—,—,—
Choa Chu Kang (Central),2015,9,16,12.4,12,12.4,12.4,—,—,—,—,—
Choa Chu Kang (Central),2015,9,17,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,18,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,19,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,20,2.8,2,2.8,2.8,—,—,—,—,—
Choa Chu Kang (Central),2015,9,21,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,22,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,23,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,24,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,25,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,26,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,27,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2015,9,28,12.8,8.2,11.2,12.2,—,—,—,—,—
Choa Chu Kang (Central),2015,9,29,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (Central),2015,9,30,3.8,2.6,2.6,2.6,—,—,—,—,—
