Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (West),2016,4,1,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,2,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,3,26,18,22.2,25.4,—,—,—,—,—
Boon Lay (West),2016,4,4,0.2,0.2,0.2,0.2,—,—,—,—,—
Boon Lay (West),2016,4,5,45.6,29.8,43.6,45.4,—,—,—,—,—
Boon Lay (West),2016,4,6,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,7,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,8,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,9,15.4,8.2,11.4,15,—,—,—,—,—
Boon Lay (West),2016,4,10,6.4,5.4,6.4,6.4,—,—,—,—,—
Boon Lay (West),2016,4,11,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,12,7.8,6.4,7.6,7.8,—,—,—,—,—
Boon Lay (West),2016,4,13,1.4,1.2,1.4,1.4,—,—,—,—,—
Boon Lay (West),2016,4,14,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,15,1.8,1.2,1.6,1.8,—,—,—,—,—
Boon Lay (West),2016,4,16,2.2,1.8,2.2,2.2,—,—,—,—,—
Boon Lay (West),2016,4,17,12.8,11.8,12.8,12.8,—,—,—,—,—
Boon Lay (West),2016,4,18,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,19,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,20,75.4,38.8,64.6,75.4,—,—,—,—,—
Boon Lay (West),2016,4,21,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,22,4.6,2.8,3,4.6,—,—,—,—,—
Boon Lay (West),2016,4,23,27.8,17.2,26.2,27.2,—,—,—,—,—
Boon Lay (West),2016,4,24,0.2,0.2,0.2,0.2,—,—,—,—,—
Boon Lay (West),2016,4,25,2,1.4,1.8,2,—,—,—,—,—
Boon Lay (West),2016,4,26,1.6,1.4,1.6,1.6,—,—,—,—,—
Boon Lay (West),2016,4,27,2.8,2.2,2.8,2.8,—,—,—,—,—
Boon Lay (West),2016,4,28,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,4,29,38.8,17.2,29.4,38.4,—,—,—,—,—
Boon Lay (West),2016,4,30,47,36.4,45,46.6,—,—,—,—,—
