Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (West),2014,3,1,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,2,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,3,3,3,3,3,—,—,—,—,—
Boon Lay (West),2014,3,4,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,5,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,6,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,7,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,8,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,9,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,10,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,11,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,12,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,13,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,14,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,15,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,16,32.5,12,13,14.5,—,—,—,—,—
Boon Lay (West),2014,3,17,14.5,9,10,10,—,—,—,—,—
Boon Lay (West),2014,3,18,40,19.5,26.5,37,—,—,—,—,—
Boon Lay (West),2014,3,19,2,1.5,2,2,—,—,—,—,—
Boon Lay (West),2014,3,20,0.5,0.5,0.5,0.5,—,—,—,—,—
Boon Lay (West),2014,3,21,4.5,3.5,4.5,4.5,—,—,—,—,—
Boon Lay (West),2014,3,22,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,23,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,24,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,25,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,26,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,27,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,28,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,29,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,30,0,0,0,0,—,—,—,—,—
Boon Lay (West),2014,3,31,10.5,6.5,10,10,—,—,—,—,—
