Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (West),2016,7,1,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,2,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,3,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,4,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,5,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,6,10.8,8.2,10.8,10.8,—,—,—,—,—
Boon Lay (West),2016,7,7,10.6,7,7,10.4,—,—,—,—,—
Boon Lay (West),2016,7,8,50.2,38.4,47.8,50,—,—,—,—,—
Boon Lay (West),2016,7,9,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,10,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,11,1.6,1.4,1.4,1.6,—,—,—,—,—
Boon Lay (West),2016,7,12,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,13,57.2,24.4,40.4,56.4,—,—,—,—,—
Boon Lay (West),2016,7,14,56.2,31.2,45.2,55.6,—,—,—,—,—
Boon Lay (West),2016,7,15,22.2,11,18.8,21.4,—,—,—,—,—
Boon Lay (West),2016,7,16,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,17,4,3.6,4,4,—,—,—,—,—
Boon Lay (West),2016,7,18,0.4,0.4,0.4,0.4,—,—,—,—,—
Boon Lay (West),2016,7,19,16,6.2,9.2,11.6,—,—,—,—,—
Boon Lay (West),2016,7,20,60.5,40.5,49,53,—,—,—,—,—
Boon Lay (West),2016,7,21,21,8,13,15,—,—,—,—,—
Boon Lay (West),2016,7,22,15,9,10.5,13.5,—,—,—,—,—
Boon Lay (West),2016,7,23,7.5,4,4.5,6.5,—,—,—,—,—
Boon Lay (West),2016,7,24,3.5,2,2,2,—,—,—,—,—
Boon Lay (West),2016,7,25,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,26,42.5,32.5,39.5,41,—,—,—,—,—
Boon Lay (West),2016,7,27,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,28,3.5,3.5,3.5,3.5,—,—,—,—,—
Boon Lay (West),2016,7,29,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,30,0,0,0,0,—,—,—,—,—
Boon Lay (West),2016,7,31,0,0,0,0,—,—,—,—,—
