Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (South),2015,3,1,0,0,0,0,28.2,33.9,25.3,7.7,33.8
Choa Chu Kang (South),2015,3,2,10.8,9,10.8,10.8,26.9,33.6,24.3,4.8,25.9
Choa Chu Kang (South),2015,3,3,0,0,0,0,27.7,32.5,24.5,5.4,23.8
Choa Chu Kang (South),2015,3,4,0,0,0,0,28.4,33.5,25.9,6.4,32.4
Choa Chu Kang (South),2015,3,5,0,0,0,0,28.2,33.8,24.8,6,25.2
Choa Chu Kang (South),2015,3,6,0,0,0,0,28.3,33.9,24.5,6.3,21.2
Choa Chu Kang (South),2015,3,7,0,0,0,0,28.6,33.4,25.6,8,27
Choa Chu Kang (South),2015,3,8,0.4,0.4,0.4,0.4,28,33.3,24.7,5.2,31.3
Choa Chu Kang (South),2015,3,9,3.2,2.2,2.2,2.2,27.2,31.8,24.3,7.2,28.1
Choa Chu Kang (South),2015,3,10,12.8,10.8,12.4,12.6,27.4,32.9,24.4,6,36
Choa Chu Kang (South),2015,3,11,22.4,13,13.6,13.6,25.5,26.9,24.5,5.8,24.5
Choa Chu Kang (South),2015,3,12,0.2,0.2,0.2,0.2,27.3,31.5,24.7,7.3,28.1
Choa Chu Kang (South),2015,3,13,0,0,0,0,27.8,32.1,24.7,8.4,27.4
Choa Chu Kang (South),2015,3,14,35.8,19,26,35.4,27.4,33.5,24.8,6.8,22
Choa Chu Kang (South),2015,3,15,8,6,7.2,7.2,27,33.1,24.6,6.3,26.6
Choa Chu Kang (South),2015,3,16,0.2,0.2,0.2,0.2,27.8,32.7,25.5,4.5,23
Choa Chu Kang (South),2015,3,17,2.6,2.6,2.6,2.6,28.3,33.4,25.9,5.5,20.5
Choa Chu Kang (South),2015,3,18,0,0,0,0,28.6,33.2,25.9,5.8,22
Choa Chu Kang (South),2015,3,19,0,0,0,0,28.6,33.9,26.1,5.8,32
Choa Chu Kang (South),2015,3,20,0,0,0,0,28.7,33,25.6,4.9,22.3
Choa Chu Kang (South),2015,3,21,0,0,0,0,28.6,34.3,26.5,5.2,27
Choa Chu Kang (South),2015,3,22,26.4,19.2,25.6,26.4,27.2,32.9,23.6,4.2,33.8
Choa Chu Kang (South),2015,3,23,0,0,0,0,28.4,34.3,25.4,5.7,22
Choa Chu Kang (South),2015,3,24,0,0,0,0,28.4,31.5,26.2,7.2,26.3
Choa Chu Kang (South),2015,3,25,0,0,0,0,29,33.4,26.7,9.6,34.2
Choa Chu Kang (South),2015,3,26,0,0,0,0,28.9,32.9,26.3,9,32.8
Choa Chu Kang (South),2015,3,27,0,0,0,0,28.8,32.4,26.1,8.8,34.2
Choa Chu Kang (South),2015,3,28,16.2,12.8,13.6,16,27.7,30.2,25.1,6.5,36.7
Choa Chu Kang (South),2015,3,29,18.8,12.8,16,18.4,26.7,28.9,23.5,4.3,36.4
Choa Chu Kang (South),2015,3,30,0,0,0,0,28.7,33,25.1,6.1,24.5
Choa Chu Kang (South),2015,3,31,6.6,5.8,5.8,5.8,27.5,33.4,25.6,3.8,25.2
