Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Paya Lebar,2015,11,1,0.2,—,—,—,—,33.2,26.3,8.3,22.3
Paya Lebar,2015,11,2,1,—,—,—,—,33.3,26,8.3,29.5
Paya Lebar,2015,11,3,0,—,—,—,—,33.3,26.4,8.6,24.1
Paya Lebar,2015,11,4,0,—,—,—,—,32.5,26.2,8.3,24.1
Paya Lebar,2015,11,5,0,—,—,—,—,33.5,26.6,9.7,24.1
Paya Lebar,2015,11,6,1,—,—,—,—,32.5,24.3,7.6,24.1
Paya Lebar,2015,11,7,30.9,—,—,—,—,33,24.8,6.5,33.5
Paya Lebar,2015,11,8,1.6,—,—,—,—,31.1,25.3,5.4,20.5
Paya Lebar,2015,11,9,10.5,—,—,—,—,32.5,25.1,7.2,27.7
Paya Lebar,2015,11,10,0,—,—,—,—,33.5,25.6,6.8,29.5
Paya Lebar,2015,11,11,11.7,—,—,—,—,32.6,25.7,6.8,37.1
Paya Lebar,2015,11,12,0,—,—,—,—,33.5,26.3,8.6,27.7
Paya Lebar,2015,11,13,38.4,—,—,—,—,33.6,23.1,8.6,44.3
Paya Lebar,2015,11,14,0,—,—,—,—,34.3,25.8,10.8,27.7
Paya Lebar,2015,11,15,0.1,—,—,—,—,32,26.4,7.6,27.7
Paya Lebar,2015,11,16,1.1,—,—,—,—,29.6,23.8,9.7,27.7
Paya Lebar,2015,11,17,17.3,—,—,—,—,30.9,24.1,6.8,20.5
Paya Lebar,2015,11,18,0,—,—,—,—,33.4,26,11.2,27.7
Paya Lebar,2015,11,19,0,—,—,—,—,33,26.3,7.6,31.3
Paya Lebar,2015,11,20,0,—,—,—,—,32,26.1,10.4,31.3
Paya Lebar,2015,11,21,0.7,—,—,—,—,32.7,25.6,6.8,35.3
Paya Lebar,2015,11,22,0.1,—,—,—,—,32.9,25.9,8.6,27.7
Paya Lebar,2015,11,23,0.2,—,—,—,—,34.5,26.8,9,29.5
Paya Lebar,2015,11,24,30.5,—,—,—,—,30,24.9,5.8,25.9
Paya Lebar,2015,11,25,40,—,—,—,—,32.7,23.4,8.6,37.1
Paya Lebar,2015,11,26,3.4,—,—,—,—,32,25,11.2,37.1
Paya Lebar,2015,11,27,0,—,—,—,—,33.2,25.6,9.4,24.1
Paya Lebar,2015,11,28,0,—,—,—,—,34.7,24.8,9,27.7
Paya Lebar,2015,11,29,4.2,—,—,—,—,34.3,25.1,10.8,29.5
Paya Lebar,2015,11,30,33.5,—,—,—,—,33.3,25.1,6.8,37.1
