Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Bukit Timah,2014,5,1,2.6,2.2,2.6,2.6,—,—,—,—,—
Bukit Timah,2014,5,2,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,3,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,4,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,5,5,3.4,3.6,3.8,—,—,—,—,—
Bukit Timah,2014,5,6,1,0.6,1,1,—,—,—,—,—
Bukit Timah,2014,5,7,28.6,20.6,23,27.8,—,—,—,—,—
Bukit Timah,2014,5,8,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,9,0.2,0.2,0.2,0.2,—,—,—,—,—
Bukit Timah,2014,5,10,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,11,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,12,0.6,0.6,0.6,0.6,—,—,—,—,—
Bukit Timah,2014,5,13,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,14,0.8,0.6,0.6,0.8,—,—,—,—,—
Bukit Timah,2014,5,15,4.8,4.8,4.8,4.8,—,—,—,—,—
Bukit Timah,2014,5,16,8.4,7.2,8.2,8.4,—,—,—,—,—
Bukit Timah,2014,5,17,22.4,12.6,21.2,22.4,—,—,—,—,—
Bukit Timah,2014,5,18,50.2,17.4,25.6,27.8,—,—,—,—,—
Bukit Timah,2014,5,19,21.4,14,14.2,14.2,—,—,—,—,—
Bukit Timah,2014,5,20,4.2,1.2,2.4,3.6,—,—,—,—,—
Bukit Timah,2014,5,21,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,22,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,23,7.4,6.8,7,7.2,—,—,—,—,—
Bukit Timah,2014,5,24,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,25,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,26,0,0,0,0,—,—,—,—,—
Bukit Timah,2014,5,27,0.2,0.2,0.2,0.2,—,—,—,—,—
Bukit Timah,2014,5,28,2,0.6,0.8,1.2,—,—,—,—,—
Bukit Timah,2014,5,29,0.6,0.6,0.6,0.6,—,—,—,—,—
Bukit Timah,2014,5,30,30,7.8,8.6,8.6,—,—,—,—,—
Bukit Timah,2014,5,31,2,1.8,1.8,1.8,—,—,—,—,—
