Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Bukit Timah,2016,4,1,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,2,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,3,1.6,1.4,1.4,1.6,—,—,—,—,—
Bukit Timah,2016,4,4,13.4,13.2,13.4,13.4,—,—,—,—,—
Bukit Timah,2016,4,5,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,6,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,7,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,8,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,9,50.8,35.8,36.6,47.6,—,—,—,—,—
Bukit Timah,2016,4,10,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,11,0.8,0.8,0.8,0.8,—,—,—,—,—
Bukit Timah,2016,4,12,3.6,2.6,3,3.6,—,—,—,—,—
Bukit Timah,2016,4,13,8.2,8,8.2,8.2,—,—,—,—,—
Bukit Timah,2016,4,14,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,15,0.8,0.6,0.8,0.8,—,—,—,—,—
Bukit Timah,2016,4,16,8.2,8,8.2,8.2,—,—,—,—,—
Bukit Timah,2016,4,17,2,1.8,1.8,1.8,—,—,—,—,—
Bukit Timah,2016,4,18,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,19,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,20,14.8,14.2,14.8,14.8,—,—,—,—,—
Bukit Timah,2016,4,21,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,22,54.6,35.4,53.6,54.6,—,—,—,—,—
Bukit Timah,2016,4,23,13,12.6,13,13,—,—,—,—,—
Bukit Timah,2016,4,24,0,0,0,0,—,—,—,—,—
Bukit Timah,2016,4,25,19.6,8.6,9,10.4,—,—,—,—,—
Bukit Timah,2016,4,26,1.4,0.8,0.8,1.2,—,—,—,—,—
Bukit Timah,2016,4,27,3,3,3,3,—,—,—,—,—
Bukit Timah,2016,4,28,3,2.8,2.8,2.8,—,—,—,—,—
Bukit Timah,2016,4,29,6.8,5.2,6.8,6.8,—,—,—,—,—
Bukit Timah,2016,4,30,2.4,2.4,2.4,2.4,—,—,—,—,—
