Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Serangoon North,2015,3,1,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,2,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,3,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,4,59.8,39.6,57.2,59.6,—,—,—,—,—
Serangoon North,2015,3,5,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,6,0.2,0.2,0.2,0.2,—,—,—,—,—
Serangoon North,2015,3,7,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,8,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,9,0.2,0.2,0.2,0.2,—,—,—,—,—
Serangoon North,2015,3,10,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,11,7,1.4,1.8,2.2,—,—,—,—,—
Serangoon North,2015,3,12,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,13,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,14,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,15,1.2,0.8,0.8,0.8,—,—,—,—,—
Serangoon North,2015,3,16,32.8,27,32.6,32.8,—,—,—,—,—
Serangoon North,2015,3,17,0.4,0.2,0.4,0.4,—,—,—,—,—
Serangoon North,2015,3,18,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,19,9.4,8.4,9.2,9.4,—,—,—,—,—
Serangoon North,2015,3,20,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,21,1.6,1,1,1.6,—,—,—,—,—
Serangoon North,2015,3,22,64.6,32.6,60,64.4,—,—,—,—,—
Serangoon North,2015,3,23,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,24,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,25,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,26,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,27,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,28,1.6,1.6,1.6,1.6,—,—,—,—,—
Serangoon North,2015,3,29,24.2,11.4,15.4,17.2,—,—,—,—,—
Serangoon North,2015,3,30,0,0,0,0,—,—,—,—,—
Serangoon North,2015,3,31,22.4,12.8,13.2,13.2,—,—,—,—,—
