Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas,2015,9,1,0,0,0,0,—,—,—,—,—
Tuas,2015,9,2,0,0,0,0,—,—,—,—,—
Tuas,2015,9,3,2.6,2.6,2.6,2.6,—,—,—,—,—
Tuas,2015,9,4,8.6,8.4,8.6,8.6,—,—,—,—,—
Tuas,2015,9,5,0,0,0,0,—,—,—,—,—
Tuas,2015,9,6,0,0,0,0,—,—,—,—,—
Tuas,2015,9,7,0,0,0,0,—,—,—,—,—
Tuas,2015,9,8,0,0,0,0,—,—,—,—,—
Tuas,2015,9,9,44.8,19.4,36.6,44.6,—,—,—,—,—
Tuas,2015,9,10,0,0,0,0,—,—,—,—,—
Tuas,2015,9,11,0,0,0,0,—,—,—,—,—
Tuas,2015,9,12,0,0,0,0,—,—,—,—,—
Tuas,2015,9,13,0,0,0,0,—,—,—,—,—
Tuas,2015,9,14,0.8,0.8,0.8,0.8,—,—,—,—,—
Tuas,2015,9,15,44.8,19.4,27.4,35.8,—,—,—,—,—
Tuas,2015,9,16,20.2,19.6,20,20.2,—,—,—,—,—
Tuas,2015,9,17,0,0,0,0,—,—,—,—,—
Tuas,2015,9,18,0,0,0,0,—,—,—,—,—
Tuas,2015,9,19,0,0,0,0,—,—,—,—,—
Tuas,2015,9,20,5.2,3.6,4,4.8,—,—,—,—,—
Tuas,2015,9,21,0,0,0,0,—,—,—,—,—
Tuas,2015,9,22,0,0,0,0,—,—,—,—,—
Tuas,2015,9,23,0,0,0,0,—,—,—,—,—
Tuas,2015,9,24,0,0,0,0,—,—,—,—,—
Tuas,2015,9,25,0,0,0,0,—,—,—,—,—
Tuas,2015,9,26,0,0,0,0,—,—,—,—,—
Tuas,2015,9,27,0,0,0,0,—,—,—,—,—
Tuas,2015,9,28,15.6,10,13,13.8,—,—,—,—,—
Tuas,2015,9,29,0.2,0.2,0.2,0.2,—,—,—,—,—
Tuas,2015,9,30,0.2,0.2,0.2,0.2,—,—,—,—,—
