Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas,2016,5,1,0,0,0,0,—,—,—,—,—
Tuas,2016,5,2,37.8,32,36.2,37.2,—,—,—,—,—
Tuas,2016,5,3,5.6,5.6,5.6,5.6,—,—,—,—,—
Tuas,2016,5,4,0,0,0,0,—,—,—,—,—
Tuas,2016,5,5,17.4,16.6,16.8,17.4,—,—,—,—,—
Tuas,2016,5,6,42.4,21.8,33,42.4,—,—,—,—,—
Tuas,2016,5,7,9.8,6.4,9.6,9.8,—,—,—,—,—
Tuas,2016,5,8,0,0,0,0,—,—,—,—,—
Tuas,2016,5,9,15.4,13.6,14,14,—,—,—,—,—
Tuas,2016,5,10,0,0,0,0,—,—,—,—,—
Tuas,2016,5,11,19.2,12.6,18.8,19.2,—,—,—,—,—
Tuas,2016,5,12,9,5.8,5.8,6.6,—,—,—,—,—
Tuas,2016,5,13,8.2,7.6,7.6,7.6,—,—,—,—,—
Tuas,2016,5,14,22.4,8.8,15,16.4,—,—,—,—,—
Tuas,2016,5,15,9.4,5,5.2,8.4,—,—,—,—,—
Tuas,2016,5,16,0.6,0.4,0.6,0.6,—,—,—,—,—
Tuas,2016,5,17,0,0,0,0,—,—,—,—,—
Tuas,2016,5,18,21.6,10.4,11,15,—,—,—,—,—
Tuas,2016,5,19,0,0,0,0,—,—,—,—,—
Tuas,2016,5,20,0,0,0,0,—,—,—,—,—
Tuas,2016,5,21,25,18.6,18.6,19.4,—,—,—,—,—
Tuas,2016,5,22,21.2,13.2,15,19,—,—,—,—,—
Tuas,2016,5,23,0,0,0,0,—,—,—,—,—
Tuas,2016,5,24,1.8,1.8,1.8,1.8,—,—,—,—,—
Tuas,2016,5,25,24.2,23.6,24.2,24.2,—,—,—,—,—
Tuas,2016,5,26,0,0,0,0,—,—,—,—,—
Tuas,2016,5,27,0,0,0,0,—,—,—,—,—
Tuas,2016,5,28,0,0,0,0,—,—,—,—,—
Tuas,2016,5,29,0,0,0,0,—,—,—,—,—
Tuas,2016,5,30,0.4,0.4,0.4,0.4,—,—,—,—,—
Tuas,2016,5,31,0,0,0,0,—,—,—,—,—
