Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (West),2015,6,1,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,2,35.2,32,35,35.2,—,—,—,—,—
Boon Lay (West),2015,6,3,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,4,0.4,0.4,0.4,0.4,—,—,—,—,—
Boon Lay (West),2015,6,5,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,6,4,4,4,4,—,—,—,—,—
Boon Lay (West),2015,6,7,37.6,28.4,29.6,34.8,—,—,—,—,—
Boon Lay (West),2015,6,8,56.2,43.6,54.8,56,—,—,—,—,—
Boon Lay (West),2015,6,9,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,10,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,11,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,12,27.6,21.2,23.8,23.8,—,—,—,—,—
Boon Lay (West),2015,6,13,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,14,10.6,4,4.2,6,—,—,—,—,—
Boon Lay (West),2015,6,15,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,16,19,13.4,17.4,18,—,—,—,—,—
Boon Lay (West),2015,6,17,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,18,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,19,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,20,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,21,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,22,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,23,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,24,0.4,0.4,0.4,0.4,—,—,—,—,—
Boon Lay (West),2015,6,25,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,26,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,27,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,28,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,29,0,0,0,0,—,—,—,—,—
Boon Lay (West),2015,6,30,0,0,0,0,—,—,—,—,—
