Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Khatib,2015,6,1,0,0,0,0,28.6,34.1,24.5,3.5,19.4
Khatib,2015,6,2,0,0,0,0,28.7,34.5,25.4,4.8,24.5
Khatib,2015,6,3,0,0,0,0,28.7,33.6,24.2,4.6,21.2
Khatib,2015,6,4,0.2,0.2,0.2,0.2,28.8,33.2,26,4.6,22
Khatib,2015,6,5,0,0,0,0,—,33.7,24.6,3.6,24.8
Khatib,2015,6,6,15,8.8,13.2,14.8,26.8,33.1,24.2,3,26.3
Khatib,2015,6,7,5.2,2.2,3.2,4,26.8,31.1,24.1,2.7,14.8
Khatib,2015,6,8,0,0,0,0,27.4,31.1,24.8,4.5,22.7
Khatib,2015,6,9,0.4,0.4,0.4,0.4,27.6,30.8,24.9,4,24.1
Khatib,2015,6,10,0.2,0.2,0.2,0.2,28.6,32.9,25.1,4.4,21.6
Khatib,2015,6,11,0.8,0.6,0.6,0.6,27.6,33.4,25.1,3.8,24.5
Khatib,2015,6,12,8.4,2.8,4.8,5.4,25.9,29.7,24.2,2.9,22.3
Khatib,2015,6,13,0.2,0.2,0.2,0.2,27.5,32,24.7,3.7,19.1
Khatib,2015,6,14,21.2,17,20.2,20.8,26.1,28,23.5,4.7,35.3
Khatib,2015,6,15,0,0,0,0,27.3,31.4,24.2,4.6,25.6
Khatib,2015,6,16,10.4,8,9.2,9.2,26.2,30,22.8,3.4,32
Khatib,2015,6,17,0,0,0,0,26.9,31.1,24.6,3,21.6
Khatib,2015,6,18,0,0,0,0,28.7,33,24.4,4.7,23.8
Khatib,2015,6,19,0,0,0,0,28.9,32.2,25.3,5.9,23.8
Khatib,2015,6,20,0,0,0,0,29.4,32.7,26.8,6.4,27.4
Khatib,2015,6,21,0,0,0,0,29.3,33.2,25.8,6.2,25.9
Khatib,2015,6,22,0,0,0,0,30,33.5,26.8,6.2,23
Khatib,2015,6,23,0,0,0,0,29.7,33.1,27.3,6.6,26.3
Khatib,2015,6,24,0,0,0,0,29.8,33.2,27,6.9,24.5
Khatib,2015,6,25,0,0,0,0,29.7,33,26.6,6.3,24.1
Khatib,2015,6,26,0,0,0,0,29.5,33.1,25.9,6,21.2
Khatib,2015,6,27,0,0,0,0,29.5,33.3,25.7,6.7,26.3
Khatib,2015,6,28,0,0,0,0,29.3,33.2,26.7,5.4,25.6
Khatib,2015,6,29,0,0,0,0,29.3,33.8,25.3,5.2,24.1
Khatib,2015,6,30,0,0,0,0,29.4,34.3,25.5,4.4,20.2
