Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Buangkok,2015,11,1,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,2,2.2,2.2,2.2,2.2,—,—,—,—,—
Buangkok,2015,11,3,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,4,10.4,10.2,10.4,10.4,—,—,—,—,—
Buangkok,2015,11,5,0.2,0.2,0.2,0.2,—,—,—,—,—
Buangkok,2015,11,6,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,7,1.4,1.2,1.2,1.2,—,—,—,—,—
Buangkok,2015,11,8,6,5.2,5.2,5.2,—,—,—,—,—
Buangkok,2015,11,9,1.6,1.2,1.4,1.4,—,—,—,—,—
Buangkok,2015,11,10,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,11,39.4,32,36,39.2,—,—,—,—,—
Buangkok,2015,11,12,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,13,29.6,18.8,20.8,20.8,—,—,—,—,—
Buangkok,2015,11,14,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,15,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,16,5,4.2,4.2,4.2,—,—,—,—,—
Buangkok,2015,11,17,24.2,15.2,18.6,19.4,—,—,—,—,—
Buangkok,2015,11,18,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,19,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,20,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,21,3.8,2.4,2.8,3,—,—,—,—,—
Buangkok,2015,11,22,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,23,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,24,31.8,12,16.4,27.4,—,—,—,—,—
Buangkok,2015,11,25,12.8,6.2,6.2,8.8,—,—,—,—,—
Buangkok,2015,11,26,7.6,6.2,7.2,7.2,—,—,—,—,—
Buangkok,2015,11,27,0,0,0,0,—,—,—,—,—
Buangkok,2015,11,28,0.4,0.4,0.4,0.4,—,—,—,—,—
Buangkok,2015,11,29,3.4,0.6,1,1,—,—,—,—,—
Buangkok,2015,11,30,35.4,22.8,24.8,25.2,—,—,—,—,—
