Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Whampoa,2014,4,1,0,0,0,0,—,—,—,—,—
Whampoa,2014,4,2,0,0,0,0,—,—,—,—,—
Whampoa,2014,4,3,0,0,0,0,—,—,—,—,—
Whampoa,2014,4,4,6.2,5.8,6.2,6.2,—,—,—,—,—
Whampoa,2014,4,5,71,39.4,42.4,42.8,—,—,—,—,—
Whampoa,2014,4,6,0.6,0.4,0.6,0.6,—,—,—,—,—
Whampoa,2014,4,7,0,0,0,0,—,—,—,—,—
Whampoa,2014,4,8,0.8,0.4,0.4,0.6,—,—,—,—,—
Whampoa,2014,4,9,0.6,0.6,0.6,0.6,—,—,—,—,—
Whampoa,2014,4,10,8.2,8.2,8.2,8.2,—,—,—,—,—
Whampoa,2014,4,11,7.4,7,7.4,7.4,—,—,—,—,—
Whampoa,2014,4,12,2,0.8,1.4,1.8,—,—,—,—,—
Whampoa,2014,4,13,0.4,0.4,0.4,0.4,—,—,—,—,—
Whampoa,2014,4,14,57.8,34.4,55.2,57.8,—,—,—,—,—
Whampoa,2014,4,15,0,0,0,0,—,—,—,—,—
Whampoa,2014,4,16,0.2,0.2,0.2,0.2,—,—,—,—,—
Whampoa,2014,4,17,5.2,2.8,4.6,4.6,—,—,—,—,—
Whampoa,2014,4,18,32.8,20.8,28.6,29.8,—,—,—,—,—
Whampoa,2014,4,19,0,0,0,0,—,—,—,—,—
Whampoa,2014,4,20,0,0,0,0,—,—,—,—,—
Whampoa,2014,4,21,3.6,2,3.2,3.4,—,—,—,—,—
Whampoa,2014,4,22,0,0,0,0,—,—,—,—,—
Whampoa,2014,4,23,32.4,20.6,31.6,32.4,—,—,—,—,—
Whampoa,2014,4,24,10.8,5.4,7.8,8,—,—,—,—,—
Whampoa,2014,4,25,10.4,9.8,10.4,10.4,—,—,—,—,—
Whampoa,2014,4,26,0.6,0.6,0.6,0.6,—,—,—,—,—
Whampoa,2014,4,27,2.6,2,2.4,2.4,—,—,—,—,—
Whampoa,2014,4,28,24.8,13.6,19.8,20.4,—,—,—,—,—
Whampoa,2014,4,29,32.2,29.2,32.2,32.2,—,—,—,—,—
Whampoa,2014,4,30,1.8,1.2,1.8,1.8,—,—,—,—,—
